Rk,Unnamed: 1,Tm,Cap Hit,year
526.0,Anthony Fasano,TEN,"$2,031,250",2015
527.0,Tarell Brown,NWE,"$2,000,000",2015
,Ron Parker,KAN,"$2,000,000",2015
,Cory Redding,ARI,"$2,000,000",2015
,Matt Cassel,2TM,"$2,000,000",2015
,Bilal Powell,NYJ,"$2,000,000",2015
,Cole Beasley,DAL,"$2,000,000",2015
,Brett Kern,TEN,"$2,000,000",2015
,Lyle Sendlein,ARI,"$2,000,000",2015
,C.J. Spiller,NOR,"$2,000,000",2015
,Kelvin Sheppard,MIA,"$2,000,000",2015
,Ricky Jean-Francois,WAS,"$2,000,000",2015
,J.T. Thomas,NYG,"$2,000,000",2015
,Patrick Robinson,SDG,"$2,000,000",2015
,Mark Ingram,NOR,"$2,000,000",2015
,Antonio Smith,DEN,"$2,000,000",2015
,Patrick Chung,NWE,"$2,000,000",2015
,Brice McCain,MIA,"$2,000,000",2015
,Ryan Mathews,PHI,"$2,000,000",2015
,Matt Schaub,BAL,"$2,000,000",2015
,James Ihedigbo,DET,"$2,000,000",2015
547.0,C.J. Mosley,BAL,"$1,997,273",2015
548.0,DeVante Parker,MIA,"$1,977,553",2015
549.0,Cordarrelle Patterson,MIN,"$1,969,377",2015
550.0,Rafael Bush,NOR,"$1,950,000",2015
,Mike Nugent,CIN,"$1,950,000",2015
,Jerricho Cotchery,CAR,"$1,950,000",2015
553.0,Calvin Pryor,NYJ,"$1,946,194",2015
554.0,Melvin Gordon,SDG,"$1,939,958",2015
555.0,Alec Ogletree,STL,"$1,917,282",2015
556.0,Ryan Succop,TEN,"$1,916,666",2015
557.0,Ja'Wuan James,MIA,"$1,915,545",2015
558.0,Brandin Cooks,NOR,"$1,905,330",2015
559.0,Ben Watson,NOR,"$1,900,000",2015
,Jeff Cumberland,NYJ,"$1,900,000",2015
,Jim Dray,CLE,"$1,900,000",2015
,Dannell Ellerbe,NOR,"$1,900,000",2015
563.0,Ha Ha Clinton-Dix,GNB,"$1,895,114",2015
564.0,Todd Herremans,IND,"$1,875,000",2015
,Daniel Kilgore,SFO,"$1,875,000",2015
566.0,Johnny Manziel,CLE,"$1,874,681",2015
567.0,Travis Frederick,DAL,"$1,873,644",2015
568.0,Jay Ratliff,CHI,"$1,859,375",2015
569.0,Dee Ford,KAN,"$1,854,250",2015
570.0,A.J. Hawk,CIN,"$1,850,000",2015
,Ted Ginn,CAR,"$1,850,000",2015
572.0,James Starks,GNB,"$1,837,500",2015
573.0,Kevin Johnson,HOU,"$1,827,166",2015
574.0,Kellen Clemens,SDG,"$1,822,500",2015
575.0,Darqueze Dennard,CIN,"$1,813,386",2015
576.0,Dwayne Harris,NYG,"$1,800,000",2015
,Roman Harper,CAR,"$1,800,000",2015
578.0,Jason Verrett,SDG,"$1,792,955",2015
579.0,Arik Armstead,SFO,"$1,789,567",2015
580.0,Marcus Smith,PHI,"$1,772,520",2015
581.0,Matt Slater,NWE,"$1,766,666",2015
582.0,Derek Anderson,CAR,"$1,764,000",2015
583.0,Rob Housler,2TM,"$1,760,000",2015
584.0,Deone Bucannon,ARI,"$1,752,091",2015
585.0,Jerome Felton,BUF,"$1,750,000",2015
,Josh Mauga,KAN,"$1,750,000",2015
,Dwan Edwards,CAR,"$1,750,000",2015
,B.J. Raji,GNB,"$1,750,000",2015
,Darian Stewart,DEN,"$1,750,000",2015
,Blaine Gabbert,SFO,"$1,750,000",2015
,Tyrunn Walker,DET,"$1,750,000",2015
,Khalif Barnes,OAK,"$1,750,000",2015
,Andrew Quarless,GNB,"$1,750,000",2015
,Vance Walker,DEN,"$1,750,000",2015
595.0,Bruce Miller,SFO,"$1,746,500",2015
596.0,Marcus Peters,KAN,"$1,742,574",2015
597.0,Chris Canty,BAL,"$1,735,000",2015
598.0,Dwayne Allen,IND,"$1,717,826",2015
599.0,Josh Robinson,MIN,"$1,716,250",2015
600.0,Cameron Erving,CLE,"$1,714,375",2015
601.0,Brian Quick,STL,"$1,713,918",2015
602.0,Trumaine Johnson,STL,"$1,709,794",2015
603.0,Akeem Dent,HOU,"$1,709,375",2015
604.0,Nelson Agholor,PHI,"$1,704,977",2015
605.0,Olivier Vernon,MIA,"$1,701,520",2015
606.0,Jacoby Jones,2TM,"$1,700,000",2015
607.0,Coby Fleener,IND,"$1,699,615",2015
608.0,Brandon Brooks,HOU,"$1,696,359",2015
609.0,Cedric Ogbuehi,CIN,"$1,695,000",2015
610.0,Demario Davis,NYJ,"$1,686,490",2015
611.0,Courtney Upshaw,BAL,"$1,685,313",2015
612.0,Mohamed Sanu,CIN,"$1,682,813",2015
613.0,Akiem Hicks,2TM,"$1,677,725",2015
614.0,Bud Dupree,PIT,"$1,676,778",2015
615.0,William Gay,PIT,"$1,666,668",2015
616.0,Jonathan Casillas,NYG,"$1,666,666",2015
617.0,Chris Givens,2TM,"$1,666,257",2015
618.0,Lamar Miller,MIA,"$1,663,500",2015
619.0,Ben Jones,HOU,"$1,662,362",2015
620.0,Dominique Easley,NWE,"$1,659,898",2015
621.0,Shane Ray,DEN,"$1,657,980",2015
622.0,Nigel Bradham,BUF,"$1,656,356",2015
623.0,Coty Sensabaugh,TEN,"$1,650,023",2015
624.0,David Bruton,DEN,"$1,650,000",2015
625.0,Jarius Wright,MIN,"$1,647,027",2015
626.0,Mitchell Schwartz,CLE,"$1,645,267",2015
627.0,Jared Crick,HOU,"$1,639,875",2015
628.0,Rashean Mathis,DET,"$1,625,000",2015
629.0,Andre Branch,JAX,"$1,619,525",2015
630.0,Mike Daniels,GNB,"$1,617,146",2015
,Rhett Ellison,MIN,"$1,617,146",2015
632.0,Jimmie Ward,SFO,"$1,616,485",2015
633.0,Shaq Thompson,CAR,"$1,601,586",2015
634.0,Andrew Gachkar,DAL,"$1,600,000",2015
,Justin Forsett,BAL,"$1,600,000",2015
636.0,Malik Jackson,DEN,"$1,595,403",2015
637.0,Robert Blanton,MIN,"$1,594,763",2015
638.0,Josh Norman,CAR,"$1,591,750",2015
639.0,Janoris Jenkins,STL,"$1,587,829",2015
640.0,George Iloka,CIN,"$1,582,075",2015
641.0,Bradley Roby,DEN,"$1,580,120",2015
642.0,Michael Hoomanawanui,2TM,"$1,580,000",2015
643.0,Alfred Morris,WAS,"$1,572,775",2015
644.0,Amini Silatolu,CAR,"$1,570,897",2015
645.0,Danny Trevathan,DEN,"$1,568,018",2015
646.0,Byron Jones,DAL,"$1,563,989",2015
647.0,Teddy Bridgewater,MIN,"$1,556,705",2015
648.0,J.R. Sweezy,SEA,"$1,556,212",2015
649.0,Laken Tomlinson,DET,"$1,554,589",2015
650.0,Kelvin Beachum,PIT,"$1,553,474",2015
651.0,Andre Caldwell,DEN,"$1,550,000",2015
,Trumaine McBride,NYG,"$1,550,000",2015
,Chris Chester,ATL,"$1,550,000",2015
654.0,Cordy Glenn,BUF,"$1,548,012",2015
655.0,Andre Holmes,OAK,"$1,542,000",2015
,Jaiquawn Jarrett,NYJ,"$1,542,000",2015
,Brandon Boykin,PIT,"$1,542,000",2015
,Robert Golden,PIT,"$1,542,000",2015
,Johnson Bademosi,CLE,"$1,542,000",2015
,Billy Winn,IND,"$1,542,000",2015
,Antwon Blake,PIT,"$1,542,000",2015
,Mike Harris,MIN,"$1,542,000",2015
,Kai Forbath,2TM,"$1,542,000",2015
,Cory Harkey,STL,"$1,542,000",2015
,Lance Dunbar,DAL,"$1,542,000",2015
,Corey White,2TM,"$1,542,000",2015
,Will Johnson,PIT,"$1,542,000",2015
,Bobby Rainey,TAM,"$1,542,000",2015
,Larry Asante,OAK,"$1,542,000",2015
,Don Barclay,GNB,"$1,542,000",2015
,Marquette King,OAK,"$1,542,000",2015
,Gino Gradkowski,ATL,"$1,542,000",2015
673.0,Darrel Young,WAS,"$1,533,334",2015
674.0,Charles Tillman,CAR,"$1,531,250",2015
675.0,Sterling Moore,TAM,"$1,525,000",2015
676.0,Ed Dickson,CAR,"$1,516,666",2015
677.0,Colin Cole,CAR,"$1,505,000",2015
678.0,Tony McDaniel,TAM,"$1,500,000",2015
,Karl Klug,TEN,"$1,500,000",2015
,Luke Stocker,TAM,"$1,500,000",2015
,Chris Conte,TAM,"$1,500,000",2015
,Anthony Sherman,KAN,"$1,500,000",2015
,Isa Abdul-Quddus,DET,"$1,500,000",2015
,Jon Ryan,SEA,"$1,500,000",2015
,Andy Levitre,ATL,"$1,500,000",2015
,Tarvaris Jackson,SEA,"$1,500,000",2015
,Clay Harbor,JAX,"$1,500,000",2015
688.0,John Hughes,CLE,"$1,496,035",2015
689.0,Ian Williams,SFO,"$1,495,834",2015
690.0,Jonathan Cyprien,JAX,"$1,491,574",2015
691.0,Arthur Moats,PIT,"$1,483,333",2015
692.0,Justin Hunter,TEN,"$1,479,313",2015
693.0,Phillip Dorsett,IND,"$1,479,166",2015
694.0,Jeff Allen,KAN,"$1,477,580",2015
695.0,Byron Bell,TEN,"$1,475,000",2015
696.0,Bobby Massie,ARI,"$1,471,433",2015
697.0,Zach Ertz,PHI,"$1,467,054",2015
698.0,Kyle Arrington,BAL,"$1,466,666",2015
699.0,Nick Folk,NYJ,"$1,463,333",2015
700.0,Allen Barbre,PHI,"$1,450,000",2015
701.0,Alshon Jeffery,CHI,"$1,447,036",2015
702.0,Darius Slay,DET,"$1,442,537",2015
703.0,Damarious Randall,GNB,"$1,439,224",2015
704.0,Matt Prater,DET,"$1,437,500",2015
705.0,DeAngelo Williams,PIT,"$1,435,000",2015
706.0,Darrell Stuckey,SDG,"$1,433,750",2015
707.0,Ryan Harris,DEN,"$1,420,000",2015
708.0,Manti Te'o,SDG,"$1,410,660",2015
709.0,Stephone Anthony,NOR,"$1,405,766",2015
710.0,Chris Clark,HOU,"$1,400,000",2015
,Justin Durant,ATL,"$1,400,000",2015
,Chris Maragos,PHI,"$1,400,000",2015
,John Jerry,NYG,"$1,400,000",2015
714.0,Derek Wolfe,DEN,"$1,397,881",2015
715.0,Malcom Brown,NWE,"$1,384,223",2015
716.0,Colt McCoy,WAS,"$1,375,000",2015
717.0,Geno Smith,NYJ,"$1,368,983",2015
718.0,Matt Bryant,ATL,"$1,350,000",2015
,Josh Brown,NYG,"$1,350,000",2015
,Marcus Easley,BUF,"$1,350,000",2015
721.0,Tank Carradine,SFO,"$1,349,367",2015
722.0,Tavon Wilson,NWE,"$1,342,057",2015
723.0,Kurt Coleman,CAR,"$1,340,625",2015
724.0,Tim Masthay,GNB,"$1,340,000",2015
725.0,Robert Woods,BUF,"$1,327,302",2015
726.0,Kendall Reyes,SDG,"$1,313,453",2015
727.0,Matt Overton,IND,"$1,300,000",2015
,Marshall Newhouse,NYG,"$1,300,000",2015
729.0,Johnthan Banks,TAM,"$1,288,997",2015
730.0,Tyvon Branch,KAN,"$1,287,500",2015
731.0,Anthony Dixon,BUF,"$1,266,666",2015
,Kendrick Lewis,BAL,"$1,266,666",2015
733.0,Xavier Su'a-Filo,HOU,"$1,261,727",2015
734.0,Demarcus Lawrence,DAL,"$1,251,511",2015
735.0,Cody Wallace,PIT,"$1,250,000",2015
,Nate Irving,IND,"$1,250,000",2015
,Marcus Sherels,MIN,"$1,250,000",2015
,Sean Lissemore,SDG,"$1,250,000",2015
,Major Wright,TAM,"$1,250,000",2015
,James Casey,DEN,"$1,250,000",2015
,James Harrison,PIT,"$1,250,000",2015
742.0,Joel Bitonio,CLE,"$1,241,295",2015
743.0,Frank Kearse,WAS,"$1,230,000",2015
744.0,Zach Brown,TEN,"$1,227,640",2015
745.0,Derek Carr,OAK,"$1,220,864",2015
746.0,Jeron Johnson,WAS,"$1,209,375",2015
747.0,Scott Tolzien,GNB,"$1,200,000",2015
,Zak DeOssie,NYG,"$1,200,000",2015
,Albert McClellan,BAL,"$1,200,000",2015
,Mark Herzlich,NYG,"$1,200,000",2015
,George Selvie,NYG,"$1,200,000",2015
,Gary Barnidge,CLE,"$1,200,000",2015
,Leger Douzable,NYJ,"$1,200,000",2015
754.0,Kevin Minter,ARI,"$1,197,354",2015
755.0,Kedric Golston,WAS,"$1,195,000",2015
756.0,Austin Seferian-Jenkins,TAM,"$1,194,301",2015
757.0,John Denney,MIA,"$1,180,000",2015
758.0,Marqise Lee,JAX,"$1,175,914",2015
759.0,Nick Bellore,SFO,"$1,170,000",2015
760.0,Brandon Myers,TAM,"$1,166,666",2015
761.0,Kyle Van Noy,DET,"$1,159,568",2015
762.0,Darren McFadden,DAL,"$1,150,000",2015
,Brad Jones,PHI,"$1,150,000",2015
764.0,Gavin Escobar,DAL,"$1,148,317",2015
765.0,Desmond Trufant,ATL,"$1,147,372",2015
766.0,Husain Abdullah,KAN,"$1,145,000",2015
767.0,Lamarcus Joyner,STL,"$1,143,223",2015
768.0,Jon Condo,OAK,"$1,127,500",2015
769.0,Jimmy Clausen,2TM,"$1,125,000",2015
770.0,Jordan Matthews,PHI,"$1,124,834",2015
771.0,Bryan Braman,PHI,"$1,120,000",2015
,L.P. Ladouceur,DAL,"$1,120,000",2015
,Joe Berger,MIN,"$1,120,000",2015
774.0,Brock Osweiler,DEN,"$1,118,944",2015
775.0,Landon Collins,NYG,"$1,112,828",2015
776.0,Nick Sundberg,WAS,"$1,112,500",2015
777.0,Weston Richburg,NYG,"$1,108,489",2015
778.0,Matthew Bosher,ATL,"$1,105,000",2015
779.0,Donovan Smith,TAM,"$1,103,429",2015
780.0,Terrell McClain,DAL,"$1,100,000",2015
,Richie Incognito,BUF,"$1,100,000",2015
,Kroy Biermann,ATL,"$1,100,000",2015
783.0,Johnathan Hankins,NYG,"$1,099,278",2015
784.0,Mario Edwards,OAK,"$1,094,029",2015
785.0,Cyrus Kouandjio,BUF,"$1,092,914",2015
786.0,Ryan Allen,NWE,"$1,085,500",2015
787.0,Vinny Curry,PHI,"$1,076,038",2015
788.0,T.J. Yeldon,JAX,"$1,075,231",2015
789.0,Jonathan Bostic,NWE,"$1,074,763",2015
790.0,Paul Richardson,SEA,"$1,071,099",2015
791.0,Jon Dorenbos,PHI,"$1,070,000",2015
792.0,Devin Smith,NYJ,"$1,067,712",2015
793.0,Andrew Sendejo,MIN,"$1,066,668",2015
794.0,Kelechi Osemele,BAL,"$1,064,595",2015
795.0,Matt Spaeth,PIT,"$1,062,500",2015
796.0,Casey Hayward,GNB,"$1,053,154",2015
797.0,Preston Smith,WAS,"$1,050,791",2015
798.0,David Amerson,2TM,"$1,050,246",2015
799.0,Lawrence Guy,BAL,"$1,050,000",2015
800.0,Stephon Tuitt,PIT,"$1,047,601",2015
801.0,Garrison Sanborn,BUF,"$1,047,500",2015
802.0,Rueben Randle,NYG,"$1,047,432",2015
803.0,Brandon Bolden,NWE,"$1,035,000",2015
804.0,Eddie Goldman,CHI,"$1,033,875",2015
805.0,Le'Veon Bell,PIT,"$1,032,082",2015
806.0,Stevan Ridley,NYJ,"$1,031,250",2015
807.0,Jamie Collins,NWE,"$1,025,727",2015
808.0,Mario Addison,CAR,"$1,020,000",2015
809.0,Dorial Green-Beckham,TEN,"$1,018,836",2015
810.0,Ramon Humber,NOR,"$1,017,000",2015
811.0,Trent Murphy,WAS,"$1,016,545",2015
812.0,Devin Funchess,CAR,"$1,003,797",2015
813.0,Margus Hunt,CIN,"$1,001,209",2015
814.0,Leonard Johnson,NWE,"$1,000,000",2015
,Jonathan Freeny,NWE,"$1,000,000",2015
,Brent Grimes,MIA,"$1,000,000",2015
,Mike Morgan,SEA,"$1,000,000",2015
,Adrian Clayborn,ATL,"$1,000,000",2015
,Jacob Tamme,ATL,"$1,000,000",2015
,Chris Jones,DAL,"$1,000,000",2015
,Anthony Levine,BAL,"$1,000,000",2015
822.0,Garrett Reynolds,STL,"$999,999",2015
823.0,Timmy Jernigan,BAL,"$996,114",2015
824.0,J.J. Jansen,CAR,"$995,000",2015
,Don Carey,DET,"$995,000",2015
826.0,Jamar Taylor,MIA,"$988,950",2015
827.0,Louis Murphy,TAM,"$987,500",2015
828.0,Vance McDonald,SFO,"$981,594",2015
829.0,Brett Goode,GNB,"$976,250",2015
830.0,Benardrick McKinney,HOU,"$971,840",2015
831.0,Marlon Brown,BAL,"$969,335",2015
,Arthur Brown,BAL,"$969,335",2015
833.0,Lance Louis,IND,"$966,250",2015
834.0,Hau'oli Kikaha,NOR,"$957,511",2015
835.0,Jason Fox,MIA,"$957,500",2015
836.0,LeGarrette Blount,NWE,"$955,882",2015
837.0,Jeremiah Attaochu,SDG,"$955,250",2015
838.0,Eric Winston,CIN,"$950,000",2015
839.0,Ronnie Hillman,DEN,"$942,708",2015
840.0,Jon Weeks,HOU,"$938,750",2015
841.0,Eric Kendricks,MIN,"$937,440",2015
842.0,Aaron Dobson,NWE,"$935,010",2015
843.0,Ego Ferguson,CHI,"$934,819",2015
844.0,Andrew Gardner,PHI,"$931,045",2015
845.0,Isaiah Pead,STL,"$929,200",2015
846.0,Eddie Lacy,GNB,"$925,203",2015
847.0,Ricardo Mathews,SDG,"$920,000",2015
,Giovani Bernard,CIN,"$920,000",2015
,Cedric Peerman,CIN,"$920,000",2015
850.0,Tyrone Crawford,DAL,"$918,813",2015
851.0,Jaquiski Tartt,SFO,"$915,821",2015
852.0,Troy Niklas,ARI,"$914,386",2015
853.0,Clark Harris,CIN,"$900,000",2015
854.0,Davante Adams,GNB,"$893,955",2015
855.0,Eric Rowe,PHI,"$887,248",2015
856.0,Tyrod Taylor,BUF,"$883,333",2015
857.0,Mike Windt,SDG,"$882,500",2015
858.0,Tanner Purdum,NYJ,"$877,500",2015
859.0,Bryan Anger,JAX,"$875,480",2015
860.0,Mitch Unrein,2TM,"$875,000",2015
,Justin Drescher,NOR,"$875,000",2015
862.0,Bishop Sankey,TEN,"$873,522",2015
863.0,Jason Trusnik,MIN,"$870,000",2015
,Colin Jones,CAR,"$870,000",2015
,Alex Smith,WAS,"$870,000",2015
,Eric Weems,ATL,"$870,000",2015
,Tyler Polumbus,2TM,"$870,000",2015
868.0,Denzel Perryman,SDG,"$868,449",2015
869.0,Marlon Moore,CLE,"$866,666",2015
870.0,Josh LeRibeus,WAS,"$864,081",2015
871.0,David Johnson,SDG,"$860,000",2015
872.0,Tyrann Mathieu,ARI,"$855,937",2015
873.0,Richie Brockel,CAR,"$855,000",2015
874.0,Travis Kelce,KAN,"$853,826",2015
875.0,Jeremy Hill,CIN,"$853,091",2015
876.0,Jake McQuaide,STL,"$850,000",2015
877.0,Mitch Morse,KAN,"$849,649",2015
878.0,Dwayne Gratz,JAX,"$849,394",2015
879.0,Larry Warford,DET,"$849,250",2015
,LaAdrian Waddle,2TM,"$849,250",2015
881.0,Clint Gresham,SEA,"$845,000",2015
,Aaron Brewer,DEN,"$845,000",2015
883.0,Donald Stephenson,KAN,"$844,375",2015
884.0,Cody Latimer,DEN,"$842,875",2015
885.0,Kavell Conner,SDG,"$840,000",2015
886.0,Carlos Hyde,SFO,"$836,745",2015
887.0,Ronald Darby,BUF,"$830,853",2015
888.0,Beau Brinkley,TEN,"$828,000",2015
889.0,Jarvis Jenkins,CHI,"$825,000",2015
,Trevor Robinson,SDG,"$825,000",2015
,Mike Jenkins,TAM,"$825,000",2015
892.0,Mike Martin,TEN,"$821,890",2015
893.0,Frank Zombo,KAN,"$820,000",2015
894.0,Will Blackmon,WAS,"$818,823",2015
895.0,Bennie Logan,PHI,"$818,523",2015
896.0,Sean Spence,PIT,"$816,345",2015
897.0,Jack Mewhort,IND,"$812,228",2015
898.0,Nate Orchard,CLE,"$812,055",2015
899.0,Kyle Nelson,SFO,"$810,000",2015
900.0,Kony Ealy,CAR,"$806,098",2015
901.0,Matt Asiata,MIN,"$800,000",2015
902.0,Allen Robinson,JAX,"$797,925",2015
903.0,Jayron Hosley,NYG,"$796,250",2015
904.0,Kiko Alonso,PHI,"$795,946",2015
905.0,Brandon Thompson,CIN,"$795,300",2015
906.0,Sam Young,JAX,"$795,000",2015
907.0,Jordan Phillips,MIA,"$793,256",2015
908.0,Jimmy Garoppolo,NWE,"$791,795",2015
909.0,Teddy Williams,CAR,"$790,000",2015
910.0,Jarvis Landry,MIA,"$789,753",2015
911.0,Blidi Wreh-Wilson,TEN,"$789,416",2015
912.0,Tony Bergstrom,OAK,"$786,504",2015
913.0,Justin Britt,SEA,"$785,666",2015
914.0,Josh Bynes,DET,"$785,000",2015
915.0,Terrance Williams,DAL,"$779,868",2015
916.0,Travis Benjamin,CLE,"$779,250",2015
917.0,Brian Winters,NYJ,"$778,969",2015
918.0,Omar Bolden,DEN,"$778,607",2015
919.0,Kirk Cousins,WAS,"$778,172",2015
920.0,Jake Fisher,CIN,"$774,458",2015
921.0,Ladarius Green,SDG,"$772,725",2015
922.0,Kyle Wilber,DAL,"$769,805",2015
923.0,Terron Armstead,NOR,"$769,359",2015
924.0,Keenan Robinson,WAS,"$765,027",2015
925.0,Marquise Goodwin,BUF,"$764,719",2015
926.0,Dallas Thomas,MIA,"$761,594",2015
927.0,Ron Brooks,BUF,"$760,135",2015
928.0,Bradley Sowell,ARI,"$760,000",2015
929.0,Ameer Abdullah,DET,"$755,659",2015
930.0,Keenan Allen,SDG,"$753,450",2015
931.0,Markus Wheaton,PIT,"$752,844",2015
932.0,J.J. Wilcox,DAL,"$751,517",2015
933.0,Damontre Moore,2TM,"$748,813",2015
934.0,Chris Polk,HOU,"$747,500",2015
935.0,John Jenkins,NOR,"$746,890",2015
936.0,Logan Ryan,NWE,"$745,813",2015
937.0,Leonard Hankerson,3TM,"$745,000",2015
,Jamon Meredith,TEN,"$745,000",2015
,Lemuel Jeanpierre,SEA,"$745,000",2015
,O'Brien Schofield,ATL,"$745,000",2015
,Phillip Adams,ATL,"$745,000",2015
,Mike Person,ATL,"$745,000",2015
,Chris Carter,2TM,"$745,000",2015
,Kenrick Ellis,MIN,"$745,000",2015
,Jordan Norwood,DEN,"$745,000",2015
,Mason Foster,WAS,"$745,000",2015
,Kyle Love,CAR,"$745,000",2015
,Chris Clemons,ARI,"$745,000",2015
,Pierre Thomas,2TM,"$745,000",2015
,Jalil Brown,IND,"$745,000",2015
951.0,Travaris Cadet,3TM,"$742,500",2015
952.0,Jordan Reed,WAS,"$742,278",2015
953.0,Jordan Hill,SEA,"$741,035",2015
954.0,Shawn Williams,CIN,"$738,986",2015
955.0,Maxx Williams,BAL,"$736,861",2015
956.0,Knile Davis,KAN,"$736,504",2015
957.0,A.Q. Shipley,ARI,"$735,000",2015
,Kendall Hunter,NOR,"$735,000",2015
959.0,Kayvon Webster,DEN,"$731,950",2015
960.0,Hugh Thornton,IND,"$731,345",2015
961.0,Corey Lemonier,SFO,"$730,880",2015
962.0,C.J. Fiedorowicz,HOU,"$730,826",2015
963.0,Morgan Moses,WAS,"$729,394",2015
964.0,Stedman Bailey,STL,"$729,206",2015
965.0,Charles Sims,TAM,"$726,023",2015
966.0,Duron Harmon,NWE,"$724,000",2015
967.0,Greg Zuerlein,STL,"$723,307",2015
968.0,Billy Turner,MIA,"$723,000",2015
969.0,Will Davis,BAL,"$722,800",2015
970.0,D.J. Swearinger,2TM,"$722,391",2015
971.0,Rob Havenstein,STL,"$721,822",2015
972.0,Robert Alford,ATL,"$714,218",2015
973.0,Brandon Williams,BAL,"$713,750",2015
974.0,Tahir Whitehead,DET,"$713,000",2015
975.0,Marcus Martin,SFO,"$712,812",2015
976.0,Markus Golden,ARI,"$712,424",2015
977.0,Tim Barnes,STL,"$710,017",2015
978.0,Garrett Celek,SFO,"$710,000",2015
979.0,Christian Kirksey,CLE,"$707,625",2015
980.0,Dennis Kelly,PHI,"$707,200",2015
981.0,Jay Bromley,NYG,"$705,969",2015
982.0,Scott Crichton,MIN,"$705,507",2015
983.0,Randy Bullock,2TM,"$704,527",2015
984.0,Alex Okafor,ARI,"$703,607",2015
985.0,Jelani Jenkins,MIA,"$703,172",2015
986.0,Duke Williams,BUF,"$702,563",2015
987.0,Preston Brown,BUF,"$702,000",2015
988.0,Dion Sims,MIA,"$701,888",2015
989.0,Brian Schwenke,TEN,"$701,065",2015
990.0,Marvin Jones,CIN,"$700,700",2015
991.0,Dallas Reynolds,NYG,"$700,000",2015
992.0,Travis Swanson,DET,"$699,868",2015
993.0,Ty Sambrailo,DEN,"$699,264",2015
994.0,David Bakhtiari,GNB,"$698,850",2015
995.0,Ryan Nassib,NYG,"$698,400",2015
996.0,Shamarko Thomas,PIT,"$698,288",2015
997.0,Landry Jones,PIT,"$694,805",2015
998.0,Earl Watford,ARI,"$693,716",2015
999.0,Randy Gregory,DAL,"$693,624",2015
1000.0,Jeremy Lane,SEA,"$691,279",2015
1001.0,Keith Tandy,TAM,"$690,150",2015
1002.0,Gerald Hodges,2TM,"$690,027",2015
,Khaled Holmes,IND,"$690,027",2015
1004.0,Tre Mason,STL,"$689,410",2015
1005.0,J.C. Tretter,GNB,"$688,977",2015
1006.0,Justin Bethel,ARI,"$688,556",2015
1007.0,James Hanna,DAL,"$686,213",2015
1008.0,Ali Marpet,TAM,"$686,106",2015
1009.0,William Gholston,TAM,"$685,136",2015
1010.0,Chris Hairston,SDG,"$685,000",2015
,Steven Johnson,TEN,"$685,000",2015
,Bryan Walters,JAX,"$685,000",2015
1013.0,Dwight Freeney,ARI,"$684,705",2015
1014.0,Nate Ebner,NWE,"$684,150",2015
1015.0,Trent Robinson,WAS,"$683,438",2015
1016.0,Quinton Patton,SFO,"$682,875",2015
1017.0,Quinten Rollins,GNB,"$680,466",2015
1018.0,Brad Nortman,CAR,"$679,670",2015
1019.0,Frank Clark,SEA,"$678,586",2015
1020.0,Terrence Brooks,BAL,"$676,594",2015
1021.0,Jordan Richards,NWE,"$674,827",2015
1022.0,Travis Lewis,DET,"$674,793",2015
1023.0,Dexter McDougle,NYJ,"$674,719",2015
1024.0,Spencer Long,WAS,"$673,450",2015
1025.0,Rishard Matthews,MIA,"$673,403",2015
1026.0,Gabe Jackson,OAK,"$672,844",2015
1027.0,Akeem Spence,TAM,"$671,659",2015
1028.0,Will Sutton,CHI,"$671,517",2015
1029.0,Markus Kuhn,NYG,"$671,474",2015
1030.0,Kareem Martin,ARI,"$669,890",2015
1031.0,LaMarr Woodley,ARI,"$665,000",2015
,Dwight Lowery,IND,"$665,000",2015
,Stephen Bowen,NYJ,"$665,000",2015
,Chris Scott,CAR,"$665,000",2015
,Thomas Gafford,2TM,"$665,000",2015
,Kyle Wilson,NOR,"$665,000",2015
,Mike Leach,ARI,"$665,000",2015
,Greg Warren,PIT,"$665,000",2015
,Zackary Bowman,MIA,"$665,000",2015
,Morgan Cox,BAL,"$665,000",2015
,Josh Wilson,DET,"$665,000",2015
,Joe Webb,CAR,"$665,000",2015
,Darryl Tapp,DET,"$665,000",2015
,Jamarca Sanford,NOR,"$665,000",2015
,Will Tukuafu,SEA,"$665,000",2015
,Jamari Lattimore,NYJ,"$665,000",2015
,C.J. Mosley,MIA,"$665,000",2015
,Nick Hayden,DAL,"$665,000",2015
,Daniel Fells,NYG,"$665,000",2015
,Vlad Ducasse,CHI,"$665,000",2015
,Will Allen,PIT,"$665,000",2015
,Seyi Ajirotutu,PHI,"$665,000",2015
,Brandon Tate,CIN,"$665,000",2015
,Don Muhlbach,DET,"$665,000",2015
,Will Montgomery,CHI,"$665,000",2015
,Colt Anderson,IND,"$665,000",2015
,Sherrick McManis,CHI,"$665,000",2015
,Danny McCray,DAL,"$665,000",2015
,Luke McCown,NOR,"$665,000",2015
,Jason Avant,KAN,"$665,000",2015
,Dan Orlovsky,DET,"$665,000",2015
,Demarcus Dobbs,SEA,"$665,000",2015
,Alex Carrington,BUF,"$665,000",2015
,Pat Sims,CIN,"$665,000",2015
,Willie Colon,NYJ,"$665,000",2015
,Lance Moore,DET,"$665,000",2015
,Darrius Heyward-Bey,PIT,"$665,000",2015
1068.0,Josh Huff,PHI,"$663,986",2015
1069.0,Chris Watt,SDG,"$663,535",2015
