Rk,Unnamed: 1,Tm,Cap Hit,year
1070.0,Ra'Shede Hageman,ATL,"$662,538",2015
1071.0,Donte Moncrief,IND,"$660,880",2015
1072.0,Devin Taylor,DET,"$660,146",2015
,Kyle Juszczyk,BAL,"$660,146",2015
1074.0,Bryce Brown,SEA,"$660,000",2015
,Jermelle Cudjo,DET,"$660,000",2015
,Allen Bradford,ATL,"$660,000",2015
,Brandon Weeden,2TM,"$660,000",2015
,Shaun Draughn,2TM,"$660,000",2015
,Audie Cole,MIN,"$660,000",2015
,Anthony McCoy,2TM,"$660,000",2015
,Chris Owusu,NYJ,"$660,000",2015
,Sealver Siliga,NWE,"$660,000",2015
,Marcus Thigpen,2TM,"$660,000",2015
,Robert Turbin,2TM,"$660,000",2015
,Bryce Harris,ATL,"$660,000",2015
,Zach Miller,CHI,"$660,000",2015
,Marc Mariani,CHI,"$660,000",2015
,Jamell Fleming,KAN,"$660,000",2015
,Mike Mohamed,NOR,"$660,000",2015
,Danny Lansanah,TAM,"$660,000",2015
,Jamize Olawale,OAK,"$660,000",2015
,James-Michael Johnson,3TM,"$660,000",2015
,Bernard Pierce,JAX,"$660,000",2015
,Jack Crawford,DAL,"$660,000",2015
,Scott Solomon,CLE,"$660,000",2015
,Michael Wilhoite,SFO,"$660,000",2015
,Tom Compton,WAS,"$660,000",2015
,Tank Carder,CLE,"$660,000",2015
,Austin Pasztor,CLE,"$660,000",2015
,Josh Bush,DEN,"$660,000",2015
,Patrick DiMarco,ATL,"$660,000",2015
,Preston Parker,NYG,"$660,000",2015
,Jaye Howard,KAN,"$660,000",2015
,Josh Bellamy,CHI,"$660,000",2015
,Ricardo Lockette,SEA,"$660,000",2015
,Duke Ihenacho,WAS,"$660,000",2015
,Winston Guy,IND,"$660,000",2015
,DeShawn Shead,SEA,"$660,000",2015
,Justin Trattou,MIN,"$660,000",2015
,Josh Harris,ATL,"$660,000",2015
1111.0,John Brown,ARI,"$657,725",2015
1112.0,Will Clarke,CIN,"$656,345",2015
1113.0,Brandon Linder,JAX,"$655,400",2015
1114.0,Phillip Gaines,KAN,"$655,278",2015
1115.0,Michael Schofield,DEN,"$652,300",2015
1116.0,Richard Rodgers,GNB,"$649,004",2015
1117.0,Jerick McKinnon,MIN,"$648,750",2015
1118.0,Trai Turner,CAR,"$644,950",2015
1119.0,Dri Archer,PIT,"$644,504",2015
1120.0,Sio Moore,IND,"$643,000",2015
1121.0,Denard Robinson,JAX,"$638,403",2015
1122.0,D'Joun Smith,IND,"$637,211",2015
1123.0,Tharold Simon,SEA,"$636,725",2015
1124.0,Crockett Gillmore,BAL,"$636,504",2015
1125.0,Jeremiah Poutasi,TEN,"$635,564",2015
1126.0,A.J. Cann,JAX,"$635,399",2015
1127.0,Stepfan Taylor,ARI,"$635,125",2015
1128.0,John Kuhn,GNB,"$635,000",2015
,Jeff Linkenbach,2TM,"$635,000",2015
,Fozzy Whittaker,CAR,"$635,000",2015
1131.0,Clive Walford,OAK,"$633,626",2015
1132.0,A.J. Klein,CAR,"$632,825",2015
1133.0,Joseph Randle,DAL,"$632,220",2015
1134.0,Cooper Taylor,NYG,"$631,813",2015
1135.0,Tyler Lockett,SEA,"$631,687",2015
1136.0,Jeff Locke,MIN,"$631,048",2015
1137.0,Quinton Dial,SFO,"$630,413",2015
1138.0,Luke Willson,SEA,"$629,633",2015
1139.0,Micah Hyde,GNB,"$629,527",2015
1140.0,Bruce Ellington,SFO,"$628,607",2015
1141.0,Justin Ellis,OAK,"$628,172",2015
1142.0,Jaelen Strong,HOU,"$627,995",2015
1143.0,Cassius Marsh,SEA,"$627,563",2015
1144.0,Maurice Alexander,STL,"$626,065",2015
1145.0,Hroniss Grasu,CHI,"$625,479",2015
1146.0,Sam Martin,DET,"$625,075",2015
1147.0,Jacquizz Rodgers,CHI,"$625,000",2015
,Kellen Davis,NYJ,"$625,000",2015
1149.0,Russell Bodine,CIN,"$624,114",2015
1150.0,DaQuan Jones,TEN,"$623,850",2015
1151.0,Jamon Brown,STL,"$623,704",2015
1152.0,Andre Williams,NYG,"$623,400",2015
1153.0,De'Anthony Thomas,KAN,"$623,027",2015
1154.0,Keith McGill,OAK,"$621,300",2015
1155.0,Keshawn Martin,NWE,"$621,176",2015
1156.0,Ricky Wagner,BAL,"$621,140",2015
,Josh Boyd,GNB,"$621,140",2015
1158.0,Ka'Deem Carey,CHI,"$620,845",2015
1159.0,Owamagbe Odighizuwa,NYG,"$620,125",2015
1160.0,Anthony Hitchens,DAL,"$618,716",2015
1161.0,Garrett Grayson,NOR,"$618,291",2015
1162.0,Josh Evans,JAX,"$617,205",2015
1163.0,Marqueston Huff,TEN,"$616,301",2015
1164.0,Fred Jackson,SEA,"$615,000",2015
,Nate Washington,HOU,"$615,000",2015
1166.0,Walt Aikens,MIA,"$613,977",2015
1167.0,Chris Conley,KAN,"$613,108",2015
1168.0,Duke Johnson,CLE,"$612,523",2015
1169.0,Tourek Williams,SDG,"$612,515",2015
1170.0,Pierre Desir,CLE,"$611,903",2015
1171.0,Latavius Murray,OAK,"$611,550",2015
1172.0,Tre Boston,CAR,"$611,367",2015
1173.0,Mychal Rivera,OAK,"$611,213",2015
1174.0,Andre Ellington,ARI,"$610,966",2015
1175.0,Rex Burkhead,CIN,"$610,550",2015
1176.0,Dontae Johnson,SFO,"$610,136",2015
1177.0,Nate Palmer,GNB,"$609,724",2015
1178.0,Eli Harold,SFO,"$609,343",2015
1179.0,James White,NWE,"$609,272",2015
1180.0,Brock Vereen,CHI,"$607,875",2015
1181.0,Theo Riddick,DET,"$607,750",2015
1182.0,Kapron Lewis-Moore,BAL,"$607,058",2015
1183.0,Kevin Pierre-Louis,SEA,"$606,413",2015
1184.0,John Miller,BUF,"$605,030",2015
1185.0,Jordan Kovacs,MIA,"$605,000",2015
1186.0,Stacy McGee,OAK,"$604,670",2015
,Vince Williams,PIT,"$604,670",2015
1188.0,Lorenzo Mauldin,NYJ,"$603,504",2015
1189.0,Demetrius McCray,JAX,"$601,741",2015
1190.0,Bashaud Breeland,WAS,"$601,500",2015
1191.0,Armonty Bryant,CLE,"$601,375",2015
1192.0,Tommy Bohanon,NYJ,"$600,562",2015
1193.0,Craig Mager,SDG,"$600,394",2015
1194.0,Chris Gragg,BUF,"$599,793",2015
1195.0,Jordan Hicks,PHI,"$598,183",2015
1196.0,Tyler Kroft,CIN,"$596,944",2015
1197.0,Marquess Wilson,CHI,"$596,787",2015
1198.0,Daimion Stafford,TEN,"$596,474",2015
1199.0,David Johnson,ARI,"$594,843",2015
1200.0,Sammie Coates,PIT,"$592,878",2015
1201.0,Danielle Hunter,MIN,"$591,805",2015
1202.0,Sean Mannion,STL,"$591,449",2015
1203.0,Carl Davis,BAL,"$591,271",2015
1204.0,C.J. Anderson,DEN,"$589,167",2015
1205.0,Henry Anderson,IND,"$588,419",2015
1206.0,Tony Jefferson,ARI,"$588,368",2015
1207.0,Wes Horton,CAR,"$588,334",2015
,Benny Cunningham,STL,"$588,334",2015
1209.0,Jaron Brown,ARI,"$588,000",2015
1210.0,Lane Taylor,GNB,"$587,334",2015
1211.0,Alvin Bailey,SEA,"$587,000",2015
1212.0,Jahleel Addae,SDG,"$586,668",2015
,Matt Tobin,PHI,"$586,668",2015
,A.J. Bouye,HOU,"$586,668",2015
,Tim Lelito,NOR,"$586,668",2015
,Josh Hill,NOR,"$586,668",2015
1217.0,Andy Mulumba,GNB,"$586,667",2015
1218.0,Ty Montgomery,GNB,"$586,636",2015
1219.0,Carson Tinker,JAX,"$585,834",2015
,Justin Tuggle,HOU,"$585,834",2015
,Abry Jones,JAX,"$585,834",2015
,LaRoy Reynolds,2TM,"$585,834",2015
1223.0,Jeff Heath,DAL,"$585,668",2015
1224.0,Khiry Robinson,NOR,"$585,334",2015
1225.0,Lorenzo Taliaferro,BAL,"$585,146",2015
,Dakota Dozier,NYJ,"$585,146",2015
1227.0,Eddie Pleasant,HOU,"$585,000",2015
,Levine Toilolo,ATL,"$585,000",2015
,Daren Bates,STL,"$585,000",2015
,Jordan Todman,PIT,"$585,000",2015
,Taylor Boggs,DET,"$585,000",2015
,Michael Mauti,NOR,"$585,000",2015
,Brynden Trawick,BAL,"$585,000",2015
,Jah Reid,KAN,"$585,000",2015
,Sean Renfree,ATL,"$585,000",2015
,Tony Jerod-Eddie,SFO,"$585,000",2015
,Jonathan Grimes,HOU,"$585,000",2015
,Matthew Mulligan,BUF,"$585,000",2015
,Kemal Ishmael,ATL,"$585,000",2015
,Brandon Williams,2TM,"$585,000",2015
,Jordan Poyer,CLE,"$585,000",2015
,Chris Lewis-Harris,CIN,"$585,000",2015
,Bradley McDougald,TAM,"$585,000",2015
,Nathan Stupar,ATL,"$585,000",2015
,Spencer Paysinger,MIA,"$585,000",2015
,Ross Ventrone,PIT,"$585,000",2015
,Eric Kush,STL,"$585,000",2015
,Ryan Davis,JAX,"$585,000",2015
,Ray-Ray Armstrong,2TM,"$585,000",2015
,Matt McGloin,OAK,"$585,000",2015
,Kamar Aiken,BAL,"$585,000",2015
,Tim Jennings,TAM,"$585,000",2015
,Dezman Moses,KAN,"$585,000",2015
,Jack Doyle,IND,"$585,000",2015
,Tracy Porter,CHI,"$585,000",2015
,Michael Thomas,MIA,"$585,000",2015
,Chris Banjo,GNB,"$585,000",2015
,Malliciah Goodman,ATL,"$585,000",2015
,Phillip Hunt,DET,"$585,000",2015
,Mike Remmers,CAR,"$585,000",2015
,Terence Garvin,PIT,"$585,000",2015
,Zach Line,MIN,"$585,000",2015
,Chris Thompson,WAS,"$585,000",2015
,Trevin Wade,NYG,"$585,000",2015
,Brandon Bair,PHI,"$585,000",2015
,Don Jones,2TM,"$585,000",2015
,Zac Stacy,NYJ,"$585,000",2015
,Tim Wright,DET,"$585,000",2015
,Mario Butler,BUF,"$585,000",2015
,Doug Legursky,PIT,"$585,000",2015
,David Bass,TEN,"$585,000",2015
,Russell Shepard,TAM,"$585,000",2015
,Paul Worrilow,ATL,"$585,000",2015
,Chris Hogan,BUF,"$585,000",2015
,Chase Reynolds,STL,"$585,000",2015
,Patrick Lewis,SEA,"$585,000",2015
,Ronald Leary,DAL,"$585,000",2015
,J'Marcus Webb,OAK,"$585,000",2015
,Kevin McDermott,MIN,"$585,000",2015
,Darryl Morris,HOU,"$585,000",2015
,Andre Fluellen,DET,"$585,000",2015
,Joplo Bartu,2TM,"$585,000",2015
,Griff Whalen,IND,"$585,000",2015
,Kenny Demens,ARI,"$585,000",2015
,Josh Kline,NWE,"$585,000",2015
,Senio Kelemete,NOR,"$585,000",2015
,Case Keenum,STL,"$585,000",2015
,Drew Butler,ARI,"$585,000",2015
,Bacarri Rambo,BUF,"$585,000",2015
,Chase Coffman,2TM,"$585,000",2015
,Patrick Omameh,CHI,"$585,000",2015
,Ben Jacobs,CAR,"$585,000",2015
,Tyler Clutts,DAL,"$585,000",2015
,Benson Mayowa,OAK,"$585,000",2015
,Ryan Quigley,NYJ,"$585,000",2015
,Kelcie McCray,SEA,"$585,000",2015
,Cody Davis,STL,"$585,000",2015
,Brandon Meriweather,NYG,"$585,000",2015
,Kenny Stills,MIA,"$585,000",2015
,Chris Johnson,ARI,"$585,000",2015
,John Lotulelei,JAX,"$585,000",2015
,MarQueis Gray,BUF,"$585,000",2015
,Nick Moody,SEA,"$585,000",2015
,Michael Vick,PIT,"$585,000",2015
,James Jones,GNB,"$585,000",2015
,Neiko Thorpe,OAK,"$585,000",2015
,Marcus Cooper,KAN,"$585,000",2015
,Ryan Schraeder,ATL,"$585,000",2015
,E.J. Biggers,PHI,"$585,000",2015
,Brandon Marshall,DEN,"$585,000",2015
,Dion Lewis,NWE,"$585,000",2015
,Larry Donnell,NYG,"$585,000",2015
,Jorvorskie Lane,TAM,"$585,000",2015
,Erin Henderson,NYJ,"$585,000",2015
,Justin Rogers,WAS,"$585,000",2015
,Stefan Charles,BUF,"$585,000",2015
,Derrick Coleman,SEA,"$585,000",2015
,Matt McCants,OAK,"$585,000",2015
,Corbin Bryant,BUF,"$585,000",2015
,Rashaan Melvin,2TM,"$585,000",2015
,Christine Michael,2TM,"$585,000",2015
,Derek Carrier,WAS,"$585,000",2015
,Quintin Demps,HOU,"$585,000",2015
,John Simon,HOU,"$585,000",2015
1325.0,Matt Jones,WAS,"$584,853",2015
1326.0,Xavier Cooper,CLE,"$583,071",2015
1327.0,Paul Dawson,CIN,"$580,488",2015
,Steven Nelson,KAN,"$580,488",2015
,Geneo Grissom,NWE,"$580,488",2015
1330.0,Angelo Blackson,TEN,"$577,903",2015
1331.0,Trey Flowers,NWE,"$574,733",2015
1332.0,Daryl Williams,CAR,"$574,280",2015
1333.0,James Sample,JAX,"$572,145",2015
1334.0,Jamison Crowder,WAS,"$571,406",2015
1335.0,Jeremy Langford,CHI,"$570,906",2015
1336.0,Jalston Fowler,TEN,"$569,429",2015
1337.0,Clayton Geathers,IND,"$568,482",2015
1338.0,T.J. Clemmings,MIN,"$566,238",2015
1339.0,Tre' Jackson,NWE,"$565,935",2015
1340.0,Arie Kouandjio,WAS,"$565,417",2015
1341.0,Gabe Wright,DET,"$565,288",2015
1342.0,Dezmen Southward,ATL,"$564,665",2015
1343.0,Jamil Douglas,MIA,"$564,641",2015
1344.0,Taylor Hart,PHI,"$563,878",2015
1345.0,Ryan Grant,WAS,"$563,403",2015
1346.0,Ibraheim Campbell,CLE,"$563,002",2015
1347.0,Telvin Smith,JAX,"$562,763",2015
1348.0,Rodney Gunter,ARI,"$562,479",2015
1349.0,Blake Bell,SFO,"$561,283",2015
1350.0,Devin Street,DAL,"$560,493",2015
1351.0,Ramik Wilson,KAN,"$560,000",2015
1352.0,Bene Benwikere,CAR,"$559,750",2015
1353.0,Kevin Pamphile,TAM,"$559,625",2015
1354.0,Aaron Lynch,SFO,"$559,500",2015
1355.0,Andrew Donnal,STL,"$559,233",2015
1356.0,Avery Williamson,TEN,"$558,613",2015
1357.0,Josh Shaw,CIN,"$558,431",2015
1358.0,Steve Williams,SDG,"$558,200",2015
1359.0,Caraun Reid,DET,"$557,220",2015
1360.0,Ed Stinson,ARI,"$556,685",2015
1361.0,Corey Linsley,GNB,"$556,250",2015
1362.0,Za'Darius Smith,BAL,"$555,788",2015
1363.0,A.J. McCarron,CIN,"$555,413",2015
1364.0,Scott Simonson,CAR,"$555,000",2015
1365.0,Ryan Carrethers,SDG,"$554,633",2015
1366.0,Kwon Alexander,TAM,"$554,580",2015
1367.0,Jonathan Newsome,IND,"$554,527",2015
1368.0,Javorius Allen,BAL,"$553,618",2015
1369.0,Mike Davis,SFO,"$552,195",2015
1370.0,Damien Wilson,DAL,"$551,578",2015
1371.0,Jason Babin,2TM,"$550,588",2015
,Lavar Edwards,CHI,"$550,588",2015
,Charles Brown,DAL,"$550,588",2015
,Mike McGlynn,NOR,"$550,588",2015
,Taylor Mays,OAK,"$550,588",2015
,Brice Butler,DAL,"$550,588",2015
,Kenny Phillips,NOR,"$550,588",2015
,Fernando Velasco,CAR,"$550,588",2015
,Sam Acho,CHI,"$550,588",2015
,C.J. Wilson,2TM,"$550,588",2015
1381.0,Jon Feliciano,OAK,"$550,163",2015
1382.0,Jeremy Harris,WAS,"$550,000",2015
1383.0,Jake Ryan,GNB,"$549,169",2015
1384.0,Aaron Colvin,JAX,"$548,288",2015
1385.0,Devon Kennard,NYG,"$546,140",2015
,John Urschel,BAL,"$546,140",2015
1387.0,Bryan Stork,NWE,"$545,955",2015
1388.0,Shaq Mason,NWE,"$545,881",2015
1389.0,Zach Fulton,KAN,"$544,055",2015
1390.0,Laurent Duvernay-Tardif,KAN,"$543,075",2015
1391.0,Jeoffrey Pagan,HOU,"$542,205",2015
1392.0,Zach Mettenberger,TEN,"$541,279",2015
1393.0,Alfred Blue,HOU,"$539,483",2015
1394.0,Antone Exum,MIN,"$538,947",2015
1395.0,T.J. Jones,DET,"$536,550",2015
1396.0,Pat O'Donnell,CHI,"$536,327",2015
1397.0,Demetri Goodson,GNB,"$535,788",2015
1398.0,Luke Bowanko,JAX,"$533,513",2015
1399.0,Jerome Simpson,SFO,"$532,058",2015
1400.0,A.J. Francis,2TM,"$530,000",2015
1401.0,Daniel McCullers,PIT,"$529,670",2015
,Jay Prosch,HOU,"$529,670",2015
1403.0,Andre Hal,HOU,"$527,281",2015
1404.0,Michael Campanaro,BAL,"$526,875",2015
1405.0,Travis Carrie,OAK,"$526,741",2015
1406.0,Jerome Couplin,PHI,"$526,666",2015
1407.0,Shamar Stephen,MIN,"$526,287",2015
1408.0,Randell Johnson,BUF,"$525,933",2015
1409.0,Beau Allen,PHI,"$525,562",2015
1410.0,Joe Thomas,GNB,"$525,000",2015
1411.0,Trevor Reilly,NYJ,"$524,212",2015
1412.0,Terrence Fede,MIA,"$523,988",2015
1413.0,Khyri Thornton,DET,"$523,000",2015
1414.0,Jeff Janis,GNB,"$522,848",2015
1415.0,Seantrel Henderson,BUF,"$522,720",2015
1416.0,Corey Nelson,DEN,"$522,150",2015
1417.0,Charles Leno,CHI,"$521,628",2015
1418.0,Tray Walker,BAL,"$521,423",2015
,Mark Glowinski,SEA,"$521,423",2015
,Max Garcia,DEN,"$521,423",2015
1421.0,Terrance West,2TM,"$520,000",2015
1422.0,Dontrelle Inman,SDG,"$517,500",2015
1423.0,Cornelius Lucas,DET,"$516,666",2015
,Ethan Westbrooks,STL,"$516,666",2015
1425.0,Lerentee McCray,DEN,"$515,668",2015
1426.0,Corey Brown,CAR,"$515,000",2015
,Marcus Roberson,STL,"$515,000",2015
1428.0,Andrew Norwell,CAR,"$514,000",2015
,Garry Gilliam,SEA,"$514,000",2015
1430.0,Albert Wilson,KAN,"$513,333",2015
,Ryan Hewitt,CIN,"$513,333",2015
,Isaiah Crowell,CLE,"$513,333",2015
1433.0,James Hurst,BAL,"$513,000",2015
1434.0,Jonotthan Harrison,IND,"$512,500",2015
,Trey Burton,PHI,"$512,500",2015
1436.0,Christian Jones,CHI,"$512,333",2015
1437.0,Kasim Edebali,NOR,"$512,000",2015
,Zach Kerr,IND,"$512,000",2015
,L.J. McCray,SFO,"$512,000",2015
1440.0,Brian Dixon,NOR,"$511,666",2015
,Tyler Shatley,JAX,"$511,666",2015
,Jayrone Elliott,GNB,"$511,666",2015
,Damien Williams,MIA,"$511,666",2015
,Allen Hurns,JAX,"$511,666",2015
1445.0,Juwan Thompson,DEN,"$511,166",2015
,Mike Pennel,GNB,"$511,166",2015
1447.0,Brock Coyle,SEA,"$511,000",2015
,Zach Orr,BAL,"$511,000",2015
1449.0,Cairo Santos,KAN,"$510,666",2015
1450.0,Chandler Catanzaro,ARI,"$510,500",2015
1451.0,Nevin Lawson,DET,"$510,146",2015
,Brent Urban,BAL,"$510,146",2015
1453.0,Daniel Sorensen,KAN,"$510,000",2015
,Demontre Hurst,CHI,"$510,000",2015
,Tress Way,WAS,"$510,000",2015
,Orleans Darkwa,NYG,"$510,000",2015
,Jake Matthews,ATL,"$510,000",2015
,B.J. Daniels,2TM,"$510,000",2015
,Branden Oliver,SDG,"$510,000",2015
,Marcus Burley,SEA,"$510,000",2015
,William Compton,WAS,"$510,000",2015
,Ty Nsekhe,WAS,"$510,000",2015
,T.J. Fatinikun,TAM,"$510,000",2015
,Lamin Barrow,CHI,"$510,000",2015
,Jordan Devey,SFO,"$510,000",2015
,Brenton Bersin,CAR,"$510,000",2015
,Brittan Golden,ARI,"$510,000",2015
,Nic Jacobs,JAX,"$510,000",2015
,Jackson Jeffcoat,WAS,"$510,000",2015
,Jordan Gay,BUF,"$510,000",2015
,Brad Wing,NYG,"$510,000",2015
,Chris Smith,JAX,"$510,000",2015
,Cooper Helfet,SEA,"$510,000",2015
,Dustin Hopkins,WAS,"$510,000",2015
,Marcus Williams,NYJ,"$510,000",2015
,Adam Thielen,MIN,"$510,000",2015
,Davon Coleman,DAL,"$510,000",2015
,Jeremiah George,TAM,"$510,000",2015
,Andrew DePaola,TAM,"$510,000",2015
,Antonio Andrews,TEN,"$510,000",2015
,Nicholas Williams,KAN,"$510,000",2015
,David King,2TM,"$510,000",2015
,Chris McCain,MIA,"$510,000",2015
,Denico Autry,OAK,"$510,000",2015
,K'Waun Williams,CLE,"$510,000",2015
,Justin Perillo,GNB,"$510,000",2015
,Josh Mauro,ARI,"$510,000",2015
,Todd Davis,DEN,"$510,000",2015
,Demetrius Harris,KAN,"$510,000",2015
,Chris Hubbard,PIT,"$510,000",2015
,Ken Bishop,DAL,"$510,000",2015
,Chris Matthews,2TM,"$510,000",2015
,Ryan Jensen,BAL,"$510,000",2015
,James Stone,ATL,"$510,000",2015
,Kevin Norwood,CAR,"$510,000",2015
,T.J. Johnson,CIN,"$510,000",2015
,Brandon McManus,DEN,"$510,000",2015
,Steven Terrell,SEA,"$510,000",2015
,Kenjon Barner,PHI,"$510,000",2015
,Brandon Watts,MIN,"$510,000",2015
,Jumal Rolle,2TM,"$510,000",2015
,Devonta Freeman,ATL,"$510,000",2015
,Corey Fuller,DET,"$510,000",2015
,Zach Moore,MIN,"$510,000",2015
,Charcandrick West,KAN,"$510,000",2015
,T.J. Barnes,2TM,"$510,000",2015
,Malcolm Butler,NWE,"$510,000",2015
,Jeff Adams,HOU,"$510,000",2015
,Kerry Wynn,NYG,"$510,000",2015
,Matthew Masifilo,TAM,"$510,000",2015
,Cody Parkey,PHI,"$510,000",2015
,Darren Fells,ARI,"$510,000",2015
,Charles Johnson,MIN,"$510,000",2015
,Phillip Supernaw,TEN,"$510,000",2015
,Bruce Gaston,2TM,"$510,000",2015
,Austin Johnson,NOR,"$510,000",2015
,Colton Schmidt,BUF,"$510,000",2015
,Taylor Gabriel,CLE,"$510,000",2015
,Jacquies Smith,TAM,"$510,000",2015
,Terrance Mitchell,2TM,"$510,000",2015
,Kyle Miller,SDG,"$510,000",2015
,Tyler Patmon,2TM,"$510,000",2015
,Frankie Hammond,KAN,"$510,000",2015
,Nick Williams,ATL,"$510,000",2015
,Cordarro Law,SDG,"$510,000",2015
1526.0,Martavis Bryant,PIT,"$499,805",2015
1527.0,David Cobb,TEN,"$496,417",2015
1528.0,Rashad Greene,JAX,"$495,953",2015
1529.0,Ben Heeney,OAK,"$495,681",2015
1530.0,Martrell Spaight,WAS,"$494,487",2015
1531.0,Adrian Amos,CHI,"$493,070",2015
1532.0,MyCole Pruitt,MIN,"$492,647",2015
1533.0,Bobby McCain,MIA,"$492,072",2015
1534.0,Stefon Diggs,MIN,"$491,928",2015
1535.0,David Parry,IND,"$490,002",2015
1536.0,Kyle Emanuel,SDG,"$489,643",2015
1537.0,Tyeler Davison,NOR,"$489,306",2015
1538.0,Karlos Williams,BUF,"$488,838",2015
1539.0,Tony Lippett,MIA,"$488,690",2015
1540.0,C.J. Uzomah,CIN,"$488,190",2015
1541.0,JJ Nelson,ARI,"$487,450",2015
1542.0,Jesse James,PIT,"$487,228",2015
1543.0,Neiron Ball,OAK,"$486,331",2015
1544.0,Ryan Russell,DAL,"$485,746",2015
1545.0,Lorenzo Doss,DEN,"$484,303",2015
1546.0,Bradley Pinion,SFO,"$483,550",2015
1547.0,Damian Swann,NOR,"$481,807",2015
1548.0,Michael Burton,DET,"$481,089",2015
1549.0,Jake Stoneburner,MIA,"$480,000",2015
,Josh McNary,IND,"$480,000",2015
1551.0,Joe Cardona,NWE,"$477,500",2015
1552.0,Cameron Artis-Payne,CAR,"$476,563",2015
,James O'Shaughnessy,KAN,"$476,563",2015
,Keith Mumphery,HOU,"$476,563",2015
,D.J. Alexander,KAN,"$476,563",2015
,David Mayo,CAR,"$476,563",2015
,Nick Boyle,BAL,"$476,563",2015
,Tye Smith,SEA,"$476,563",2015
1559.0,Keith Reaser,SFO,"$476,200",2015
1560.0,Deiontrez Mount,TEN,"$472,038",2015
1561.0,Michael Bennett,JAX,"$469,674",2015
1562.0,Kyshoen Jarrett,WAS,"$468,907",2015
1563.0,Tayo Fabuluje,CHI,"$467,841",2015
1564.0,Geremy Davis,NYG,"$466,770",2015
1565.0,Tony Steward,BUF,"$465,957",2015
1566.0,Ian Silberman,SFO,"$465,419",2015
1567.0,Kenneth Acker,SFO,"$465,150",2015
1568.0,Darius Philon,SDG,"$465,146",2015
1569.0,Malcolm Johnson,CLE,"$464,862",2015
1570.0,Derron Smith,CIN,"$464,658",2015
1571.0,Leterrius Walton,PIT,"$464,232",2015
1572.0,Quandre Diggs,DET,"$463,838",2015
1573.0,Darius Kilgo,DEN,"$462,889",2015
1574.0,Darren Waller,BAL,"$462,774",2015
1575.0,Josh Robinson,IND,"$462,042",2015
1576.0,Aaron Ripkowski,GNB,"$461,599",2015
1577.0,Andy Gallik,TEN,"$460,368",2015
1578.0,Brandon Copeland,DET,"$460,000",2015
1579.0,Kennard Backman,GNB,"$457,621",2015
,Christian Covington,HOU,"$457,621",2015
,Kristjan Sokoli,SEA,"$457,621",2015
,Rakeem Nunez-Roches,KAN,"$457,621",2015
,Cody Wichmann,STL,"$457,621",2015
1584.0,Bryce Hager,STL,"$453,035",2015
1585.0,Bobby Hart,NYG,"$452,897",2015
1586.0,Austin Shepherd,MIN,"$452,423",2015
1587.0,Marcus Murphy,NOR,"$452,322",2015
1588.0,Edmond Robinson,MIN,"$452,078",2015
1589.0,Mario Alford,CIN,"$449,776",2015
1590.0,Corey Robinson,DET,"$449,477",2015
1591.0,Dexter McDonald,OAK,"$449,212",2015
1592.0,Trenton Brown,SFO,"$448,973",2015
1593.0,Geoff Swaim,DAL,"$448,683",2015
1594.0,Denzell Goode,IND,"$448,196",2015
1595.0,Trevor Siemian,DEN,"$448,195",2015
1596.0,Glenn Winston,CLE,"$447,529",2015
1597.0,Lonnie Ballentine,HOU,"$446,474",2015
,Demetrius Rhaney,STL,"$446,474",2015
1599.0,La'el Collins,DAL,"$442,000",2015
1600.0,Alani Fua,ARI,"$440,666",2015
1601.0,Dean Marlowe,CAR,"$440,000",2015
,Thomas Rawls,SEA,"$440,000",2015
,David Andrews,NWE,"$440,000",2015
1604.0,Thurston Armbrister,JAX,"$439,166",2015
1605.0,Delvin Breaux,NOR,"$439,000",2015
1606.0,Zach Vigil,MIA,"$438,333",2015
,Lucky Whitehead,DAL,"$438,333",2015
,Kaleb Eulls,NOR,"$438,333",2015
1609.0,Jarryd Hayne,SFO,"$437,666",2015
,Xavier Williams,ARI,"$437,666",2015
1611.0,Tavaris Barnes,NOR,"$437,500",2015
,A.J. Tarpley,BUF,"$437,500",2015
,Bryce Callahan,CHI,"$437,500",2015
,Darrell Williams,STL,"$437,500",2015
1615.0,Cody Riggs,TEN,"$437,333",2015
,DeAndrew White,SFO,"$437,333",2015
1617.0,Bradley Marquez,STL,"$437,166",2015
1618.0,Tyler Varga,IND,"$437,000",2015
,Greg Mancz,HOU,"$437,000",2015
,Cameron Meredith,CHI,"$437,000",2015
,Quinton Spain,TEN,"$437,000",2015
1622.0,Corey Grant,JAX,"$436,666",2015
,Zach Zenner,DET,"$436,666",2015
,Bobby Richardson,NOR,"$436,666",2015
,Ladarius Gunter,GNB,"$436,666",2015
,Josh Lambo,SDG,"$436,666",2015
,John Timu,CHI,"$436,666",2015
,Nick Dzubnar,SDG,"$436,666",2015
,Nick Marshall,JAX,"$436,666",2015
1630.0,Tyler Murphy,PIT,"$436,500",2015
1631.0,Tyrell Williams,SDG,"$436,166",2015
,Alonzo Harris,GNB,"$436,166",2015
1633.0,Kenny Anunike,DEN,"$435,833",2015
,Carlos Thompson,HOU,"$435,833",2015
,Brandon Wegher,CAR,"$435,833",2015
1636.0,Cameron Lynch,STL,"$435,666",2015
,Kendall Lamm,HOU,"$435,666",2015
1638.0,Neville Hewitt,MIA,"$435,333",2015
,Matt Darr,MIA,"$435,333",2015
1640.0,Jay Ajayi,MIA,"$435,144",2015
