Rk,Player,Pos,Tm,City,Cap Hit,year
,Joe Cardona,LS,NWE,New England,705000,2018
,Damien Wilson,ILB,DAL,Dallas,705000,2018
,Sammie Coates,WR,HOU,Houston,705000,2018
,Brian Peters,LB,HOU,Houston,705000,2018
,Clayton Geathers,SS,IND,Indianapolis,705000,2018
,Scott Simonson,TE,NYG,NY Giants,705000,2018
,D.J. Alexander,OLB,PHI,Philadelphia,705000,2018
,Matt Longacre,DE,LAR,Los Angeles,705000,2018
,L.J. Fort,LB,PIT,Pittsburgh,705000,2018
,Cameron Artis-Payne,RB,CAR,Carolina,705000,2018
,Mark Nzeocha,OLB,SFO,San Francisco,705000,2018
,Neville Hewitt,LB,NYJ,NY Jets,705000,2018
,Darius Philon,DT,LAC,Los Angeles,705000,2018
,Bobby Hart,OG,CIN,Cincinnati,705000,2018
,Geremy Davis,WR,LAC,Los Angeles,705000,2018
,Josh Wells,T,JAX,Jacksonville,705000,2018
,Christian Covington,DT,HOU,Houston,705000,2018
,Kenyan Drake,RB,MIA,Miami,705000,2018
1003,Justin Evans,SS,TAM,Tampa,701332,2018
1004,Amari Cooper,WR,2TM,#N/A,700000,2018
1005,Josh Robinson,CB,NOR,New Orleans,699706,2018
1006,Rod Streater,WR,CLE,Cleveland,697065,2018
,Nick Williams,WR,2TM,#N/A,697065,2018
1008,Michael Floyd,WR,WAS,Washington,697059,2018
,Aldrick Robinson,WR,MIN,Minnesota,697059,2018
,Jordan Matthews,WR,PHI,Philadelphia,697059,2018
,Brice Butler,WR,2TM,#N/A,697059,2018
,Jay Bromley,DT,NOR,New Orleans,697059,2018
,DeShawn Shead,DB,DET,Detroit,697059,2018
1014,DeMarcus Walker,DE,DEN,Denver,695630,2018
1015,Javon Hargrave,DT,PIT,Pittsburgh,691000,2018
1016,DeShone Kizer,QB,GNB,Green Bay,689928,2018
1017,Teez Tabor,CB,DET,Detroit,684226,2018
1018,Raekwon McMillan,ILB,MIA,Miami,678524,2018
1019,Dalvin Tomlinson,DT,NYG,NY Giants,672823,2018
1020,Zach Cunningham,OLB,HOU,Houston,668261,2018
1021,Ethan Pocic,C,SEA,Seattle,665410,2018
1022,Isaac Seumalo,OG,PHI,Philadelphia,664000,2018
1023,Nate Orchard,OLB,2TM,#N/A,663529,2018
,Martavis Bryant,WR,OAK,Oakland,663529,2018
1025,C.J. Prosise,RB,SEA,Seattle,660000,2018
1026,Chidobe Awuzie,CB,DAL,Dallas,659709,2018
1027,Josh Jones,S,GNB,Green Bay,657428,2018
1028,Brandon Williams,CB,ARI,Arizona,656000,2018
1029,JuJu Smith-Schuster,WR,PIT,Pittsburgh,655717,2018
1030,Dion Dawkins,OG,BUF,Buffalo,655147,2018
1031,Taylor Moton,OT,CAR,Carolina,654007,2018
1032,Le'Raven Clark,OT,IND,Indianapolis,653000,2018
1033,Nick Vannett,TE,SEA,Seattle,652000,2018
1034,Su'a Cravens,OLB,DEN,Denver,651408,2018
1035,Caraun Reid,DT,DAL,Dallas,650594,2018
1036,Jeremiah Sirles,OT,BUF,Buffalo,650588,2018
,Bashaud Breeland,CB,GNB,Green Bay,650588,2018
,John Simon,DE,NWE,New England,650588,2018
1039,Graham Glasgow,OG,DET,Detroit,648500,2018
1040,Kyler Fackrell,OLB,GNB,Green Bay,648000,2018
1041,Kendall Fuller,CB,KAN,Kansas City,647500,2018
1042,Deatrick Nichols,CB,ARI,Arizona,645882,2018
,Mike Mitchell,DB,IND,Indianapolis,645882,2018
1044,Larry Ogunjobi,DT,CLE,Cleveland,642500,2018
1045,Dawuane Smoot,DE,JAX,Jacksonville,640250,2018
1046,Cooper Kupp,WR,LAR,Los Angeles,640000,2018
1047,Ahkello Witherspoon,CB,SFO,San Francisco,638325,2018
1048,Pat Elflein,C,MIN,Minnesota,637000,2018
1049,Tanoh Kpassagnon,DE,KAN,Kansas City,636419,2018
1050,Alvin Kamara,RB,NOR,New Orleans,635000,2018
1051,Dan Feeney,OG,LAC,Los Angeles,634000,2018
1052,Ryan Smith,CB,TAM,Tampa,630000,2018
,Casey Kreiter,LS,DEN,Denver,630000,2018
,Willie Henry,DT,BAL,Baltimore,630000,2018
,Chris Manhertz,TE,CAR,Carolina,630000,2018
,Nate Sudfeld,QB,PHI,Philadelphia,630000,2018
,Jayron Kearse,SS,MIN,Minnesota,630000,2018
,Anthony Zettel,DE,CLE,Cleveland,630000,2018
,David Morgan,TE,MIN,Minnesota,630000,2018
,Tommylee Lewis,WR,NOR,New Orleans,630000,2018
,Caleb Benenoch,OT,TAM,Tampa,630000,2018
,Elandon Roberts,ILB,NWE,New England,630000,2018
,Halapoulivaati Vaitai,OT,PHI,Philadelphia,630000,2018
,Corey Moore,S,IND,Indianapolis,630000,2018
,B.J. Finney,C,PIT,Pittsburgh,630000,2018
,Anthony Brown,CB,DAL,Dallas,630000,2018
,Marqui Christian,SS,LAR,Los Angeles,630000,2018
,Brandon Allen,QB,LAR,Los Angeles,630000,2018
,Matthew Ioannidis,DT,WAS,Washington,630000,2018
,Ronald Blair,DE,SFO,San Francisco,630000,2018
,Devontae Booker,RB,DEN,Denver,630000,2018
,Alex Erickson,WR,CIN,Cincinnati,630000,2018
,Justin Simmons,FS,DEN,Denver,630000,2018
,Matthias Farley,DB,IND,Indianapolis,630000,2018
,Kentrell Brice,S,GNB,Green Bay,630000,2018
,Alex Lewis,OT,BAL,Baltimore,630000,2018
,Darius Kilgo,DT,TEN,Tennessee,630000,2018
,David Parry,NT,MIN,Minnesota,630000,2018
,Chris Reed,G,JAX,Jacksonville,630000,2018
,Connor McGovern,OG,DEN,Denver,630000,2018
,Briean Boddy-Calhoun,DB,CLE,Cleveland,630000,2018
,De'Vondre Campbell,OLB,ATL,Atlanta,630000,2018
,Demarcus Robinson,WR,KAN,Kansas City,630000,2018
,Seth Devalve,TE,CLE,Cleveland,630000,2018
,LeShaun Sims,CB,TEN,Tennessee,630000,2018
,Garrison Smith,DT,ARI,Arizona,630000,2018
,Taywan Taylor,WR,TEN,Tennessee,630000,2018
,Eric Murray,CB,KAN,Kansas City,630000,2018
,Trevor Williams,CB,LAC,Los Angeles,630000,2018
,Matt Judon,DE,BAL,Baltimore,630000,2018
,Chris Moore,WR,BAL,Baltimore,630000,2018
,Ben Braunecker,TE,CHI,Chicago,630000,2018
,Kentrell Brothers,ILB,MIN,Minnesota,630000,2018
,Michael Palardy,P,CAR,Carolina,630000,2018
,Dean Lowry,DE,GNB,Green Bay,630000,2018
,Senorise Perry,RB,MIA,Miami,630000,2018
,Hassan Ridgeway,DT,IND,Indianapolis,630000,2018
,Jared Norris,ILB,CAR,Carolina,630000,2018
,Tyler Larsen,C,CAR,Carolina,630000,2018
,Tyreek Hill,WR,KAN,Kansas City,630000,2018
,George Fant,T,SEA,Seattle,630000,2018
,Robert Kelley,RB,WAS,Washington,630000,2018
,B.J. Goodson,OLB,NYG,NY Giants,630000,2018
,Alan Cross,TE,TAM,Tampa,630000,2018
,Cory Littleton,LB,LAR,Los Angeles,630000,2018
,Joey Hunt,C,SEA,Seattle,630000,2018
,Jarrod Wilson,S,JAX,Jacksonville,630000,2018
,Luke Rhodes,LB,IND,Indianapolis,630000,2018
,Derek Watt,FB,LAC,Los Angeles,630000,2018
,Mike Jordan,DB,NYG,NY Giants,630000,2018
,Christian Westerman,OG,CIN,Cincinnati,630000,2018
,Joey Bosa,DE,LAC,Los Angeles,630000,2018
,Tyler Ervin,RB,HOU,Houston,630000,2018
,Olsen Pierre,DT,ARI,Arizona,630000,2018
,Clayton Fejedelem,FS,CIN,Cincinnati,630000,2018
,Dak Prescott,QB,DAL,Dallas,630000,2018
,Erik Harris,DB,OAK,Oakland,630000,2018
,Riley Dixon,P,NYG,NY Giants,630000,2018
,Joel Heath,DT,HOU,Houston,630000,2018
,Terrance Smith,LB,KAN,Kansas City,630000,2018
,Geronimo Allison,WR,GNB,Green Bay,630000,2018
,DeAndre Washington,RB,OAK,Oakland,630000,2018
,Wes Schweitzer,OT,ATL,Atlanta,630000,2018
,Stephen Weatherly,OLB,MIN,Minnesota,630000,2018
,Tajae Sharpe,WR,TEN,Tennessee,630000,2018
,Justin March-Lillard,LB,DAL,Dallas,630000,2018
,Quinton Jefferson,DT,SEA,Seattle,630000,2018
,DeAndre Houston-Carson,FS,CHI,Chicago,630000,2018
,Antonio Morrison,ILB,GNB,Green Bay,630000,2018
,Brennan Scarlett,LB,HOU,Houston,630000,2018
,Austin Reiter,C,KAN,Kansas City,630000,2018
,Brandon Shell,OT,NYJ,NY Jets,630000,2018
,Christopher Milton,CB,IND,Indianapolis,630000,2018
,Tyler Matakevich,ILB,PIT,Pittsburgh,630000,2018
,Blake Countess,CB,LAR,Los Angeles,630000,2018
,Wil Lutz,K,NOR,New Orleans,630000,2018
,Kavon Frazier,FS,DAL,Dallas,630000,2018
,Robby Anderson,WR,NYJ,NY Jets,630000,2018
,Jonathan Jones,DB,NWE,New England,630000,2018
,Austin Blythe,C,LAR,Los Angeles,630000,2018
,Rashard Higgins,WR,CLE,Cleveland,630000,2018
,Michael Pierce,DT,BAL,Baltimore,630000,2018
,Drew Kaser,P,LAC,Los Angeles,630000,2018
,Austin Hooper,TE,ATL,Atlanta,630000,2018
,Kenneth Dixon,RB,BAL,Baltimore,630000,2018
,Jatavis Brown,OLB,LAC,Los Angeles,630000,2018
,Will Parks,S,DEN,Denver,630000,2018
,Jalen Richard,RB,OAK,Oakland,630000,2018
,Javien Elliott,CB,TAM,Tampa,630000,2018
,Jalen Mills,CB,PHI,Philadelphia,630000,2018
,John Wetzel,T,ARI,Arizona,630000,2018
,Maurice Canady,CB,BAL,Baltimore,630000,2018
,Lafayette Pitts,CB,BUF,Buffalo,630000,2018
,Maurice Harris,WR,WAS,Washington,630000,2018
,Tyler Ott,LS,SEA,Seattle,630000,2018
,Marcus Murphy,RB,BUF,Buffalo,630000,2018
,Joe Dahl,OG,DET,Detroit,630000,2018
,Mike Thomas,WR,LAR,Los Angeles,630000,2018
,Kaelin Clay,WR,NYG,NY Giants,630000,2018
,Tre Madden,RB,SEA,Seattle,630000,2018
,Eric Tomlinson,TE,NYJ,NY Jets,630000,2018
,Damiere Byrd,WR,CAR,Carolina,630000,2018
,Antonio Hamilton,CB,NYG,NY Giants,630000,2018
,Gabe Holmes,TE,ARI,Arizona,630000,2018
,Peyton Barber,RB,TAM,Tampa,630000,2018
,Wendell Smallwood,RB,PHI,Philadelphia,630000,2018
,D.J. Reader,DT,HOU,Houston,630000,2018
,Joe Schobert,OLB,CLE,Cleveland,630000,2018
,DeForest Buckner,DT,SFO,San Francisco,630000,2018
,Tyler Higbee,TE,LAR,Los Angeles,630000,2018
,Deon Bush,FS,CHI,Chicago,630000,2018
,Curtis Riley,CB,NYG,NY Giants,630000,2018
,Doug Middleton,S,NYJ,NY Jets,630000,2018
,Joe Haeg,OT,IND,Indianapolis,630000,2018
,Carson Wentz,QB,PHI,Philadelphia,630000,2018
,Blake Martinez,ILB,GNB,Green Bay,630000,2018
,Ted Karras,OG,NWE,New England,630000,2018
,Tavon Young,CB,BAL,Baltimore,630000,2018
,David Onyemata,DT,NOR,New Orleans,630000,2018
,Derrick Kindred,SS,CLE,Cleveland,630000,2018
,Jeff Driskel,QB,CIN,Cincinnati,630000,2018
,Malcolm Brown,RB,LAR,Los Angeles,630000,2018
,Joe Thuney,OG,NWE,New England,630000,2018
,Xavier Grimble,TE,PIT,Pittsburgh,630000,2018
,Leonard Wester,T,TAM,Tampa,630000,2018
,Sheldon Day,DT,SFO,San Francisco,630000,2018
,Kameron Canaday,LS,PIT,Pittsburgh,630000,2018
,Romeo Okwara,DE,DET,Detroit,630000,2018
,Nick Vigil,ILB,CIN,Cincinnati,630000,2018
,Patrick Scales,LS,CHI,Chicago,630000,2018
,Rick Lovato,LS,PHI,Philadelphia,630000,2018
,Andrew Billings,DT,CIN,Cincinnati,630000,2018
,Nick Kwiatkoski,ILB,CHI,Chicago,630000,2018
,Lac Edwards,P,NYJ,NY Jets,630000,2018
,Kamu Grugier-Hill,OLB,PHI,Philadelphia,630000,2018
,Rashod Hill,T,MIN,Minnesota,630000,2018
,Brian Poole,S,ATL,Atlanta,630000,2018
,Cody Core,WR,CIN,Cincinnati,630000,2018
,Jordan Howard,RB,CHI,Chicago,630000,2018
,Spencer Pulley,C,NYG,NY Giants,630000,2018
,Jeremy Vujnovich,T,ARI,Arizona,630000,2018
,Ken Crawley,DB,NOR,New Orleans,630000,2018
,David Fluellen,RB,TEN,Tennessee,630000,2018
,Tanner McEvoy,WR,MIA,Miami,630000,2018
,Jakeem Grant,WR,MIA,Miami,630000,2018
,Charone Peake,WR,NYJ,NY Jets,630000,2018
,Jordan Lucas,SS,KAN,Kansas City,630000,2018
,Alex Collins,RB,BAL,Baltimore,630000,2018
,Andy Janovich,FB,DEN,Denver,630000,2018
,Darius Jennings,WR,TEN,Tennessee,630000,2018
,Chester Rogers,WR,IND,Indianapolis,630000,2018
,Patrick Onwuasor,LB,BAL,Baltimore,630000,2018
,Miles Killebrew,SS,DET,Detroit,630000,2018
1214,Jordan Willis,DE,CIN,Cincinnati,628000,2018
1215,Chris Wormley,DT,BAL,Baltimore,626000,2018
1216,C.J. Beathard,QB,SFO,San Francisco,625393,2018
1217,Thomas Rawls,RB,CIN,Cincinnati,622065,2018
1218,Nick O'Leary,TE,MIA,Miami,617123,2018
1219,Duke Riley,OLB,ATL,Atlanta,616500,2018
1220,Alex Anzalone,OLB,NOR,New Orleans,610000,2018
1221,Maurice Alexander,SS,SEA,Seattle,604118,2018
,Dontae Johnson,FS,BUF,Buffalo,604118,2018
,Cairo Santos,K,2TM,#N/A,604118,2018
,Wesley Johnson,OT,MIA,Miami,604118,2018
1225,Tim Williams,OLB,BAL,Baltimore,595000,2018
1226,Deiondre' Hall,CB,PHI,Philadelphia,592944,2018
,Eli Rogers,WR,PIT,Pittsburgh,592944,2018
1228,Robert Thomas,NT,BUF,Buffalo,592941,2018
,MyCole Pruitt,TE,TEN,Tennessee,592941,2018
,Jihad Ward,DE,IND,Indianapolis,592941,2018
1231,Tarell Basham,DE,2TM,#N/A,590000,2018
1232,D'Onta Foreman,RB,HOU,Houston,588500,2018
1233,Fabian Moreau,CB,WAS,Washington,588000,2018
,Shaquill Griffin,DB,SEA,Seattle,588000,2018
,Delano Hill,FS,SEA,Seattle,588000,2018
1236,Cameron Sutton,CB,PIT,Pittsburgh,587400,2018
1237,Kenny Golladay,WR,DET,Detroit,586000,2018
1238,John Johnson,S,LAR,Los Angeles,584000,2018
1239,Cordrea Tankersley,CB,MIA,Miami,583000,2018
1240,Chad Williams,WR,ARI,Arizona,581500,2018
,Chris Godwin,WR,TAM,Tampa,581500,2018
1242,Montravius Adams,DT,GNB,Green Bay,581000,2018
1243,Jameis Winston,QB,TAM,Tampa,580588,2018
1244,Rasul Douglas,CB,PHI,Philadelphia,580000,2018
1245,Jonnu Smith,TE,TEN,Tennessee,579000,2018
1246,James Conner,RB,PIT,Pittsburgh,578000,2018
,Nazair Jones,DT,SEA,Seattle,578000,2018
,Trey Hendrickson,DE,NOR,New Orleans,578000,2018
1249,Kareem Hunt,RB,KAN,Kansas City,575250,2018
1250,Bryan Witzmann,T,CHI,Chicago,557647,2018
,Matt Overton,LS,JAX,Jacksonville,557647,2018
,Frank Zombo,LB,KAN,Kansas City,557647,2018
1253,Zac Kerin,C,WAS,Washington,555885,2018
1254,Josh Hawkins,CB,2TM,#N/A,555882,2018
1255,Patrick Ricard,DE,BAL,Baltimore,555000,2018
,Tony McRae,CB,CIN,Cincinnati,555000,2018
,Justin Davis,RB,LAR,Los Angeles,555000,2018
,Hardy Nickerson,ILB,CIN,Cincinnati,555000,2018
,Adam Butler,DT,NWE,New England,555000,2018
,Nathan Peterman,QB,BUF,Buffalo,555000,2018
,Derek Rivers,DE,NWE,New England,555000,2018
,Jordan Leggett,TE,NYJ,NY Jets,555000,2018
,Trey Hopkins,G,CIN,Cincinnati,555000,2018
,Davon Godchaux,DT,MIA,Miami,555000,2018
,Trent Taylor,WR,SFO,San Francisco,555000,2018
,Rigoberto Sanchez,K,IND,Indianapolis,555000,2018
,Eric Saubert,TE,ATL,Atlanta,555000,2018
,Joshua Perkins,TE,PHI,Philadelphia,555000,2018
,Marlon Mack,RB,IND,Indianapolis,555000,2018
,Isaac Rochell,DE,LAC,Los Angeles,555000,2018
,Cooper Rush,QB,DAL,Dallas,555000,2018
,Sam Tevi,OT,LAC,Los Angeles,555000,2018
,Conor McDermott,OT,BUF,Buffalo,555000,2018
,Donald Payne,LB,JAX,Jacksonville,555000,2018
,Josh Reynolds,WR,LAR,Los Angeles,555000,2018
,Derrick Jones,CB,NYJ,NY Jets,555000,2018
,Austin Ekeler,RB,LAC,Los Angeles,555000,2018
,Cole Toner,OT,LAC,Los Angeles,555000,2018
,Trevon Coley,DL,CLE,Cleveland,555000,2018
,Matt Haack,P,MIA,Miami,555000,2018
,Mike Hilton,CB,PIT,Pittsburgh,555000,2018
,C.J. Ham,RB,MIN,Minnesota,555000,2018
,Austin Carr,WR,NOR,New Orleans,555000,2018
,Rayshawn Jenkins,FS,LAC,Los Angeles,555000,2018
,Rudy Ford,S,ARI,Arizona,555000,2018
,Dymonte Thomas,SS,DEN,Denver,555000,2018
,Danny Isidora,OG,MIN,Minnesota,555000,2018
,Tedric Thompson,SS,SEA,Seattle,555000,2018
,Adrian Colbert,SS,SFO,San Francisco,555000,2018
,Jesse Davis,T,MIA,Miami,555000,2018
,Montae Nicholson,SS,WAS,Washington,555000,2018
,Alex Ellis,TE,KAN,Kansas City,555000,2018
,Harrison Butker,K,KAN,Kansas City,555000,2018
,Wayne Gallman,RB,NYG,NY Giants,555000,2018
,Jon Halapio,OG,NYG,NY Giants,555000,2018
,Dede Westbrook,WR,JAX,Jacksonville,555000,2018
,Jordan Evans,ILB,CIN,Cincinnati,555000,2018
,Blake Jarwin,TE,DAL,Dallas,555000,2018
,Damontae Kazee,CB,ATL,Atlanta,555000,2018
,Erik Swoope,TE,IND,Indianapolis,555000,2018
,Daniel Ross,DT,DAL,Dallas,555000,2018
,Joshua Dobbs,QB,PIT,Pittsburgh,555000,2018
,Desmond King,FS,LAC,Los Angeles,555000,2018
,Lucas Patrick,G,GNB,Green Bay,555000,2018
,Blaine Clausell,T,ARI,Arizona,555000,2018
,Julie'n Davenport,OT,HOU,Houston,555000,2018
,Vince Biegel,OLB,NOR,New Orleans,555000,2018
,Samaje Perine,RB,WAS,Washington,555000,2018
,Keelan Cole,WR,JAX,Jacksonville,555000,2018
,Michael Davis,,LAC,Los Angeles,555000,2018
,Grover Stewart,DT,IND,Indianapolis,555000,2018
,Marvin Hall,WR,ATL,Atlanta,555000,2018
,Jacob Hollister,TE,NWE,New England,555000,2018
,Elijah Wilkinson,OT,DEN,Denver,555000,2018
,Nicholas Morrow,LB,OAK,Oakland,555000,2018
,Jordan Dangerfield,FS,PIT,Pittsburgh,555000,2018
,Corey Davis,WR,TEN,Tennessee,555000,2018
,Ricky Seals-Jones,WR,ARI,Arizona,555000,2018
,Erik Magnuson,OT,SFO,San Francisco,555000,2018
,Cameron Tom,C,NOR,New Orleans,555000,2018
,Alex Armah,FB,CAR,Carolina,555000,2018
,Zach Wood,DE,NOR,New Orleans,555000,2018
,Justin Hamilton,DT,KAN,Kansas City,555000,2018
,Tanner Vallejo,ILB,CLE,Cleveland,555000,2018
,Jaleel Johnson,DT,MIN,Minnesota,555000,2018
,Samson Ebukam,OLB,LAR,Los Angeles,555000,2018
,Tarik Cohen,RB,CHI,Chicago,555000,2018
,Joseph Jones,OLB,DEN,Denver,555000,2018
,Matt Milano,OLB,BUF,Buffalo,555000,2018
,Nate Hairston,CB,IND,Indianapolis,555000,2018
,Nathan Gerry,SS,PHI,Philadelphia,555000,2018
,Justin Hardee,WR,NOR,New Orleans,555000,2018
,Cole Wick,TE,SFO,San Francisco,555000,2018
,Marquel Lee,ILB,OAK,Oakland,555000,2018
,Ryan Switzer,WR,PIT,Pittsburgh,555000,2018
,Arthur Maulet,CB,2TM,#N/A,555000,2018
,Jayon Brown,ILB,TEN,Tennessee,555000,2018
,Jalen Reeves-Maybin,OLB,DET,Detroit,555000,2018
,Eli Ankou,DT,JAX,Jacksonville,555000,2018
,Jake Elliott,K,PHI,Philadelphia,555000,2018
,Chad Wheeler,OT,NYG,NY Giants,555000,2018
,Kendrick Bourne,WR,SFO,San Francisco,555000,2018
,Matt Wile,P,MIN,Minnesota,555000,2018
,Matt Skura,C,BAL,Baltimore,555000,2018
,George Kittle,TE,SFO,San Francisco,555000,2018
,Corey Clement,RB,PHI,Philadelphia,555000,2018
,Matt LaCosse,TE,DEN,Denver,555000,2018
,Eddie Jackson,SS,CHI,Chicago,555000,2018
,Stacy Coley,WR,2TM,#N/A,555000,2018
,Roy Robertson-Harris,LB,CHI,Chicago,555000,2018
,Ka'imi Fairbairn,K,HOU,Houston,555000,2018
,Hakeem Valles,TE,DET,Detroit,555000,2018
,David Moore,WR,SEA,Seattle,555000,2018
,Tanzel Smart,DT,LAR,Los Angeles,555000,2018
,Corey Levin,OL,TEN,Tennessee,555000,2018
,Zane Gonzalez,K,2TM,#N/A,555000,2018
,Chase Allen,LB,MIA,Miami,555000,2018
,Chuck Clark,FS,BAL,Baltimore,555000,2018
,Thomas Hennessy,LS,NYJ,NY Jets,555000,2018
,Eric Wilson,ILB,MIN,Minnesota,555000,2018
,Isaiah Irving,OLB,CHI,Chicago,555000,2018
,Solomon Thomas,DE,SFO,San Francisco,555000,2018
,Jeremy McNichols,RB,2TM,#N/A,555000,2018
,Deatrich Wise,DE,NWE,New England,555000,2018
,Josh Malone,WR,CIN,Cincinnati,555000,2018
,Ben Gedeon,ILB,MIN,Minnesota,555000,2018
,Matt Feiler,T,PIT,Pittsburgh,555000,2018
,Bryan Cox,DE,CAR,Carolina,555000,2018
,Aldrick Rosas,K,NYG,NY Giants,555000,2018
,Anthony Walker,LB,IND,Indianapolis,555000,2018
,Akeem King,DB,SEA,Seattle,555000,2018
,Kerry Hyder,DT,DET,Detroit,555000,2018
,Charles Washington,DB,DET,Detroit,555000,2018
,James Burgess,LB,CLE,Cleveland,555000,2018
,Greg Mabin,CB,SFO,San Francisco,555000,2018
,Dylan Cole,LB,HOU,Houston,555000,2018
,Chris Landrum,LB,LAC,Los Angeles,555000,2018
,Zach Sterup,OL,MIA,Miami,555000,2018
,Mitchell Trubisky,QB,CHI,Chicago,555000,2018
,Donte Deayon,DB,NYG,NY Giants,555000,2018
,Caleb Brantley,DT,WAS,Washington,555000,2018
,Reid Ferguson,LS,BUF,Buffalo,555000,2018
,Jamaal Williams,RB,GNB,Green Bay,555000,2018
,Mike Liedtke,OL,TAM,Tampa,555000,2018
,Vincent Taylor,DT,MIA,Miami,555000,2018
,Carlos Watkins,DT,HOU,Houston,555000,2018
,Deon Lacey,LB,BUF,Buffalo,555000,2018
,Jeremy Sprinkle,TE,WAS,Washington,555000,2018
,Taysom Hill,QB,NOR,New Orleans,555000,2018
,Xavier Woods,SS,DAL,Dallas,555000,2018
,Josh Tupou,DT,CIN,Cincinnati,555000,2018
,Antony Auclair,TE,TAM,Tampa,555000,2018
,Jermaine Whitehead,DB,2TM,#N/A,555000,2018
,Matt Breida,RB,SFO,San Francisco,555000,2018
,Isaiah Johnson,S,TAM,Tampa,555000,2018
,Josh Harvey-Clemons,SS,WAS,Washington,555000,2018
,Blair Brown,ILB,JAX,Jacksonville,555000,2018
,Alex Redmond,G,CIN,Cincinnati,555000,2018
,Patrick Mahomes,QB,KAN,Kansas City,555000,2018
,Jamal Adams,SS,NYJ,NY Jets,555000,2018
,Ryan Glasgow,DT,CIN,Cincinnati,555000,2018
,Al-Quadin Muhammad,DE,IND,Indianapolis,555000,2018
,Shane Smith,FB,NYG,NY Giants,555000,2018
,Torry McTyer,CB,MIA,Miami,555000,2018
,Carl Lawson,DE,CIN,Cincinnati,555000,2018
,Shelton Gibson,WR,PHI,Philadelphia,555000,2018
,Chris Carson,RB,SEA,Seattle,555000,2018
,Chase Roullier,C,WAS,Washington,555000,2018
,Justin McCray,G,GNB,Green Bay,555000,2018
,Marcus Johnson,WR,IND,Indianapolis,555000,2018
,Sean Culkin,TE,LAC,Los Angeles,555000,2018
,Daniel Munyer,OL,ARI,Arizona,555000,2018
,D.J. Jones,DT,SFO,San Francisco,555000,2018
,Jermaine Eluemunor,OG,BAL,Baltimore,555000,2018
,Michael Roberts,TE,DET,Detroit,555000,2018
,Tashawn Bower,OLB,MIN,Minnesota,555000,2018
,Eddie Yarbrough,DE,BUF,Buffalo,555000,2018
,Jamal Agnew,CB,DET,Detroit,555000,2018
,Darrell Daniels,TE,2TM,#N/A,555000,2018
,Brandon Wilson,CB,CIN,Cincinnati,555000,2018
,Jaydon Mickens,WR,JAX,Jacksonville,555000,2018
,Elijah Lee,OLB,SFO,San Francisco,555000,2018
,Kenny Moore,CB,IND,Indianapolis,555000,2018
1424,Josh Shaw,CB,2TM,#N/A,539118,2018
,Rakeem Nunez-Roches,DT,TAM,Tampa,539118,2018
,Michael Bennett,DT,ATL,Atlanta,539118,2018
1427,Rishard Matthews,WR,2TM,#N/A,538235,2018
1428,Evander Hood,DT,2TM,#N/A,537353,2018
1429,Brian Hill,RB,ATL,Atlanta,522353,2018
,Lenzy Pipkins,CB,2TM,#N/A,522353,2018
,Tyler Marz,T,TEN,Tennessee,522353,2018
,Jehu Chesson,WR,WAS,Washington,522353,2018
1433,Dwayne Washington,RB,NOR,New Orleans,518824,2018
,Sharrod Neasman,S,ATL,Atlanta,518824,2018
1435,Michael Ola,T,NOR,New Orleans,511181,2018
1436,Dontrelle Inman,WR,IND,Indianapolis,511176,2018
,Eddie Pleasant,SS,2TM,#N/A,511176,2018
,Jeff Allen,T,KAN,Kansas City,511176,2018
1439,Ereck Flowers,OT,2TM,#N/A,497647,2018
,Breshad Perriman,WR,CLE,Cleveland,497647,2018
,Darian Thompson,FS,DAL,Dallas,497647,2018
1442,Aaron Jones,RB,GNB,Green Bay,489706,2018
,Joe Walker,ILB,ARI,Arizona,489706,2018
1444,Shilique Calhoun,DE,OAK,Oakland,489705,2018
1445,John Phillips,TE,ARI,Arizona,484416,2018
1446,Zane Beadles,T,ATL,Atlanta,484412,2018
,Kelvin Sheppard,LB,DET,Detroit,484412,2018
1448,Ian Silberman,OG,OAK,Oakland,481767,2018
,Ryan Delaire,DE,SFO,San Francisco,481767,2018
,Daryl Worley,CB,OAK,Oakland,481767,2018
1451,Brian Price,DT,2TM,#N/A,481765,2018
,Cre'von LeBlanc,DB,2TM,#N/A,481765,2018
,Tyrell Adams,LB,HOU,Houston,481765,2018
1454,Rashard Robinson,CB,NYJ,NY Jets,481764,2018
1455,Maurice Hurst,DT,OAK,Oakland,480000,2018
,D.J. Reed,CB,SFO,San Francisco,480000,2018
,Marcus Allen,S,PIT,Pittsburgh,480000,2018
,Fred Warner,OLB,SFO,San Francisco,480000,2018
,Dalton Schultz,TE,DAL,Dallas,480000,2018
,Royce Freeman,RB,DEN,Denver,480000,2018
,Dan Arnold,WR,NOR,New Orleans,480000,2018
,Anthony Miller,WR,CHI,Chicago,480000,2018
,Uchenna Nwosu,OLB,LAC,Los Angeles,480000,2018
,Devaroe Lawrence,DL,CLE,Cleveland,480000,2018
,Darrel Williams,RB,KAN,Kansas City,480000,2018
,Dane Cruikshank,CB,TEN,Tennessee,480000,2018
,Kenneth Durden,CB,TEN,Tennessee,480000,2018
,Tre'Quan Smith,WR,NOR,New Orleans,480000,2018
,Tim Patrick,WR,DEN,Denver,480000,2018
,Robert Foster,WR,BUF,Buffalo,480000,2018
,Matthew Thomas,OLB,PIT,Pittsburgh,480000,2018
,Raven Greene,S,GNB,Green Bay,480000,2018
