Rk,Unnamed: 1,Tm,Cap Hit
1162.0,Josh Evans,JAX,"$617,205"
1163.0,Marqueston Huff,TEN,"$616,301"
1164.0,Fred Jackson,SEA,"$615,000"
,Nate Washington,HOU,"$615,000"
1166.0,Walt Aikens,MIA,"$613,977"
1167.0,Chris Conley,KAN,"$613,108"
1168.0,Duke Johnson,CLE,"$612,523"
1169.0,Tourek Williams,SDG,"$612,515"
1170.0,Pierre Desir,CLE,"$611,903"
1171.0,Latavius Murray,OAK,"$611,550"
1172.0,Tre Boston,CAR,"$611,367"
1173.0,Mychal Rivera,OAK,"$611,213"
1174.0,Andre Ellington,ARI,"$610,966"
1175.0,Rex Burkhead,CIN,"$610,550"
1176.0,Dontae Johnson,SFO,"$610,136"
1177.0,Nate Palmer,GNB,"$609,724"
1178.0,Eli Harold,SFO,"$609,343"
1179.0,James White,NWE,"$609,272"
1180.0,Brock Vereen,CHI,"$607,875"
1181.0,Theo Riddick,DET,"$607,750"
1182.0,Kapron Lewis-Moore,BAL,"$607,058"
1183.0,Kevin Pierre-Louis,SEA,"$606,413"
1184.0,John Miller,BUF,"$605,030"
1185.0,Jordan Kovacs,MIA,"$605,000"
1186.0,Stacy McGee,OAK,"$604,670"
,Vince Williams,PIT,"$604,670"
1188.0,Lorenzo Mauldin,NYJ,"$603,504"
1189.0,Demetrius McCray,JAX,"$601,741"
1190.0,Bashaud Breeland,WAS,"$601,500"
1191.0,Armonty Bryant,CLE,"$601,375"
1192.0,Tommy Bohanon,NYJ,"$600,562"
1193.0,Craig Mager,SDG,"$600,394"
1194.0,Chris Gragg,BUF,"$599,793"
1195.0,Jordan Hicks,PHI,"$598,183"
1196.0,Tyler Kroft,CIN,"$596,944"
1197.0,Marquess Wilson,CHI,"$596,787"
1198.0,Daimion Stafford,TEN,"$596,474"
1199.0,David Johnson,ARI,"$594,843"
1200.0,Sammie Coates,PIT,"$592,878"
1201.0,Danielle Hunter,MIN,"$591,805"
1202.0,Sean Mannion,STL,"$591,449"
1203.0,Carl Davis,BAL,"$591,271"
1204.0,C.J. Anderson,DEN,"$589,167"
1205.0,Henry Anderson,IND,"$588,419"
1206.0,Tony Jefferson,ARI,"$588,368"
1207.0,Wes Horton,CAR,"$588,334"
,Benny Cunningham,STL,"$588,334"
1209.0,Jaron Brown,ARI,"$588,000"
1210.0,Lane Taylor,GNB,"$587,334"
1211.0,Alvin Bailey,SEA,"$587,000"
1212.0,Jahleel Addae,SDG,"$586,668"
,Matt Tobin,PHI,"$586,668"
,A.J. Bouye,HOU,"$586,668"
,Tim Lelito,NOR,"$586,668"
,Josh Hill,NOR,"$586,668"
1217.0,Andy Mulumba,GNB,"$586,667"
1218.0,Ty Montgomery,GNB,"$586,636"
1219.0,Carson Tinker,JAX,"$585,834"
,Justin Tuggle,HOU,"$585,834"
,Abry Jones,JAX,"$585,834"
,LaRoy Reynolds,2TM,"$585,834"
1223.0,Jeff Heath,DAL,"$585,668"
1224.0,Khiry Robinson,NOR,"$585,334"
1225.0,Lorenzo Taliaferro,BAL,"$585,146"
,Dakota Dozier,NYJ,"$585,146"
1227.0,Eddie Pleasant,HOU,"$585,000"
,Levine Toilolo,ATL,"$585,000"
,Daren Bates,STL,"$585,000"
,Jordan Todman,PIT,"$585,000"
,Taylor Boggs,DET,"$585,000"
,Michael Mauti,NOR,"$585,000"
,Brynden Trawick,BAL,"$585,000"
,Jah Reid,KAN,"$585,000"
,Sean Renfree,ATL,"$585,000"
,Tony Jerod-Eddie,SFO,"$585,000"
,Jonathan Grimes,HOU,"$585,000"
,Matthew Mulligan,BUF,"$585,000"
,Kemal Ishmael,ATL,"$585,000"
,Brandon Williams,2TM,"$585,000"
,Jordan Poyer,CLE,"$585,000"
,Chris Lewis-Harris,CIN,"$585,000"
,Bradley McDougald,TAM,"$585,000"
,Nathan Stupar,ATL,"$585,000"
,Spencer Paysinger,MIA,"$585,000"
,Ross Ventrone,PIT,"$585,000"
,Eric Kush,STL,"$585,000"
,Ryan Davis,JAX,"$585,000"
,Ray-Ray Armstrong,2TM,"$585,000"
,Matt McGloin,OAK,"$585,000"
,Kamar Aiken,BAL,"$585,000"
,Tim Jennings,TAM,"$585,000"
,Dezman Moses,KAN,"$585,000"
,Jack Doyle,IND,"$585,000"
,Tracy Porter,CHI,"$585,000"
,Michael Thomas,MIA,"$585,000"
,Chris Banjo,GNB,"$585,000"
,Malliciah Goodman,ATL,"$585,000"
,Phillip Hunt,DET,"$585,000"
,Mike Remmers,CAR,"$585,000"
,Terence Garvin,PIT,"$585,000"
,Zach Line,MIN,"$585,000"
,Chris Thompson,WAS,"$585,000"
,Trevin Wade,NYG,"$585,000"
,Brandon Bair,PHI,"$585,000"
,Don Jones,2TM,"$585,000"
,Zac Stacy,NYJ,"$585,000"
,Tim Wright,DET,"$585,000"
,Mario Butler,BUF,"$585,000"
,Doug Legursky,PIT,"$585,000"
,David Bass,TEN,"$585,000"
,Russell Shepard,TAM,"$585,000"
,Paul Worrilow,ATL,"$585,000"
,Chris Hogan,BUF,"$585,000"
,Chase Reynolds,STL,"$585,000"
,Patrick Lewis,SEA,"$585,000"
,Ronald Leary,DAL,"$585,000"
,J'Marcus Webb,OAK,"$585,000"
,Kevin McDermott,MIN,"$585,000"
,Darryl Morris,HOU,"$585,000"
,Andre Fluellen,DET,"$585,000"
,Joplo Bartu,2TM,"$585,000"
,Griff Whalen,IND,"$585,000"
,Kenny Demens,ARI,"$585,000"
,Josh Kline,NWE,"$585,000"
,Senio Kelemete,NOR,"$585,000"
,Case Keenum,STL,"$585,000"
,Drew Butler,ARI,"$585,000"
,Bacarri Rambo,BUF,"$585,000"
,Chase Coffman,2TM,"$585,000"
,Patrick Omameh,CHI,"$585,000"
,Ben Jacobs,CAR,"$585,000"
,Tyler Clutts,DAL,"$585,000"
,Benson Mayowa,OAK,"$585,000"
,Ryan Quigley,NYJ,"$585,000"
,Kelcie McCray,SEA,"$585,000"
,Cody Davis,STL,"$585,000"
,Brandon Meriweather,NYG,"$585,000"
,Kenny Stills,MIA,"$585,000"
,Chris Johnson,ARI,"$585,000"
,John Lotulelei,JAX,"$585,000"
,MarQueis Gray,BUF,"$585,000"
,Nick Moody,SEA,"$585,000"
,Michael Vick,PIT,"$585,000"
,James Jones,GNB,"$585,000"
,Neiko Thorpe,OAK,"$585,000"
,Marcus Cooper,KAN,"$585,000"
,Ryan Schraeder,ATL,"$585,000"
,E.J. Biggers,PHI,"$585,000"
,Brandon Marshall,DEN,"$585,000"
,Dion Lewis,NWE,"$585,000"
,Larry Donnell,NYG,"$585,000"
,Jorvorskie Lane,TAM,"$585,000"
,Erin Henderson,NYJ,"$585,000"
,Justin Rogers,WAS,"$585,000"
,Stefan Charles,BUF,"$585,000"
,Derrick Coleman,SEA,"$585,000"
,Matt McCants,OAK,"$585,000"
,Corbin Bryant,BUF,"$585,000"
,Rashaan Melvin,2TM,"$585,000"
,Christine Michael,2TM,"$585,000"
,Derek Carrier,WAS,"$585,000"
,Quintin Demps,HOU,"$585,000"
,John Simon,HOU,"$585,000"
1325.0,Matt Jones,WAS,"$584,853"
1326.0,Xavier Cooper,CLE,"$583,071"
1327.0,Paul Dawson,CIN,"$580,488"
,Steven Nelson,KAN,"$580,488"
,Geneo Grissom,NWE,"$580,488"
1330.0,Angelo Blackson,TEN,"$577,903"
1331.0,Trey Flowers,NWE,"$574,733"
1332.0,Daryl Williams,CAR,"$574,280"
1333.0,James Sample,JAX,"$572,145"
1334.0,Jamison Crowder,WAS,"$571,406"
1335.0,Jeremy Langford,CHI,"$570,906"
1336.0,Jalston Fowler,TEN,"$569,429"
1337.0,Clayton Geathers,IND,"$568,482"
1338.0,T.J. Clemmings,MIN,"$566,238"
1339.0,Tre' Jackson,NWE,"$565,935"
1340.0,Arie Kouandjio,WAS,"$565,417"
1341.0,Gabe Wright,DET,"$565,288"
1342.0,Dezmen Southward,ATL,"$564,665"
1343.0,Jamil Douglas,MIA,"$564,641"
1344.0,Taylor Hart,PHI,"$563,878"
1345.0,Ryan Grant,WAS,"$563,403"
1346.0,Ibraheim Campbell,CLE,"$563,002"
1347.0,Telvin Smith,JAX,"$562,763"
1348.0,Rodney Gunter,ARI,"$562,479"
1349.0,Blake Bell,SFO,"$561,283"
1350.0,Devin Street,DAL,"$560,493"
1351.0,Ramik Wilson,KAN,"$560,000"
1352.0,Bene Benwikere,CAR,"$559,750"
1353.0,Kevin Pamphile,TAM,"$559,625"
1354.0,Aaron Lynch,SFO,"$559,500"
1355.0,Andrew Donnal,STL,"$559,233"
1356.0,Avery Williamson,TEN,"$558,613"
1357.0,Josh Shaw,CIN,"$558,431"
1358.0,Steve Williams,SDG,"$558,200"
1359.0,Caraun Reid,DET,"$557,220"
1360.0,Ed Stinson,ARI,"$556,685"
1361.0,Corey Linsley,GNB,"$556,250"
1362.0,Za'Darius Smith,BAL,"$555,788"
1363.0,A.J. McCarron,CIN,"$555,413"
1364.0,Scott Simonson,CAR,"$555,000"
1365.0,Ryan Carrethers,SDG,"$554,633"
1366.0,Kwon Alexander,TAM,"$554,580"
1367.0,Jonathan Newsome,IND,"$554,527"
1368.0,Javorius Allen,BAL,"$553,618"
1369.0,Mike Davis,SFO,"$552,195"
1370.0,Damien Wilson,DAL,"$551,578"
1371.0,Jason Babin,2TM,"$550,588"
,Lavar Edwards,CHI,"$550,588"
,Charles Brown,DAL,"$550,588"
,Mike McGlynn,NOR,"$550,588"
,Taylor Mays,OAK,"$550,588"
,Brice Butler,DAL,"$550,588"
,Kenny Phillips,NOR,"$550,588"
,Fernando Velasco,CAR,"$550,588"
,Sam Acho,CHI,"$550,588"
,C.J. Wilson,2TM,"$550,588"
1381.0,Jon Feliciano,OAK,"$550,163"
1382.0,Jeremy Harris,WAS,"$550,000"
1383.0,Jake Ryan,GNB,"$549,169"
1384.0,Aaron Colvin,JAX,"$548,288"
1385.0,Devon Kennard,NYG,"$546,140"
,John Urschel,BAL,"$546,140"
1387.0,Bryan Stork,NWE,"$545,955"
1388.0,Shaq Mason,NWE,"$545,881"
1389.0,Zach Fulton,KAN,"$544,055"
1390.0,Laurent Duvernay-Tardif,KAN,"$543,075"
1391.0,Jeoffrey Pagan,HOU,"$542,205"
1392.0,Zach Mettenberger,TEN,"$541,279"
1393.0,Alfred Blue,HOU,"$539,483"
1394.0,Antone Exum,MIN,"$538,947"
1395.0,T.J. Jones,DET,"$536,550"
1396.0,Pat O'Donnell,CHI,"$536,327"
1397.0,Demetri Goodson,GNB,"$535,788"
1398.0,Luke Bowanko,JAX,"$533,513"
1399.0,Jerome Simpson,SFO,"$532,058"
1400.0,A.J. Francis,2TM,"$530,000"
1401.0,Daniel McCullers,PIT,"$529,670"
,Jay Prosch,HOU,"$529,670"
1403.0,Andre Hal,HOU,"$527,281"
1404.0,Michael Campanaro,BAL,"$526,875"
1405.0,Travis Carrie,OAK,"$526,741"
1406.0,Jerome Couplin,PHI,"$526,666"
1407.0,Shamar Stephen,MIN,"$526,287"
1408.0,Randell Johnson,BUF,"$525,933"
1409.0,Beau Allen,PHI,"$525,562"
1410.0,Joe Thomas,GNB,"$525,000"
1411.0,Trevor Reilly,NYJ,"$524,212"
1412.0,Terrence Fede,MIA,"$523,988"
1413.0,Khyri Thornton,DET,"$523,000"
1414.0,Jeff Janis,GNB,"$522,848"
1415.0,Seantrel Henderson,BUF,"$522,720"
1416.0,Corey Nelson,DEN,"$522,150"
1417.0,Charles Leno,CHI,"$521,628"
1418.0,Tray Walker,BAL,"$521,423"
,Mark Glowinski,SEA,"$521,423"
,Max Garcia,DEN,"$521,423"
1421.0,Terrance West,2TM,"$520,000"
1422.0,Dontrelle Inman,SDG,"$517,500"
1423.0,Cornelius Lucas,DET,"$516,666"
,Ethan Westbrooks,STL,"$516,666"
1425.0,Lerentee McCray,DEN,"$515,668"
1426.0,Corey Brown,CAR,"$515,000"
,Marcus Roberson,STL,"$515,000"
1428.0,Andrew Norwell,CAR,"$514,000"
,Garry Gilliam,SEA,"$514,000"
1430.0,Albert Wilson,KAN,"$513,333"
,Ryan Hewitt,CIN,"$513,333"
,Isaiah Crowell,CLE,"$513,333"
1433.0,James Hurst,BAL,"$513,000"
1434.0,Jonotthan Harrison,IND,"$512,500"
,Trey Burton,PHI,"$512,500"
1436.0,Christian Jones,CHI,"$512,333"
1437.0,Kasim Edebali,NOR,"$512,000"
,Zach Kerr,IND,"$512,000"
,L.J. McCray,SFO,"$512,000"
1440.0,Brian Dixon,NOR,"$511,666"
,Tyler Shatley,JAX,"$511,666"
,Jayrone Elliott,GNB,"$511,666"
,Damien Williams,MIA,"$511,666"
,Allen Hurns,JAX,"$511,666"
1445.0,Juwan Thompson,DEN,"$511,166"
,Mike Pennel,GNB,"$511,166"
1447.0,Brock Coyle,SEA,"$511,000"
,Zach Orr,BAL,"$511,000"
1449.0,Cairo Santos,KAN,"$510,666"
1450.0,Chandler Catanzaro,ARI,"$510,500"
1451.0,Nevin Lawson,DET,"$510,146"
,Brent Urban,BAL,"$510,146"
1453.0,Daniel Sorensen,KAN,"$510,000"
,Demontre Hurst,CHI,"$510,000"
,Tress Way,WAS,"$510,000"
,Orleans Darkwa,NYG,"$510,000"
,Jake Matthews,ATL,"$510,000"
,B.J. Daniels,2TM,"$510,000"
,Branden Oliver,SDG,"$510,000"
,Marcus Burley,SEA,"$510,000"
,William Compton,WAS,"$510,000"
,Ty Nsekhe,WAS,"$510,000"
,T.J. Fatinikun,TAM,"$510,000"
,Lamin Barrow,CHI,"$510,000"
,Jordan Devey,SFO,"$510,000"
,Brenton Bersin,CAR,"$510,000"
,Brittan Golden,ARI,"$510,000"
,Nic Jacobs,JAX,"$510,000"
,Jackson Jeffcoat,WAS,"$510,000"
,Jordan Gay,BUF,"$510,000"
,Brad Wing,NYG,"$510,000"
,Chris Smith,JAX,"$510,000"
,Cooper Helfet,SEA,"$510,000"
,Dustin Hopkins,WAS,"$510,000"
,Marcus Williams,NYJ,"$510,000"
,Adam Thielen,MIN,"$510,000"
,Davon Coleman,DAL,"$510,000"
,Jeremiah George,TAM,"$510,000"
,Andrew DePaola,TAM,"$510,000"
,Antonio Andrews,TEN,"$510,000"
,Nicholas Williams,KAN,"$510,000"
,David King,2TM,"$510,000"
,Chris McCain,MIA,"$510,000"
,Denico Autry,OAK,"$510,000"
,K'Waun Williams,CLE,"$510,000"
,Justin Perillo,GNB,"$510,000"
,Josh Mauro,ARI,"$510,000"
,Todd Davis,DEN,"$510,000"
,Demetrius Harris,KAN,"$510,000"
,Chris Hubbard,PIT,"$510,000"
,Ken Bishop,DAL,"$510,000"
,Chris Matthews,2TM,"$510,000"
,Ryan Jensen,BAL,"$510,000"
,James Stone,ATL,"$510,000"
,Kevin Norwood,CAR,"$510,000"
,T.J. Johnson,CIN,"$510,000"
,Brandon McManus,DEN,"$510,000"
,Steven Terrell,SEA,"$510,000"
,Kenjon Barner,PHI,"$510,000"
,Brandon Watts,MIN,"$510,000"
,Jumal Rolle,2TM,"$510,000"
,Devonta Freeman,ATL,"$510,000"
,Corey Fuller,DET,"$510,000"
,Zach Moore,MIN,"$510,000"
,Charcandrick West,KAN,"$510,000"
,T.J. Barnes,2TM,"$510,000"
,Malcolm Butler,NWE,"$510,000"
,Jeff Adams,HOU,"$510,000"
,Kerry Wynn,NYG,"$510,000"
,Matthew Masifilo,TAM,"$510,000"
,Cody Parkey,PHI,"$510,000"
,Darren Fells,ARI,"$510,000"
,Charles Johnson,MIN,"$510,000"
,Phillip Supernaw,TEN,"$510,000"
,Bruce Gaston,2TM,"$510,000"
,Austin Johnson,NOR,"$510,000"
,Colton Schmidt,BUF,"$510,000"
,Taylor Gabriel,CLE,"$510,000"
,Jacquies Smith,TAM,"$510,000"
,Terrance Mitchell,2TM,"$510,000"
,Kyle Miller,SDG,"$510,000"
,Tyler Patmon,2TM,"$510,000"
,Frankie Hammond,KAN,"$510,000"
,Nick Williams,ATL,"$510,000"
,Cordarro Law,SDG,"$510,000"
1526.0,Martavis Bryant,PIT,"$499,805"
1527.0,David Cobb,TEN,"$496,417"
1528.0,Rashad Greene,JAX,"$495,953"
1529.0,Ben Heeney,OAK,"$495,681"
1530.0,Martrell Spaight,WAS,"$494,487"
1531.0,Adrian Amos,CHI,"$493,070"
1532.0,MyCole Pruitt,MIN,"$492,647"
1533.0,Bobby McCain,MIA,"$492,072"
1534.0,Stefon Diggs,MIN,"$491,928"
1535.0,David Parry,IND,"$490,002"
1536.0,Kyle Emanuel,SDG,"$489,643"
1537.0,Tyeler Davison,NOR,"$489,306"
1538.0,Karlos Williams,BUF,"$488,838"
1539.0,Tony Lippett,MIA,"$488,690"
1540.0,C.J. Uzomah,CIN,"$488,190"
1541.0,JJ Nelson,ARI,"$487,450"
1542.0,Jesse James,PIT,"$487,228"
1543.0,Neiron Ball,OAK,"$486,331"
1544.0,Ryan Russell,DAL,"$485,746"
1545.0,Lorenzo Doss,DEN,"$484,303"
1546.0,Bradley Pinion,SFO,"$483,550"
1547.0,Damian Swann,NOR,"$481,807"
1548.0,Michael Burton,DET,"$481,089"
1549.0,Jake Stoneburner,MIA,"$480,000"
,Josh McNary,IND,"$480,000"
1551.0,Joe Cardona,NWE,"$477,500"
1552.0,Cameron Artis-Payne,CAR,"$476,563"
,James O'Shaughnessy,KAN,"$476,563"
,Keith Mumphery,HOU,"$476,563"
,D.J. Alexander,KAN,"$476,563"
,David Mayo,CAR,"$476,563"
,Nick Boyle,BAL,"$476,563"
,Tye Smith,SEA,"$476,563"
1559.0,Keith Reaser,SFO,"$476,200"
1560.0,Deiontrez Mount,TEN,"$472,038"
1561.0,Michael Bennett,JAX,"$469,674"
1562.0,Kyshoen Jarrett,WAS,"$468,907"
1563.0,Tayo Fabuluje,CHI,"$467,841"
1564.0,Geremy Davis,NYG,"$466,770"
1565.0,Tony Steward,BUF,"$465,957"
1566.0,Ian Silberman,SFO,"$465,419"
1567.0,Kenneth Acker,SFO,"$465,150"
1568.0,Darius Philon,SDG,"$465,146"
1569.0,Malcolm Johnson,CLE,"$464,862"
1570.0,Derron Smith,CIN,"$464,658"
1571.0,Leterrius Walton,PIT,"$464,232"
1572.0,Quandre Diggs,DET,"$463,838"
1573.0,Darius Kilgo,DEN,"$462,889"
1574.0,Darren Waller,BAL,"$462,774"
1575.0,Josh Robinson,IND,"$462,042"
1576.0,Aaron Ripkowski,GNB,"$461,599"
1577.0,Andy Gallik,TEN,"$460,368"
1578.0,Brandon Copeland,DET,"$460,000"
1579.0,Kennard Backman,GNB,"$457,621"
,Christian Covington,HOU,"$457,621"
,Kristjan Sokoli,SEA,"$457,621"
,Rakeem Nunez-Roches,KAN,"$457,621"
,Cody Wichmann,STL,"$457,621"
1584.0,Bryce Hager,STL,"$453,035"
1585.0,Bobby Hart,NYG,"$452,897"
1586.0,Austin Shepherd,MIN,"$452,423"
1587.0,Marcus Murphy,NOR,"$452,322"
1588.0,Edmond Robinson,MIN,"$452,078"
1589.0,Mario Alford,CIN,"$449,776"
1590.0,Corey Robinson,DET,"$449,477"
1591.0,Dexter McDonald,OAK,"$449,212"
1592.0,Trenton Brown,SFO,"$448,973"
1593.0,Geoff Swaim,DAL,"$448,683"
1594.0,Denzell Goode,IND,"$448,196"
1595.0,Trevor Siemian,DEN,"$448,195"
1596.0,Glenn Winston,CLE,"$447,529"
1597.0,Lonnie Ballentine,HOU,"$446,474"
,Demetrius Rhaney,STL,"$446,474"
1599.0,La'el Collins,DAL,"$442,000"
1600.0,Alani Fua,ARI,"$440,666"
1601.0,Dean Marlowe,CAR,"$440,000"
,Thomas Rawls,SEA,"$440,000"
,David Andrews,NWE,"$440,000"
1604.0,Thurston Armbrister,JAX,"$439,166"
1605.0,Delvin Breaux,NOR,"$439,000"
1606.0,Zach Vigil,MIA,"$438,333"
,Lucky Whitehead,DAL,"$438,333"
,Kaleb Eulls,NOR,"$438,333"
1609.0,Jarryd Hayne,SFO,"$437,666"
,Xavier Williams,ARI,"$437,666"
1611.0,Tavaris Barnes,NOR,"$437,500"
,A.J. Tarpley,BUF,"$437,500"
,Bryce Callahan,CHI,"$437,500"
,Darrell Williams,STL,"$437,500"
1615.0,Cody Riggs,TEN,"$437,333"
,DeAndrew White,SFO,"$437,333"
1617.0,Bradley Marquez,STL,"$437,166"
1618.0,Tyler Varga,IND,"$437,000"
,Greg Mancz,HOU,"$437,000"
,Cameron Meredith,CHI,"$437,000"
,Quinton Spain,TEN,"$437,000"
1622.0,Corey Grant,JAX,"$436,666"
,Zach Zenner,DET,"$436,666"
,Bobby Richardson,NOR,"$436,666"
,Ladarius Gunter,GNB,"$436,666"
,Josh Lambo,SDG,"$436,666"
,John Timu,CHI,"$436,666"
,Nick Dzubnar,SDG,"$436,666"
,Nick Marshall,JAX,"$436,666"
1630.0,Tyler Murphy,PIT,"$436,500"
1631.0,Tyrell Williams,SDG,"$436,166"
,Alonzo Harris,GNB,"$436,166"
1633.0,Kenny Anunike,DEN,"$435,833"
,Carlos Thompson,HOU,"$435,833"
,Brandon Wegher,CAR,"$435,833"
1636.0,Cameron Lynch,STL,"$435,666"
,Kendall Lamm,HOU,"$435,666"
1638.0,Neville Hewitt,MIA,"$435,333"
,Matt Darr,MIA,"$435,333"
1640.0,Jay Ajayi,MIA,"$435,144"
1641.0,Willie Snead,NOR,"$435,000"
,E.J. Bibbs,CLE,"$435,000"
,Jalen Collins,ATL,"$435,000"
,Raheem Mostert,3TM,"$435,000"
,Nikita Whitlock,NYG,"$435,000"
,Ryan Delaire,CAR,"$435,000"
,Quincy Enunwa,NYJ,"$435,000"
,Drew Nowak,SEA,"$435,000"
,Obum Gwacham,NOR,"$435,000"
,Travis Coons,CLE,"$435,000"
,John Crockett,GNB,"$435,000"
,Houston Bates,WAS,"$435,000"
,Jamie Meder,CLE,"$435,000"
,James Winchester,KAN,"$435,000"
,Terron Ward,ATL,"$435,000"
,Shaquil Barrett,DEN,"$435,000"
,Josh Walker,GNB,"$435,000"
,Kyle Brindza,TAM,"$435,000"
,Ronald Martin,NYJ,"$435,000"
,Vic Beasley,ATL,"$435,000"
,Deshazor Everett,WAS,"$435,000"
,Uani Unga,NYG,"$435,000"
,Josh Andrews,PHI,"$435,000"
,Mitchell Henry,DEN,"$435,000"
,Grady Jarrett,ATL,"$435,000"
,Bennie Fowler,DEN,"$435,000"
,Brent Qvale,NYJ,"$435,000"
,Jake Schum,TAM,"$435,000"
,Dashaun Phillips,WAS,"$435,000"
,T.Y. McGill,IND,"$435,000"
,Shayne Skov,SFO,"$435,000"
,Justin Coleman,NWE,"$435,000"
,Tevin Coleman,ATL,"$435,000"
,Harold Jones-Quartey,CHI,"$435,000"
,Robenson Therezie,ATL,"$435,000"
,Mike Purcell,SFO,"$435,000"
,Alejandro Villanueva,PIT,"$435,000"
,Ross Cockrell,PIT,"$435,000"
,Ricardo Allen,ATL,"$435,000"
,Rufus Johnson,NWE,"$435,000"
,Rashad Ross,WAS,"$435,000"
,Jerome Cunningham,NYG,"$435,000"
,Jeremiah Warren,TAM,"$435,000"
,Rick Lovato,GNB,"$435,000"
,Zach Hocker,2TM,"$435,000"
,Adam Humphries,TAM,"$435,000"
,Andrew Franks,MIA,"$435,000"
,Khari Lee,CHI,"$435,000"
,Matt Paradis,DEN,"$435,000"
,Brandon Coleman,NOR,"$435,000"
,Denzel Rice,PHI,"$435,000"
,Brian Parker,KAN,"$435,000"
,Roosevelt Nix,PIT,"$435,000"
,Sheldon Price,IND,"$435,000"
,James Ferentz,DEN,"$435,000"
,Terrance Magee,BAL,"$435,000"
,Justin Hardy,ATL,"$435,000"
,Carlos Fields,WAS,"$435,000"
,Matt Hazel,MIA,"$435,000"
,Jason Myers,JAX,"$435,000"
,Dion Bailey,2TM,"$435,000"
,Gabe Ikard,2TM,"$435,000"
,Kourtnei Brown,TAM,"$435,000"
,Zac Kerin,MIN,"$435,000"
,Charley Hughlett,CLE,"$435,000"
,Seth Roberts,OAK,"$435,000"
,Jordan Berry,PIT,"$435,000"
,Marcel Jensen,WAS,"$435,000"
,Anthony Harris,MIN,"$435,000"
,Earl Okine,IND,"$435,000"
,Michael Williams,NWE,"$435,000"
,Jared Abbrederis,GNB,"$435,000"
1713.0,Charles Gaines,CLE,"$410,475"
1714.0,Mark Nzeocha,DAL,"$409,793"
1715.0,Chandler Worthy,HOU,"$409,411"
1716.0,Trey Watts,STL,"$392,000"
1717.0,IK Enemkpali,BUF,"$390,000"
1718.0,Cornelius Washington,CHI,"$387,887"
1719.0,Ryan Griffin,HOU,"$381,611"
1720.0,Sam Barrington,GNB,"$374,191"
1721.0,David Molk,PHI,"$361,941"
1722.0,Chris Owens,NOR,"$348,000"
1723.0,Chris Davis,SFO,"$335,000"
1724.0,Anthony Denham,HOU,"$333,000"
1725.0,Cortland Finnegan,CAR,"$255,882"
1726.0,Kerwynn Williams,ARI,"$150,000"
1727.0,Robert McClain,CAR,"$131,470"
1728.0,Rontez Miles,NYJ,"$112,200"
,Rod Smith,2TM,"$112,200"
,Ed Reynolds,PHI,"$112,200"
,Kawann Short,CAR,"$112,200"
,Je'Ron Hamm,WAS,"$112,200"
,Justin Staples,TEN,"$112,200"
,Trey Williams,IND,"$112,200"
,Doug Worthington,STL,"$112,200"
,Rannell Hall,CLE,"$112,200"
,Tyreek Burwell,SDG,"$112,200"
,Kendall Gaskins,SFO,"$112,200"
,Justice Cunningham,STL,"$112,200"
,Mike Catapano,NYJ,"$112,200"
,Kevin Williams,NOR,"$112,200"
,L.J. Fort,PIT,"$112,200"
,Taiwan Jones,OAK,"$112,200"
,Keith Smith,DAL,"$112,200"
,Malcolm Brown,STL,"$112,200"
,Adrian Phillips,SDG,"$112,200"
,Terrance Plummer,WAS,"$112,200"
,Rico Richardson,TEN,"$112,200"
,Jordan Williams,MIA,"$112,200"
,C.B. Bryant,STL,"$112,200"
,Donteea Dye,TAM,"$112,200"
,Damion Square,SDG,"$112,200"
,Michael Ola,2TM,"$112,200"
,Kaelin Clay,BAL,"$112,200"
,Josh Shirley,TAM,"$112,200"
,Shelby Harris,OAK,"$112,200"
,Cameron Brate,TAM,"$112,200"
,Tevin McDonald,OAK,"$112,200"
,Wes Saxton,NYJ,"$112,200"
,Wesley Johnson,NYJ,"$112,200"
,Howard Jones,TAM,"$112,200"
,Greg Ducre,SDG,"$112,200"
,Reid Fragel,TAM,"$112,200"
,Andrew Tiller,SFO,"$112,200"
,Josh Keyes,TAM,"$112,200"
,Marcus Cromartie,SFO,"$112,200"
,Javontee Herndon,SDG,"$112,200"
,Robert Thomas,MIA,"$112,200"
,Jude Adjei-Barimah,TAM,"$112,200"
,Quinton Dunbar,WAS,"$112,200"
,Kasen Williams,SEA,"$112,200"
,Eric Pinkins,SEA,"$112,200"
,Josh Aubrey,TEN,"$112,200"
,Kevin Smith,SEA,"$112,200"
,Walt Powell,BUF,"$112,200"
,Randall Evans,PHI,"$112,200"
1777.0,Tre McBride,TEN,"$102,200"
