Rk,Unnamed: 1,Tm,Cap Hit
568.0,Jay Ratliff,CHI,"$1,859,375"
569.0,Dee Ford,KAN,"$1,854,250"
570.0,A.J. Hawk,CIN,"$1,850,000"
,Ted Ginn,CAR,"$1,850,000"
572.0,James Starks,GNB,"$1,837,500"
573.0,Kevin Johnson,HOU,"$1,827,166"
574.0,Kellen Clemens,SDG,"$1,822,500"
575.0,Darqueze Dennard,CIN,"$1,813,386"
576.0,Dwayne Harris,NYG,"$1,800,000"
,Roman Harper,CAR,"$1,800,000"
578.0,Jason Verrett,SDG,"$1,792,955"
579.0,Arik Armstead,SFO,"$1,789,567"
580.0,Marcus Smith,PHI,"$1,772,520"
581.0,Matt Slater,NWE,"$1,766,666"
582.0,Derek Anderson,CAR,"$1,764,000"
583.0,Rob Housler,2TM,"$1,760,000"
584.0,Deone Bucannon,ARI,"$1,752,091"
585.0,Jerome Felton,BUF,"$1,750,000"
,Josh Mauga,KAN,"$1,750,000"
,Dwan Edwards,CAR,"$1,750,000"
,B.J. Raji,GNB,"$1,750,000"
,Darian Stewart,DEN,"$1,750,000"
,Blaine Gabbert,SFO,"$1,750,000"
,Tyrunn Walker,DET,"$1,750,000"
,Khalif Barnes,OAK,"$1,750,000"
,Andrew Quarless,GNB,"$1,750,000"
,Vance Walker,DEN,"$1,750,000"
595.0,Bruce Miller,SFO,"$1,746,500"
596.0,Marcus Peters,KAN,"$1,742,574"
597.0,Chris Canty,BAL,"$1,735,000"
598.0,Dwayne Allen,IND,"$1,717,826"
599.0,Josh Robinson,MIN,"$1,716,250"
600.0,Cameron Erving,CLE,"$1,714,375"
601.0,Brian Quick,STL,"$1,713,918"
602.0,Trumaine Johnson,STL,"$1,709,794"
603.0,Akeem Dent,HOU,"$1,709,375"
604.0,Nelson Agholor,PHI,"$1,704,977"
605.0,Olivier Vernon,MIA,"$1,701,520"
606.0,Jacoby Jones,2TM,"$1,700,000"
607.0,Coby Fleener,IND,"$1,699,615"
608.0,Brandon Brooks,HOU,"$1,696,359"
609.0,Cedric Ogbuehi,CIN,"$1,695,000"
610.0,Demario Davis,NYJ,"$1,686,490"
611.0,Courtney Upshaw,BAL,"$1,685,313"
612.0,Mohamed Sanu,CIN,"$1,682,813"
613.0,Akiem Hicks,2TM,"$1,677,725"
614.0,Bud Dupree,PIT,"$1,676,778"
615.0,William Gay,PIT,"$1,666,668"
616.0,Jonathan Casillas,NYG,"$1,666,666"
617.0,Chris Givens,2TM,"$1,666,257"
618.0,Lamar Miller,MIA,"$1,663,500"
619.0,Ben Jones,HOU,"$1,662,362"
620.0,Dominique Easley,NWE,"$1,659,898"
621.0,Shane Ray,DEN,"$1,657,980"
622.0,Nigel Bradham,BUF,"$1,656,356"
623.0,Coty Sensabaugh,TEN,"$1,650,023"
624.0,David Bruton,DEN,"$1,650,000"
625.0,Jarius Wright,MIN,"$1,647,027"
626.0,Mitchell Schwartz,CLE,"$1,645,267"
627.0,Jared Crick,HOU,"$1,639,875"
628.0,Rashean Mathis,DET,"$1,625,000"
629.0,Andre Branch,JAX,"$1,619,525"
630.0,Mike Daniels,GNB,"$1,617,146"
,Rhett Ellison,MIN,"$1,617,146"
632.0,Jimmie Ward,SFO,"$1,616,485"
633.0,Shaq Thompson,CAR,"$1,601,586"
634.0,Andrew Gachkar,DAL,"$1,600,000"
,Justin Forsett,BAL,"$1,600,000"
636.0,Malik Jackson,DEN,"$1,595,403"
637.0,Robert Blanton,MIN,"$1,594,763"
638.0,Josh Norman,CAR,"$1,591,750"
639.0,Janoris Jenkins,STL,"$1,587,829"
640.0,George Iloka,CIN,"$1,582,075"
641.0,Bradley Roby,DEN,"$1,580,120"
642.0,Michael Hoomanawanui,2TM,"$1,580,000"
643.0,Alfred Morris,WAS,"$1,572,775"
644.0,Amini Silatolu,CAR,"$1,570,897"
645.0,Danny Trevathan,DEN,"$1,568,018"
646.0,Byron Jones,DAL,"$1,563,989"
647.0,Teddy Bridgewater,MIN,"$1,556,705"
648.0,J.R. Sweezy,SEA,"$1,556,212"
649.0,Laken Tomlinson,DET,"$1,554,589"
650.0,Kelvin Beachum,PIT,"$1,553,474"
651.0,Andre Caldwell,DEN,"$1,550,000"
,Trumaine McBride,NYG,"$1,550,000"
,Chris Chester,ATL,"$1,550,000"
654.0,Cordy Glenn,BUF,"$1,548,012"
655.0,Andre Holmes,OAK,"$1,542,000"
,Jaiquawn Jarrett,NYJ,"$1,542,000"
,Brandon Boykin,PIT,"$1,542,000"
,Robert Golden,PIT,"$1,542,000"
,Johnson Bademosi,CLE,"$1,542,000"
,Billy Winn,IND,"$1,542,000"
,Antwon Blake,PIT,"$1,542,000"
,Mike Harris,MIN,"$1,542,000"
,Kai Forbath,2TM,"$1,542,000"
,Cory Harkey,STL,"$1,542,000"
,Lance Dunbar,DAL,"$1,542,000"
,Corey White,2TM,"$1,542,000"
,Will Johnson,PIT,"$1,542,000"
,Bobby Rainey,TAM,"$1,542,000"
,Larry Asante,OAK,"$1,542,000"
,Don Barclay,GNB,"$1,542,000"
,Marquette King,OAK,"$1,542,000"
,Gino Gradkowski,ATL,"$1,542,000"
673.0,Darrel Young,WAS,"$1,533,334"
674.0,Charles Tillman,CAR,"$1,531,250"
675.0,Sterling Moore,TAM,"$1,525,000"
676.0,Ed Dickson,CAR,"$1,516,666"
677.0,Colin Cole,CAR,"$1,505,000"
678.0,Tony McDaniel,TAM,"$1,500,000"
,Karl Klug,TEN,"$1,500,000"
,Luke Stocker,TAM,"$1,500,000"
,Chris Conte,TAM,"$1,500,000"
,Anthony Sherman,KAN,"$1,500,000"
,Isa Abdul-Quddus,DET,"$1,500,000"
,Jon Ryan,SEA,"$1,500,000"
,Andy Levitre,ATL,"$1,500,000"
,Tarvaris Jackson,SEA,"$1,500,000"
,Clay Harbor,JAX,"$1,500,000"
688.0,John Hughes,CLE,"$1,496,035"
689.0,Ian Williams,SFO,"$1,495,834"
690.0,Jonathan Cyprien,JAX,"$1,491,574"
691.0,Arthur Moats,PIT,"$1,483,333"
692.0,Justin Hunter,TEN,"$1,479,313"
693.0,Phillip Dorsett,IND,"$1,479,166"
694.0,Jeff Allen,KAN,"$1,477,580"
695.0,Byron Bell,TEN,"$1,475,000"
696.0,Bobby Massie,ARI,"$1,471,433"
697.0,Zach Ertz,PHI,"$1,467,054"
698.0,Kyle Arrington,BAL,"$1,466,666"
699.0,Nick Folk,NYJ,"$1,463,333"
700.0,Allen Barbre,PHI,"$1,450,000"
701.0,Alshon Jeffery,CHI,"$1,447,036"
702.0,Darius Slay,DET,"$1,442,537"
703.0,Damarious Randall,GNB,"$1,439,224"
704.0,Matt Prater,DET,"$1,437,500"
705.0,DeAngelo Williams,PIT,"$1,435,000"
706.0,Darrell Stuckey,SDG,"$1,433,750"
707.0,Ryan Harris,DEN,"$1,420,000"
708.0,Manti Te'o,SDG,"$1,410,660"
709.0,Stephone Anthony,NOR,"$1,405,766"
710.0,Chris Clark,HOU,"$1,400,000"
,Justin Durant,ATL,"$1,400,000"
,Chris Maragos,PHI,"$1,400,000"
,John Jerry,NYG,"$1,400,000"
714.0,Derek Wolfe,DEN,"$1,397,881"
715.0,Malcom Brown,NWE,"$1,384,223"
716.0,Colt McCoy,WAS,"$1,375,000"
717.0,Geno Smith,NYJ,"$1,368,983"
718.0,Matt Bryant,ATL,"$1,350,000"
,Josh Brown,NYG,"$1,350,000"
,Marcus Easley,BUF,"$1,350,000"
721.0,Tank Carradine,SFO,"$1,349,367"
722.0,Tavon Wilson,NWE,"$1,342,057"
723.0,Kurt Coleman,CAR,"$1,340,625"
724.0,Tim Masthay,GNB,"$1,340,000"
725.0,Robert Woods,BUF,"$1,327,302"
726.0,Kendall Reyes,SDG,"$1,313,453"
727.0,Matt Overton,IND,"$1,300,000"
,Marshall Newhouse,NYG,"$1,300,000"
729.0,Johnthan Banks,TAM,"$1,288,997"
730.0,Tyvon Branch,KAN,"$1,287,500"
731.0,Anthony Dixon,BUF,"$1,266,666"
,Kendrick Lewis,BAL,"$1,266,666"
733.0,Xavier Su'a-Filo,HOU,"$1,261,727"
734.0,Demarcus Lawrence,DAL,"$1,251,511"
735.0,Cody Wallace,PIT,"$1,250,000"
,Nate Irving,IND,"$1,250,000"
,Marcus Sherels,MIN,"$1,250,000"
,Sean Lissemore,SDG,"$1,250,000"
,Major Wright,TAM,"$1,250,000"
,James Casey,DEN,"$1,250,000"
,James Harrison,PIT,"$1,250,000"
742.0,Joel Bitonio,CLE,"$1,241,295"
743.0,Frank Kearse,WAS,"$1,230,000"
744.0,Zach Brown,TEN,"$1,227,640"
745.0,Derek Carr,OAK,"$1,220,864"
746.0,Jeron Johnson,WAS,"$1,209,375"
747.0,Scott Tolzien,GNB,"$1,200,000"
,Zak DeOssie,NYG,"$1,200,000"
,Albert McClellan,BAL,"$1,200,000"
,Mark Herzlich,NYG,"$1,200,000"
,George Selvie,NYG,"$1,200,000"
,Gary Barnidge,CLE,"$1,200,000"
,Leger Douzable,NYJ,"$1,200,000"
754.0,Kevin Minter,ARI,"$1,197,354"
755.0,Kedric Golston,WAS,"$1,195,000"
756.0,Austin Seferian-Jenkins,TAM,"$1,194,301"
757.0,John Denney,MIA,"$1,180,000"
758.0,Marqise Lee,JAX,"$1,175,914"
759.0,Nick Bellore,SFO,"$1,170,000"
760.0,Brandon Myers,TAM,"$1,166,666"
761.0,Kyle Van Noy,DET,"$1,159,568"
762.0,Darren McFadden,DAL,"$1,150,000"
,Brad Jones,PHI,"$1,150,000"
764.0,Gavin Escobar,DAL,"$1,148,317"
765.0,Desmond Trufant,ATL,"$1,147,372"
766.0,Husain Abdullah,KAN,"$1,145,000"
767.0,Lamarcus Joyner,STL,"$1,143,223"
768.0,Jon Condo,OAK,"$1,127,500"
769.0,Jimmy Clausen,2TM,"$1,125,000"
770.0,Jordan Matthews,PHI,"$1,124,834"
771.0,Bryan Braman,PHI,"$1,120,000"
,L.P. Ladouceur,DAL,"$1,120,000"
,Joe Berger,MIN,"$1,120,000"
774.0,Brock Osweiler,DEN,"$1,118,944"
775.0,Landon Collins,NYG,"$1,112,828"
776.0,Nick Sundberg,WAS,"$1,112,500"
777.0,Weston Richburg,NYG,"$1,108,489"
778.0,Matthew Bosher,ATL,"$1,105,000"
779.0,Donovan Smith,TAM,"$1,103,429"
780.0,Terrell McClain,DAL,"$1,100,000"
,Richie Incognito,BUF,"$1,100,000"
,Kroy Biermann,ATL,"$1,100,000"
783.0,Johnathan Hankins,NYG,"$1,099,278"
784.0,Mario Edwards,OAK,"$1,094,029"
785.0,Cyrus Kouandjio,BUF,"$1,092,914"
786.0,Ryan Allen,NWE,"$1,085,500"
787.0,Vinny Curry,PHI,"$1,076,038"
788.0,T.J. Yeldon,JAX,"$1,075,231"
789.0,Jonathan Bostic,NWE,"$1,074,763"
790.0,Paul Richardson,SEA,"$1,071,099"
791.0,Jon Dorenbos,PHI,"$1,070,000"
792.0,Devin Smith,NYJ,"$1,067,712"
793.0,Andrew Sendejo,MIN,"$1,066,668"
794.0,Kelechi Osemele,BAL,"$1,064,595"
795.0,Matt Spaeth,PIT,"$1,062,500"
796.0,Casey Hayward,GNB,"$1,053,154"
797.0,Preston Smith,WAS,"$1,050,791"
798.0,David Amerson,2TM,"$1,050,246"
799.0,Lawrence Guy,BAL,"$1,050,000"
800.0,Stephon Tuitt,PIT,"$1,047,601"
801.0,Garrison Sanborn,BUF,"$1,047,500"
802.0,Rueben Randle,NYG,"$1,047,432"
803.0,Brandon Bolden,NWE,"$1,035,000"
804.0,Eddie Goldman,CHI,"$1,033,875"
805.0,Le'Veon Bell,PIT,"$1,032,082"
806.0,Stevan Ridley,NYJ,"$1,031,250"
807.0,Jamie Collins,NWE,"$1,025,727"
808.0,Mario Addison,CAR,"$1,020,000"
809.0,Dorial Green-Beckham,TEN,"$1,018,836"
810.0,Ramon Humber,NOR,"$1,017,000"
811.0,Trent Murphy,WAS,"$1,016,545"
812.0,Devin Funchess,CAR,"$1,003,797"
813.0,Margus Hunt,CIN,"$1,001,209"
814.0,Leonard Johnson,NWE,"$1,000,000"
,Jonathan Freeny,NWE,"$1,000,000"
,Brent Grimes,MIA,"$1,000,000"
,Mike Morgan,SEA,"$1,000,000"
,Adrian Clayborn,ATL,"$1,000,000"
,Jacob Tamme,ATL,"$1,000,000"
,Chris Jones,DAL,"$1,000,000"
,Anthony Levine,BAL,"$1,000,000"
822.0,Garrett Reynolds,STL,"$999,999"
823.0,Timmy Jernigan,BAL,"$996,114"
824.0,J.J. Jansen,CAR,"$995,000"
,Don Carey,DET,"$995,000"
826.0,Jamar Taylor,MIA,"$988,950"
827.0,Louis Murphy,TAM,"$987,500"
828.0,Vance McDonald,SFO,"$981,594"
829.0,Brett Goode,GNB,"$976,250"
830.0,Benardrick McKinney,HOU,"$971,840"
831.0,Marlon Brown,BAL,"$969,335"
,Arthur Brown,BAL,"$969,335"
833.0,Lance Louis,IND,"$966,250"
834.0,Hau'oli Kikaha,NOR,"$957,511"
835.0,Jason Fox,MIA,"$957,500"
836.0,LeGarrette Blount,NWE,"$955,882"
837.0,Jeremiah Attaochu,SDG,"$955,250"
838.0,Eric Winston,CIN,"$950,000"
839.0,Ronnie Hillman,DEN,"$942,708"
840.0,Jon Weeks,HOU,"$938,750"
841.0,Eric Kendricks,MIN,"$937,440"
842.0,Aaron Dobson,NWE,"$935,010"
843.0,Ego Ferguson,CHI,"$934,819"
844.0,Andrew Gardner,PHI,"$931,045"
845.0,Isaiah Pead,STL,"$929,200"
846.0,Eddie Lacy,GNB,"$925,203"
847.0,Ricardo Mathews,SDG,"$920,000"
,Giovani Bernard,CIN,"$920,000"
,Cedric Peerman,CIN,"$920,000"
850.0,Tyrone Crawford,DAL,"$918,813"
851.0,Jaquiski Tartt,SFO,"$915,821"
852.0,Troy Niklas,ARI,"$914,386"
853.0,Clark Harris,CIN,"$900,000"
854.0,Davante Adams,GNB,"$893,955"
855.0,Eric Rowe,PHI,"$887,248"
856.0,Tyrod Taylor,BUF,"$883,333"
857.0,Mike Windt,SDG,"$882,500"
858.0,Tanner Purdum,NYJ,"$877,500"
859.0,Bryan Anger,JAX,"$875,480"
860.0,Mitch Unrein,2TM,"$875,000"
,Justin Drescher,NOR,"$875,000"
862.0,Bishop Sankey,TEN,"$873,522"
863.0,Jason Trusnik,MIN,"$870,000"
,Colin Jones,CAR,"$870,000"
,Alex Smith,WAS,"$870,000"
,Eric Weems,ATL,"$870,000"
,Tyler Polumbus,2TM,"$870,000"
868.0,Denzel Perryman,SDG,"$868,449"
869.0,Marlon Moore,CLE,"$866,666"
870.0,Josh LeRibeus,WAS,"$864,081"
871.0,David Johnson,SDG,"$860,000"
872.0,Tyrann Mathieu,ARI,"$855,937"
873.0,Richie Brockel,CAR,"$855,000"
874.0,Travis Kelce,KAN,"$853,826"
875.0,Jeremy Hill,CIN,"$853,091"
876.0,Jake McQuaide,STL,"$850,000"
877.0,Mitch Morse,KAN,"$849,649"
878.0,Dwayne Gratz,JAX,"$849,394"
879.0,Larry Warford,DET,"$849,250"
,LaAdrian Waddle,2TM,"$849,250"
881.0,Clint Gresham,SEA,"$845,000"
,Aaron Brewer,DEN,"$845,000"
883.0,Donald Stephenson,KAN,"$844,375"
884.0,Cody Latimer,DEN,"$842,875"
885.0,Kavell Conner,SDG,"$840,000"
886.0,Carlos Hyde,SFO,"$836,745"
887.0,Ronald Darby,BUF,"$830,853"
888.0,Beau Brinkley,TEN,"$828,000"
889.0,Jarvis Jenkins,CHI,"$825,000"
,Trevor Robinson,SDG,"$825,000"
,Mike Jenkins,TAM,"$825,000"
892.0,Mike Martin,TEN,"$821,890"
893.0,Frank Zombo,KAN,"$820,000"
894.0,Will Blackmon,WAS,"$818,823"
895.0,Bennie Logan,PHI,"$818,523"
896.0,Sean Spence,PIT,"$816,345"
897.0,Jack Mewhort,IND,"$812,228"
898.0,Nate Orchard,CLE,"$812,055"
899.0,Kyle Nelson,SFO,"$810,000"
900.0,Kony Ealy,CAR,"$806,098"
901.0,Matt Asiata,MIN,"$800,000"
902.0,Allen Robinson,JAX,"$797,925"
903.0,Jayron Hosley,NYG,"$796,250"
904.0,Kiko Alonso,PHI,"$795,946"
905.0,Brandon Thompson,CIN,"$795,300"
906.0,Sam Young,JAX,"$795,000"
907.0,Jordan Phillips,MIA,"$793,256"
908.0,Jimmy Garoppolo,NWE,"$791,795"
909.0,Teddy Williams,CAR,"$790,000"
910.0,Jarvis Landry,MIA,"$789,753"
911.0,Blidi Wreh-Wilson,TEN,"$789,416"
912.0,Tony Bergstrom,OAK,"$786,504"
913.0,Justin Britt,SEA,"$785,666"
914.0,Josh Bynes,DET,"$785,000"
915.0,Terrance Williams,DAL,"$779,868"
916.0,Travis Benjamin,CLE,"$779,250"
917.0,Brian Winters,NYJ,"$778,969"
918.0,Omar Bolden,DEN,"$778,607"
919.0,Kirk Cousins,WAS,"$778,172"
920.0,Jake Fisher,CIN,"$774,458"
921.0,Ladarius Green,SDG,"$772,725"
922.0,Kyle Wilber,DAL,"$769,805"
923.0,Terron Armstead,NOR,"$769,359"
924.0,Keenan Robinson,WAS,"$765,027"
925.0,Marquise Goodwin,BUF,"$764,719"
926.0,Dallas Thomas,MIA,"$761,594"
927.0,Ron Brooks,BUF,"$760,135"
928.0,Bradley Sowell,ARI,"$760,000"
929.0,Ameer Abdullah,DET,"$755,659"
930.0,Keenan Allen,SDG,"$753,450"
931.0,Markus Wheaton,PIT,"$752,844"
932.0,J.J. Wilcox,DAL,"$751,517"
933.0,Damontre Moore,2TM,"$748,813"
934.0,Chris Polk,HOU,"$747,500"
935.0,John Jenkins,NOR,"$746,890"
936.0,Logan Ryan,NWE,"$745,813"
937.0,Leonard Hankerson,3TM,"$745,000"
,Jamon Meredith,TEN,"$745,000"
,Lemuel Jeanpierre,SEA,"$745,000"
,O'Brien Schofield,ATL,"$745,000"
,Phillip Adams,ATL,"$745,000"
,Mike Person,ATL,"$745,000"
,Chris Carter,2TM,"$745,000"
,Kenrick Ellis,MIN,"$745,000"
,Jordan Norwood,DEN,"$745,000"
,Mason Foster,WAS,"$745,000"
,Kyle Love,CAR,"$745,000"
,Chris Clemons,ARI,"$745,000"
,Pierre Thomas,2TM,"$745,000"
,Jalil Brown,IND,"$745,000"
951.0,Travaris Cadet,3TM,"$742,500"
952.0,Jordan Reed,WAS,"$742,278"
953.0,Jordan Hill,SEA,"$741,035"
954.0,Shawn Williams,CIN,"$738,986"
955.0,Maxx Williams,BAL,"$736,861"
956.0,Knile Davis,KAN,"$736,504"
957.0,A.Q. Shipley,ARI,"$735,000"
,Kendall Hunter,NOR,"$735,000"
959.0,Kayvon Webster,DEN,"$731,950"
960.0,Hugh Thornton,IND,"$731,345"
961.0,Corey Lemonier,SFO,"$730,880"
962.0,C.J. Fiedorowicz,HOU,"$730,826"
963.0,Morgan Moses,WAS,"$729,394"
964.0,Stedman Bailey,STL,"$729,206"
965.0,Charles Sims,TAM,"$726,023"
966.0,Duron Harmon,NWE,"$724,000"
967.0,Greg Zuerlein,STL,"$723,307"
968.0,Billy Turner,MIA,"$723,000"
969.0,Will Davis,BAL,"$722,800"
970.0,D.J. Swearinger,2TM,"$722,391"
971.0,Rob Havenstein,STL,"$721,822"
972.0,Robert Alford,ATL,"$714,218"
973.0,Brandon Williams,BAL,"$713,750"
974.0,Tahir Whitehead,DET,"$713,000"
975.0,Marcus Martin,SFO,"$712,812"
976.0,Markus Golden,ARI,"$712,424"
977.0,Tim Barnes,STL,"$710,017"
978.0,Garrett Celek,SFO,"$710,000"
979.0,Christian Kirksey,CLE,"$707,625"
980.0,Dennis Kelly,PHI,"$707,200"
981.0,Jay Bromley,NYG,"$705,969"
982.0,Scott Crichton,MIN,"$705,507"
983.0,Randy Bullock,2TM,"$704,527"
984.0,Alex Okafor,ARI,"$703,607"
985.0,Jelani Jenkins,MIA,"$703,172"
986.0,Duke Williams,BUF,"$702,563"
987.0,Preston Brown,BUF,"$702,000"
988.0,Dion Sims,MIA,"$701,888"
989.0,Brian Schwenke,TEN,"$701,065"
990.0,Marvin Jones,CIN,"$700,700"
991.0,Dallas Reynolds,NYG,"$700,000"
992.0,Travis Swanson,DET,"$699,868"
993.0,Ty Sambrailo,DEN,"$699,264"
994.0,David Bakhtiari,GNB,"$698,850"
995.0,Ryan Nassib,NYG,"$698,400"
996.0,Shamarko Thomas,PIT,"$698,288"
997.0,Landry Jones,PIT,"$694,805"
998.0,Earl Watford,ARI,"$693,716"
999.0,Randy Gregory,DAL,"$693,624"
1000.0,Jeremy Lane,SEA,"$691,279"
1001.0,Keith Tandy,TAM,"$690,150"
1002.0,Gerald Hodges,2TM,"$690,027"
,Khaled Holmes,IND,"$690,027"
1004.0,Tre Mason,STL,"$689,410"
1005.0,J.C. Tretter,GNB,"$688,977"
1006.0,Justin Bethel,ARI,"$688,556"
1007.0,James Hanna,DAL,"$686,213"
1008.0,Ali Marpet,TAM,"$686,106"
1009.0,William Gholston,TAM,"$685,136"
1010.0,Chris Hairston,SDG,"$685,000"
,Steven Johnson,TEN,"$685,000"
,Bryan Walters,JAX,"$685,000"
1013.0,Dwight Freeney,ARI,"$684,705"
1014.0,Nate Ebner,NWE,"$684,150"
1015.0,Trent Robinson,WAS,"$683,438"
1016.0,Quinton Patton,SFO,"$682,875"
1017.0,Quinten Rollins,GNB,"$680,466"
1018.0,Brad Nortman,CAR,"$679,670"
1019.0,Frank Clark,SEA,"$678,586"
1020.0,Terrence Brooks,BAL,"$676,594"
1021.0,Jordan Richards,NWE,"$674,827"
1022.0,Travis Lewis,DET,"$674,793"
1023.0,Dexter McDougle,NYJ,"$674,719"
1024.0,Spencer Long,WAS,"$673,450"
1025.0,Rishard Matthews,MIA,"$673,403"
1026.0,Gabe Jackson,OAK,"$672,844"
1027.0,Akeem Spence,TAM,"$671,659"
1028.0,Will Sutton,CHI,"$671,517"
1029.0,Markus Kuhn,NYG,"$671,474"
1030.0,Kareem Martin,ARI,"$669,890"
1031.0,LaMarr Woodley,ARI,"$665,000"
,Dwight Lowery,IND,"$665,000"
,Stephen Bowen,NYJ,"$665,000"
,Chris Scott,CAR,"$665,000"
,Thomas Gafford,2TM,"$665,000"
,Kyle Wilson,NOR,"$665,000"
,Mike Leach,ARI,"$665,000"
,Greg Warren,PIT,"$665,000"
,Zackary Bowman,MIA,"$665,000"
,Morgan Cox,BAL,"$665,000"
,Josh Wilson,DET,"$665,000"
,Joe Webb,CAR,"$665,000"
,Darryl Tapp,DET,"$665,000"
,Jamarca Sanford,NOR,"$665,000"
,Will Tukuafu,SEA,"$665,000"
,Jamari Lattimore,NYJ,"$665,000"
,C.J. Mosley,MIA,"$665,000"
,Nick Hayden,DAL,"$665,000"
,Daniel Fells,NYG,"$665,000"
,Vlad Ducasse,CHI,"$665,000"
,Will Allen,PIT,"$665,000"
,Seyi Ajirotutu,PHI,"$665,000"
,Brandon Tate,CIN,"$665,000"
,Don Muhlbach,DET,"$665,000"
,Will Montgomery,CHI,"$665,000"
,Colt Anderson,IND,"$665,000"
,Sherrick McManis,CHI,"$665,000"
,Danny McCray,DAL,"$665,000"
,Luke McCown,NOR,"$665,000"
,Jason Avant,KAN,"$665,000"
,Dan Orlovsky,DET,"$665,000"
,Demarcus Dobbs,SEA,"$665,000"
,Alex Carrington,BUF,"$665,000"
,Pat Sims,CIN,"$665,000"
,Willie Colon,NYJ,"$665,000"
,Lance Moore,DET,"$665,000"
,Darrius Heyward-Bey,PIT,"$665,000"
1068.0,Josh Huff,PHI,"$663,986"
1069.0,Chris Watt,SDG,"$663,535"
1070.0,Ra'Shede Hageman,ATL,"$662,538"
1071.0,Donte Moncrief,IND,"$660,880"
1072.0,Devin Taylor,DET,"$660,146"
,Kyle Juszczyk,BAL,"$660,146"
1074.0,Bryce Brown,SEA,"$660,000"
,Jermelle Cudjo,DET,"$660,000"
,Allen Bradford,ATL,"$660,000"
,Brandon Weeden,2TM,"$660,000"
,Shaun Draughn,2TM,"$660,000"
,Audie Cole,MIN,"$660,000"
,Anthony McCoy,2TM,"$660,000"
,Chris Owusu,NYJ,"$660,000"
,Sealver Siliga,NWE,"$660,000"
,Marcus Thigpen,2TM,"$660,000"
,Robert Turbin,2TM,"$660,000"
,Bryce Harris,ATL,"$660,000"
,Zach Miller,CHI,"$660,000"
,Marc Mariani,CHI,"$660,000"
,Jamell Fleming,KAN,"$660,000"
,Mike Mohamed,NOR,"$660,000"
,Danny Lansanah,TAM,"$660,000"
,Jamize Olawale,OAK,"$660,000"
,James-Michael Johnson,3TM,"$660,000"
,Bernard Pierce,JAX,"$660,000"
,Jack Crawford,DAL,"$660,000"
,Scott Solomon,CLE,"$660,000"
,Michael Wilhoite,SFO,"$660,000"
,Tom Compton,WAS,"$660,000"
,Tank Carder,CLE,"$660,000"
,Austin Pasztor,CLE,"$660,000"
,Josh Bush,DEN,"$660,000"
,Patrick DiMarco,ATL,"$660,000"
,Preston Parker,NYG,"$660,000"
,Jaye Howard,KAN,"$660,000"
,Josh Bellamy,CHI,"$660,000"
,Ricardo Lockette,SEA,"$660,000"
,Duke Ihenacho,WAS,"$660,000"
,Winston Guy,IND,"$660,000"
,DeShawn Shead,SEA,"$660,000"
,Justin Trattou,MIN,"$660,000"
,Josh Harris,ATL,"$660,000"
1111.0,John Brown,ARI,"$657,725"
1112.0,Will Clarke,CIN,"$656,345"
1113.0,Brandon Linder,JAX,"$655,400"
1114.0,Phillip Gaines,KAN,"$655,278"
1115.0,Michael Schofield,DEN,"$652,300"
1116.0,Richard Rodgers,GNB,"$649,004"
1117.0,Jerick McKinnon,MIN,"$648,750"
1118.0,Trai Turner,CAR,"$644,950"
1119.0,Dri Archer,PIT,"$644,504"
1120.0,Sio Moore,IND,"$643,000"
1121.0,Denard Robinson,JAX,"$638,403"
1122.0,D'Joun Smith,IND,"$637,211"
1123.0,Tharold Simon,SEA,"$636,725"
1124.0,Crockett Gillmore,BAL,"$636,504"
1125.0,Jeremiah Poutasi,TEN,"$635,564"
1126.0,A.J. Cann,JAX,"$635,399"
1127.0,Stepfan Taylor,ARI,"$635,125"
1128.0,John Kuhn,GNB,"$635,000"
,Jeff Linkenbach,2TM,"$635,000"
,Fozzy Whittaker,CAR,"$635,000"
1131.0,Clive Walford,OAK,"$633,626"
1132.0,A.J. Klein,CAR,"$632,825"
1133.0,Joseph Randle,DAL,"$632,220"
1134.0,Cooper Taylor,NYG,"$631,813"
1135.0,Tyler Lockett,SEA,"$631,687"
1136.0,Jeff Locke,MIN,"$631,048"
1137.0,Quinton Dial,SFO,"$630,413"
1138.0,Luke Willson,SEA,"$629,633"
1139.0,Micah Hyde,GNB,"$629,527"
1140.0,Bruce Ellington,SFO,"$628,607"
1141.0,Justin Ellis,OAK,"$628,172"
1142.0,Jaelen Strong,HOU,"$627,995"
1143.0,Cassius Marsh,SEA,"$627,563"
1144.0,Maurice Alexander,STL,"$626,065"
1145.0,Hroniss Grasu,CHI,"$625,479"
1146.0,Sam Martin,DET,"$625,075"
1147.0,Jacquizz Rodgers,CHI,"$625,000"
,Kellen Davis,NYJ,"$625,000"
1149.0,Russell Bodine,CIN,"$624,114"
1150.0,DaQuan Jones,TEN,"$623,850"
1151.0,Jamon Brown,STL,"$623,704"
1152.0,Andre Williams,NYG,"$623,400"
1153.0,De'Anthony Thomas,KAN,"$623,027"
1154.0,Keith McGill,OAK,"$621,300"
1155.0,Keshawn Martin,NWE,"$621,176"
1156.0,Ricky Wagner,BAL,"$621,140"
,Josh Boyd,GNB,"$621,140"
1158.0,Ka'Deem Carey,CHI,"$620,845"
1159.0,Owamagbe Odighizuwa,NYG,"$620,125"
1160.0,Anthony Hitchens,DAL,"$618,716"
1161.0,Garrett Grayson,NOR,"$618,291"
