Rk,Player,Pos,Tm,Salary
,De'Vondre Campbell,OLB,ATL,"$630,000"
,Demarcus Robinson,WR,KAN,"$630,000"
,Seth Devalve,TE,CLE,"$630,000"
,LeShaun Sims,CB,TEN,"$630,000"
,Garrison Smith,DT,ARI,"$630,000"
,Taywan Taylor,WR,TEN,"$630,000"
,Eric Murray,CB,KAN,"$630,000"
,Trevor Williams,CB,LAC,"$630,000"
,Matt Judon,DE,BAL,"$630,000"
,Chris Moore,WR,BAL,"$630,000"
,Ben Braunecker,TE,CHI,"$630,000"
,Kentrell Brothers,ILB,MIN,"$630,000"
,Michael Palardy,P,CAR,"$630,000"
,Dean Lowry,DE,GNB,"$630,000"
,Senorise Perry,RB,MIA,"$630,000"
,Hassan Ridgeway,DT,IND,"$630,000"
,Jared Norris,ILB,CAR,"$630,000"
,Tyler Larsen,C,CAR,"$630,000"
,Tyreek Hill,WR,KAN,"$630,000"
,George Fant,T,SEA,"$630,000"
,Robert Kelley,RB,WAS,"$630,000"
,B.J. Goodson,OLB,NYG,"$630,000"
,Alan Cross,TE,TAM,"$630,000"
,Cory Littleton,LB,LAR,"$630,000"
,Joey Hunt,C,SEA,"$630,000"
,Jarrod Wilson,S,JAX,"$630,000"
,Luke Rhodes,LB,IND,"$630,000"
,Derek Watt,FB,LAC,"$630,000"
,Mike Jordan,DB,NYG,"$630,000"
,Christian Westerman,OG,CIN,"$630,000"
,Joey Bosa,DE,LAC,"$630,000"
,Tyler Ervin,RB,HOU,"$630,000"
,Olsen Pierre,DT,ARI,"$630,000"
,Clayton Fejedelem,FS,CIN,"$630,000"
,Dak Prescott,QB,DAL,"$630,000"
,Erik Harris,DB,OAK,"$630,000"
,Riley Dixon,P,NYG,"$630,000"
,Joel Heath,DT,HOU,"$630,000"
,Terrance Smith,LB,KAN,"$630,000"
,Geronimo Allison,WR,GNB,"$630,000"
,DeAndre Washington,RB,OAK,"$630,000"
,Wes Schweitzer,OT,ATL,"$630,000"
,Stephen Weatherly,OLB,MIN,"$630,000"
,Tajae Sharpe,WR,TEN,"$630,000"
,Justin March-Lillard,LB,DAL,"$630,000"
,Quinton Jefferson,DT,SEA,"$630,000"
,DeAndre Houston-Carson,FS,CHI,"$630,000"
,Antonio Morrison,ILB,GNB,"$630,000"
,Brennan Scarlett,LB,HOU,"$630,000"
,Austin Reiter,C,KAN,"$630,000"
,Brandon Shell,OT,NYJ,"$630,000"
,Christopher Milton,CB,IND,"$630,000"
,Tyler Matakevich,ILB,PIT,"$630,000"
,Blake Countess,CB,LAR,"$630,000"
,Wil Lutz,K,NOR,"$630,000"
,Kavon Frazier,FS,DAL,"$630,000"
,Robby Anderson,WR,NYJ,"$630,000"
,Jonathan Jones,DB,NWE,"$630,000"
,Austin Blythe,C,LAR,"$630,000"
,Rashard Higgins,WR,CLE,"$630,000"
,Michael Pierce,DT,BAL,"$630,000"
,Drew Kaser,P,LAC,"$630,000"
,Austin Hooper,TE,ATL,"$630,000"
,Kenneth Dixon,RB,BAL,"$630,000"
,Jatavis Brown,OLB,LAC,"$630,000"
,Will Parks,S,DEN,"$630,000"
,Jalen Richard,RB,OAK,"$630,000"
,Javien Elliott,CB,TAM,"$630,000"
,Jalen Mills,CB,PHI,"$630,000"
,John Wetzel,T,ARI,"$630,000"
,Maurice Canady,CB,BAL,"$630,000"
,Lafayette Pitts,CB,BUF,"$630,000"
,Maurice Harris,WR,WAS,"$630,000"
,Tyler Ott,LS,SEA,"$630,000"
,Marcus Murphy,RB,BUF,"$630,000"
,Joe Dahl,OG,DET,"$630,000"
,Mike Thomas,WR,LAR,"$630,000"
,Kaelin Clay,WR,NYG,"$630,000"
,Tre Madden,RB,SEA,"$630,000"
,Eric Tomlinson,TE,NYJ,"$630,000"
,Damiere Byrd,WR,CAR,"$630,000"
,Antonio Hamilton,CB,NYG,"$630,000"
,Gabe Holmes,TE,ARI,"$630,000"
,Peyton Barber,RB,TAM,"$630,000"
,Wendell Smallwood,RB,PHI,"$630,000"
,D.J. Reader,DT,HOU,"$630,000"
,Joe Schobert,OLB,CLE,"$630,000"
,DeForest Buckner,DT,SFO,"$630,000"
,Tyler Higbee,TE,LAR,"$630,000"
,Deon Bush,FS,CHI,"$630,000"
,Curtis Riley,CB,NYG,"$630,000"
,Doug Middleton,S,NYJ,"$630,000"
,Joe Haeg,OT,IND,"$630,000"
,Carson Wentz,QB,PHI,"$630,000"
,Blake Martinez,ILB,GNB,"$630,000"
,Ted Karras,OG,NWE,"$630,000"
,Tavon Young,CB,BAL,"$630,000"
,David Onyemata,DT,NOR,"$630,000"
,Derrick Kindred,SS,CLE,"$630,000"
,Jeff Driskel,QB,CIN,"$630,000"
,Malcolm Brown,RB,LAR,"$630,000"
,Joe Thuney,OG,NWE,"$630,000"
,Xavier Grimble,TE,PIT,"$630,000"
,Leonard Wester,T,TAM,"$630,000"
,Sheldon Day,DT,SFO,"$630,000"
,Kameron Canaday,LS,PIT,"$630,000"
,Romeo Okwara,DE,DET,"$630,000"
,Nick Vigil,ILB,CIN,"$630,000"
,Patrick Scales,LS,CHI,"$630,000"
,Rick Lovato,LS,PHI,"$630,000"
,Andrew Billings,DT,CIN,"$630,000"
,Nick Kwiatkoski,ILB,CHI,"$630,000"
,Lac Edwards,P,NYJ,"$630,000"
,Kamu Grugier-Hill,OLB,PHI,"$630,000"
,Rashod Hill,T,MIN,"$630,000"
,Brian Poole,S,ATL,"$630,000"
,Cody Core,WR,CIN,"$630,000"
,Jordan Howard,RB,CHI,"$630,000"
,Spencer Pulley,C,NYG,"$630,000"
,Jeremy Vujnovich,T,ARI,"$630,000"
,Ken Crawley,DB,NOR,"$630,000"
,David Fluellen,RB,TEN,"$630,000"
,Tanner McEvoy,WR,MIA,"$630,000"
,Jakeem Grant,WR,MIA,"$630,000"
,Charone Peake,WR,NYJ,"$630,000"
,Jordan Lucas,SS,KAN,"$630,000"
,Alex Collins,RB,BAL,"$630,000"
,Andy Janovich,FB,DEN,"$630,000"
,Darius Jennings,WR,TEN,"$630,000"
,Chester Rogers,WR,IND,"$630,000"
,Patrick Onwuasor,LB,BAL,"$630,000"
,Miles Killebrew,SS,DET,"$630,000"
1214.0,Jordan Willis,DE,CIN,"$628,000"
1215.0,Chris Wormley,DT,BAL,"$626,000"
1216.0,C.J. Beathard,QB,SFO,"$625,393"
1217.0,Thomas Rawls,RB,CIN,"$622,065"
1218.0,Nick O'Leary,TE,MIA,"$617,123"
1219.0,Duke Riley,OLB,ATL,"$616,500"
1220.0,Alex Anzalone,OLB,NOR,"$610,000"
1221.0,Maurice Alexander,SS,SEA,"$604,118"
,Dontae Johnson,FS,BUF,"$604,118"
,Cairo Santos,K,2TM,"$604,118"
,Wesley Johnson,OT,MIA,"$604,118"
1225.0,Tim Williams,OLB,BAL,"$595,000"
1226.0,Deiondre' Hall,CB,PHI,"$592,944"
,Eli Rogers,WR,PIT,"$592,944"
1228.0,Robert Thomas,NT,BUF,"$592,941"
,MyCole Pruitt,TE,TEN,"$592,941"
,Jihad Ward,DE,IND,"$592,941"
1231.0,Tarell Basham,DE,2TM,"$590,000"
1232.0,D'Onta Foreman,RB,HOU,"$588,500"
1233.0,Fabian Moreau,CB,WAS,"$588,000"
,Shaquill Griffin,DB,SEA,"$588,000"
,Delano Hill,FS,SEA,"$588,000"
1236.0,Cameron Sutton,CB,PIT,"$587,400"
1237.0,Kenny Golladay,WR,DET,"$586,000"
1238.0,John Johnson,S,LAR,"$584,000"
1239.0,Cordrea Tankersley,CB,MIA,"$583,000"
1240.0,Chad Williams,WR,ARI,"$581,500"
,Chris Godwin,WR,TAM,"$581,500"
1242.0,Montravius Adams,DT,GNB,"$581,000"
1243.0,Jameis Winston,QB,TAM,"$580,588"
1244.0,Rasul Douglas,CB,PHI,"$580,000"
1245.0,Jonnu Smith,TE,TEN,"$579,000"
1246.0,James Conner,RB,PIT,"$578,000"
,Nazair Jones,DT,SEA,"$578,000"
,Trey Hendrickson,DE,NOR,"$578,000"
1249.0,Kareem Hunt,RB,KAN,"$575,250"
1250.0,Bryan Witzmann,T,CHI,"$557,647"
,Matt Overton,LS,JAX,"$557,647"
,Frank Zombo,LB,KAN,"$557,647"
1253.0,Zac Kerin,C,WAS,"$555,885"
1254.0,Josh Hawkins,CB,2TM,"$555,882"
1255.0,Patrick Ricard,DE,BAL,"$555,000"
,Tony McRae,CB,CIN,"$555,000"
,Justin Davis,RB,LAR,"$555,000"
,Hardy Nickerson,ILB,CIN,"$555,000"
,Adam Butler,DT,NWE,"$555,000"
,Nathan Peterman,QB,BUF,"$555,000"
,Derek Rivers,DE,NWE,"$555,000"
,Jordan Leggett,TE,NYJ,"$555,000"
,Trey Hopkins,G,CIN,"$555,000"
,Davon Godchaux,DT,MIA,"$555,000"
,Trent Taylor,WR,SFO,"$555,000"
,Rigoberto Sanchez,K,IND,"$555,000"
,Eric Saubert,TE,ATL,"$555,000"
,Joshua Perkins,TE,PHI,"$555,000"
,Marlon Mack,RB,IND,"$555,000"
,Isaac Rochell,DE,LAC,"$555,000"
,Cooper Rush,QB,DAL,"$555,000"
,Sam Tevi,OT,LAC,"$555,000"
,Conor McDermott,OT,BUF,"$555,000"
,Donald Payne,LB,JAX,"$555,000"
,Josh Reynolds,WR,LAR,"$555,000"
,Derrick Jones,CB,NYJ,"$555,000"
,Austin Ekeler,RB,LAC,"$555,000"
,Cole Toner,OT,LAC,"$555,000"
,Trevon Coley,DL,CLE,"$555,000"
,Matt Haack,P,MIA,"$555,000"
,Mike Hilton,CB,PIT,"$555,000"
,C.J. Ham,RB,MIN,"$555,000"
,Austin Carr,WR,NOR,"$555,000"
,Rayshawn Jenkins,FS,LAC,"$555,000"
,Rudy Ford,S,ARI,"$555,000"
,Dymonte Thomas,SS,DEN,"$555,000"
,Danny Isidora,OG,MIN,"$555,000"
,Tedric Thompson,SS,SEA,"$555,000"
,Adrian Colbert,SS,SFO,"$555,000"
,Jesse Davis,T,MIA,"$555,000"
,Montae Nicholson,SS,WAS,"$555,000"
,Alex Ellis,TE,KAN,"$555,000"
,Harrison Butker,K,KAN,"$555,000"
,Wayne Gallman,RB,NYG,"$555,000"
,Jon Halapio,OG,NYG,"$555,000"
,Dede Westbrook,WR,JAX,"$555,000"
,Jordan Evans,ILB,CIN,"$555,000"
,Blake Jarwin,TE,DAL,"$555,000"
,Damontae Kazee,CB,ATL,"$555,000"
,Erik Swoope,TE,IND,"$555,000"
,Daniel Ross,DT,DAL,"$555,000"
,Joshua Dobbs,QB,PIT,"$555,000"
,Desmond King,FS,LAC,"$555,000"
,Lucas Patrick,G,GNB,"$555,000"
,Blaine Clausell,T,ARI,"$555,000"
,Julie'n Davenport,OT,HOU,"$555,000"
,Vince Biegel,OLB,NOR,"$555,000"
,Samaje Perine,RB,WAS,"$555,000"
,Keelan Cole,WR,JAX,"$555,000"
,Michael Davis,,LAC,"$555,000"
,Grover Stewart,DT,IND,"$555,000"
,Marvin Hall,WR,ATL,"$555,000"
,Jacob Hollister,TE,NWE,"$555,000"
,Elijah Wilkinson,OT,DEN,"$555,000"
,Nicholas Morrow,LB,OAK,"$555,000"
,Jordan Dangerfield,FS,PIT,"$555,000"
,Corey Davis,WR,TEN,"$555,000"
,Ricky Seals-Jones,WR,ARI,"$555,000"
,Erik Magnuson,OT,SFO,"$555,000"
,Cameron Tom,C,NOR,"$555,000"
,Alex Armah,FB,CAR,"$555,000"
,Zach Wood,DE,NOR,"$555,000"
,Justin Hamilton,DT,KAN,"$555,000"
,Tanner Vallejo,ILB,CLE,"$555,000"
,Jaleel Johnson,DT,MIN,"$555,000"
,Samson Ebukam,OLB,LAR,"$555,000"
,Tarik Cohen,RB,CHI,"$555,000"
,Joseph Jones,OLB,DEN,"$555,000"
,Matt Milano,OLB,BUF,"$555,000"
,Nate Hairston,CB,IND,"$555,000"
,Nathan Gerry,SS,PHI,"$555,000"
,Justin Hardee,WR,NOR,"$555,000"
,Cole Wick,TE,SFO,"$555,000"
,Marquel Lee,ILB,OAK,"$555,000"
,Ryan Switzer,WR,PIT,"$555,000"
,Arthur Maulet,CB,2TM,"$555,000"
,Jayon Brown,ILB,TEN,"$555,000"
,Jalen Reeves-Maybin,OLB,DET,"$555,000"
,Eli Ankou,DT,JAX,"$555,000"
,Jake Elliott,K,PHI,"$555,000"
,Chad Wheeler,OT,NYG,"$555,000"
,Kendrick Bourne,WR,SFO,"$555,000"
,Matt Wile,P,MIN,"$555,000"
,Matt Skura,C,BAL,"$555,000"
,George Kittle,TE,SFO,"$555,000"
,Corey Clement,RB,PHI,"$555,000"
,Matt LaCosse,TE,DEN,"$555,000"
,Eddie Jackson,SS,CHI,"$555,000"
,Stacy Coley,WR,2TM,"$555,000"
,Roy Robertson-Harris,LB,CHI,"$555,000"
,Ka'imi Fairbairn,K,HOU,"$555,000"
,Hakeem Valles,TE,DET,"$555,000"
,David Moore,WR,SEA,"$555,000"
,Tanzel Smart,DT,LAR,"$555,000"
,Corey Levin,OL,TEN,"$555,000"
,Zane Gonzalez,K,2TM,"$555,000"
,Chase Allen,LB,MIA,"$555,000"
,Chuck Clark,FS,BAL,"$555,000"
,Thomas Hennessy,LS,NYJ,"$555,000"
,Eric Wilson,ILB,MIN,"$555,000"
,Isaiah Irving,OLB,CHI,"$555,000"
,Solomon Thomas,DE,SFO,"$555,000"
,Jeremy McNichols,RB,2TM,"$555,000"
,Deatrich Wise,DE,NWE,"$555,000"
,Josh Malone,WR,CIN,"$555,000"
,Ben Gedeon,ILB,MIN,"$555,000"
,Matt Feiler,T,PIT,"$555,000"
,Bryan Cox,DE,CAR,"$555,000"
,Aldrick Rosas,K,NYG,"$555,000"
,Anthony Walker,LB,IND,"$555,000"
,Akeem King,DB,SEA,"$555,000"
,Kerry Hyder,DT,DET,"$555,000"
,Charles Washington,DB,DET,"$555,000"
,James Burgess,LB,CLE,"$555,000"
,Greg Mabin,CB,SFO,"$555,000"
,Dylan Cole,LB,HOU,"$555,000"
,Chris Landrum,LB,LAC,"$555,000"
,Zach Sterup,OL,MIA,"$555,000"
,Mitchell Trubisky,QB,CHI,"$555,000"
,Donte Deayon,DB,NYG,"$555,000"
,Caleb Brantley,DT,WAS,"$555,000"
,Reid Ferguson,LS,BUF,"$555,000"
,Jamaal Williams,RB,GNB,"$555,000"
,Mike Liedtke,OL,TAM,"$555,000"
,Vincent Taylor,DT,MIA,"$555,000"
,Carlos Watkins,DT,HOU,"$555,000"
,Deon Lacey,LB,BUF,"$555,000"
,Jeremy Sprinkle,TE,WAS,"$555,000"
,Taysom Hill,QB,NOR,"$555,000"
,Xavier Woods,SS,DAL,"$555,000"
,Josh Tupou,DT,CIN,"$555,000"
,Antony Auclair,TE,TAM,"$555,000"
,Jermaine Whitehead,DB,2TM,"$555,000"
,Matt Breida,RB,SFO,"$555,000"
,Isaiah Johnson,S,TAM,"$555,000"
,Josh Harvey-Clemons,SS,WAS,"$555,000"
,Blair Brown,ILB,JAX,"$555,000"
,Alex Redmond,G,CIN,"$555,000"
,Patrick Mahomes,QB,KAN,"$555,000"
,Jamal Adams,SS,NYJ,"$555,000"
,Ryan Glasgow,DT,CIN,"$555,000"
,Al-Quadin Muhammad,DE,IND,"$555,000"
,Shane Smith,FB,NYG,"$555,000"
,Torry McTyer,CB,MIA,"$555,000"
,Carl Lawson,DE,CIN,"$555,000"
,Shelton Gibson,WR,PHI,"$555,000"
,Chris Carson,RB,SEA,"$555,000"
,Chase Roullier,C,WAS,"$555,000"
,Justin McCray,G,GNB,"$555,000"
,Marcus Johnson,WR,IND,"$555,000"
,Sean Culkin,TE,LAC,"$555,000"
,Daniel Munyer,OL,ARI,"$555,000"
,D.J. Jones,DT,SFO,"$555,000"
,Jermaine Eluemunor,OG,BAL,"$555,000"
,Michael Roberts,TE,DET,"$555,000"
,Tashawn Bower,OLB,MIN,"$555,000"
,Eddie Yarbrough,DE,BUF,"$555,000"
,Jamal Agnew,CB,DET,"$555,000"
,Darrell Daniels,TE,2TM,"$555,000"
,Brandon Wilson,CB,CIN,"$555,000"
,Jaydon Mickens,WR,JAX,"$555,000"
,Elijah Lee,OLB,SFO,"$555,000"
,Kenny Moore,CB,IND,"$555,000"
1424.0,Josh Shaw,CB,2TM,"$539,118"
,Rakeem Nunez-Roches,DT,TAM,"$539,118"
,Michael Bennett,DT,ATL,"$539,118"
1427.0,Rishard Matthews,WR,2TM,"$538,235"
1428.0,Evander Hood,DT,2TM,"$537,353"
1429.0,Brian Hill,RB,ATL,"$522,353"
,Lenzy Pipkins,CB,2TM,"$522,353"
,Tyler Marz,T,TEN,"$522,353"
,Jehu Chesson,WR,WAS,"$522,353"
1433.0,Dwayne Washington,RB,NOR,"$518,824"
,Sharrod Neasman,S,ATL,"$518,824"
1435.0,Michael Ola,T,NOR,"$511,181"
1436.0,Dontrelle Inman,WR,IND,"$511,176"
,Eddie Pleasant,SS,2TM,"$511,176"
,Jeff Allen,T,KAN,"$511,176"
1439.0,Ereck Flowers,OT,2TM,"$497,647"
,Breshad Perriman,WR,CLE,"$497,647"
,Darian Thompson,FS,DAL,"$497,647"
1442.0,Aaron Jones,RB,GNB,"$489,706"
,Joe Walker,ILB,ARI,"$489,706"
1444.0,Shilique Calhoun,DE,OAK,"$489,705"
1445.0,John Phillips,TE,ARI,"$484,416"
1446.0,Zane Beadles,T,ATL,"$484,412"
,Kelvin Sheppard,LB,DET,"$484,412"
1448.0,Ian Silberman,OG,OAK,"$481,767"
,Ryan Delaire,DE,SFO,"$481,767"
,Daryl Worley,CB,OAK,"$481,767"
1451.0,Brian Price,DT,2TM,"$481,765"
,Cre'von LeBlanc,DB,2TM,"$481,765"
,Tyrell Adams,LB,HOU,"$481,765"
1454.0,Rashard Robinson,CB,NYJ,"$481,764"
1455.0,Maurice Hurst,DT,OAK,"$480,000"
,D.J. Reed,CB,SFO,"$480,000"
,Marcus Allen,S,PIT,"$480,000"
,Fred Warner,OLB,SFO,"$480,000"
,Dalton Schultz,TE,DAL,"$480,000"
,Royce Freeman,RB,DEN,"$480,000"
,Dan Arnold,WR,NOR,"$480,000"
,Anthony Miller,WR,CHI,"$480,000"
,Uchenna Nwosu,OLB,LAC,"$480,000"
,Devaroe Lawrence,DL,CLE,"$480,000"
,Darrel Williams,RB,KAN,"$480,000"
,Dane Cruikshank,CB,TEN,"$480,000"
,Kenneth Durden,CB,TEN,"$480,000"
,Tre'Quan Smith,WR,NOR,"$480,000"
,Tim Patrick,WR,DEN,"$480,000"
,Robert Foster,WR,BUF,"$480,000"
,Matthew Thomas,OLB,PIT,"$480,000"
,Raven Greene,S,GNB,"$480,000"
,James Washington,WR,PIT,"$480,000"
,Marcus Davenport,DE,NOR,"$480,000"
,Keishawn Bierria,ILB,DEN,"$480,000"
,Shaun Wilson,RB,TAM,"$480,000"
,Derwin James,SS,LAC,"$480,000"
,Kolton Miller,OT,OAK,"$480,000"
,P.J. Hall,DT,OAK,"$480,000"
,Ifeadi Odenigbo,DE,ARI,"$480,000"
,Trenton Cannon,RB,NYJ,"$480,000"
,Austin Corbett,C,CLE,"$480,000"
,Kalen Ballage,RB,MIA,"$480,000"
,Jordan Wilkins,RB,IND,"$480,000"
,Michael Dickson,P,SEA,"$480,000"
,Isaiah Oliver,CB,ATL,"$480,000"
,DeAndre Carter,WR,2TM,"$480,000"
,James Crawford,LB,GNB,"$480,000"
,Cameron Batson,WR,TEN,"$480,000"
,Phillip Lindsay,RB,DEN,"$480,000"
,Jack Cichy,ILB,TAM,"$480,000"
,Denzel Ward,CB,CLE,"$480,000"
,Ja'Whaun Bentley,ILB,NWE,"$480,000"
,Taven Bryan,DT,JAX,"$480,000"
,John Franklin-Myers,DE,LAR,"$480,000"
,Roc Thomas,RB,MIN,"$480,000"
,Equanimeous St. Brown,WR,GNB,"$480,000"
,Brett Maher,K,DAL,"$480,000"
,J.C. Jackson,DB,NWE,"$480,000"
,Calvin Ridley,WR,ATL,"$480,000"
,Sony Michel,RB,NWE,"$480,000"
,Rico Gathers,TE,DAL,"$480,000"
,Anthony Averett,CB,BAL,"$480,000"
,Kyzir White,S,LAC,"$480,000"
,Bradley Bozeman,C,BAL,"$480,000"
,Kenny Young,LB,BAL,"$480,000"
,Brandon Powell,WR,DET,"$480,000"
,Leighton Vander Esch,OLB,DAL,"$480,000"
,Keke Coutee,WR,HOU,"$480,000"
,Saquon Barkley,RB,NYG,"$480,000"
,Kamrin Moore,CB,NYG,"$480,000"
,Andre Smith,ILB,CAR,"$480,000"
,Gregory Howell,RB,HOU,"$480,000"
,Jordan Akins,TE,HOU,"$480,000"
,Fadol Brown,DE,2TM,"$480,000"
,Roquan Smith,ILB,CHI,"$480,000"
,J.T. Gray,DB,NOR,"$480,000"
,Trevor Daniel,P,HOU,"$480,000"
,Tim Settle,DT,WAS,"$480,000"
,B.J. Hill,DT,NYG,"$480,000"
,Jacob Martin,LB,SEA,"$480,000"
,Mike Gesicki,TE,MIA,"$480,000"
,Logan Cooke,P,JAX,"$480,000"
,Chukwuma Okorafor,OT,PIT,"$480,000"
,Billy Price,C,CIN,"$480,000"
,Alexander Johnson,LB,DEN,"$480,000"
,Darious Williams,CB,2TM,"$480,000"
,Ricky Ortiz,FB,ATL,"$480,000"
,Ryan Lewis,DB,BUF,"$480,000"
,Johnny Mundt,TE,LAR,"$480,000"
,Marquis Haynes,OLB,CAR,"$480,000"
,Bruce Hector,DT,PHI,"$480,000"
,Rasheem Green,DT,SEA,"$480,000"
,Quenton Nelson,OG,IND,"$480,000"
,Tremaine Edmunds,ILB,BUF,"$480,000"
,Kevin Toliver,DB,CHI,"$480,000"
,Corey Bojorquez,P,BUF,"$480,000"
,Jake Butt,TE,DEN,"$480,000"
,Dorian O'Daniel,OLB,KAN,"$480,000"
,Matt Dickerson,DE,TEN,"$480,000"
,Darius Leonard,LB,IND,"$480,000"
,Brandon Zylstra,WR,MIN,"$480,000"
,Sharif Finch,LB,TEN,"$480,000"
,Dee Virgin,CB,DET,"$480,000"
,Ronnie Harrison,SS,JAX,"$480,000"
,Geron Christian,OT,WAS,"$480,000"
,Damion Ratley,WR,CLE,"$480,000"
,Taron Johnson,CB,BUF,"$480,000"
,Korey Cunningham,OT,ARI,"$480,000"
,Charvarius Ward,DB,KAN,"$480,000"
,Daron Payne,DT,WAS,"$480,000"
,Duke Ejiofor,DE,HOU,"$480,000"
,Richie James,WR,SFO,"$480,000"
,Jordan Simmons,G,SEA,"$480,000"
,Isaac Yiadom,CB,DEN,"$480,000"
,J'Mon Moore,WR,GNB,"$480,000"
,Brian O'Neill,OT,MIN,"$480,000"
,Buddy Howell,RB,HOU,"$480,000"
,Kylie Fitts,DE,CHI,"$480,000"
,Ray-Ray McCloud,WR,BUF,"$480,000"
,Brandon Parker,OT,OAK,"$480,000"
,Chad Thomas,DE,CLE,"$480,000"
,T.J. Logan,RB,ARI,"$480,000"
,Hayden Hurst,TE,BAL,"$480,000"
,Poona Ford,DT,SEA,"$480,000"
,Mike McGlinchey,OT,SFO,"$480,000"
,Mason Schreck,TE,CIN,"$480,000"
,Frankie Luvu,LB,NYJ,"$480,000"
,Tavierre Thomas,DB,CLE,"$480,000"
,Shaquem Griffin,OLB,SEA,"$480,000"
,Chris Board,LB,BAL,"$480,000"
,Emmanuel Ellerbee,LB,2TM,"$480,000"
,Lamar Jackson,QB,BAL,"$480,000"
,Michael Gallup,WR,DAL,"$480,000"
,Justin Lawler,DE,LAR,"$480,000"
,Zeke Turner,S,ARI,"$480,000"
,Matthew Adams,LB,IND,"$480,000"
,Josey Jewell,ILB,DEN,"$480,000"
,Vita Vea,DT,TAM,"$480,000"
,Josh Rosen,QB,ARI,"$480,000"
,DJ Chark,WR,JAX,"$480,000"
,Frank Ragnow,C,DET,"$480,000"
,Christian Kirk,WR,ARI,"$480,000"
,Orlando Brown,OT,BAL,"$480,000"
,Jordan Thomas,TE,HOU,"$480,000"
,Nick Nelson,CB,OAK,"$480,000"
,Will Hernandez,OG,NYG,"$480,000"
,Oren Burks,ILB,GNB,"$480,000"
,Harold Landry,OLB,TEN,"$480,000"
,Holton Hill,CB,MIN,"$480,000"
,Antwaun Woods,NT,DAL,"$480,000"
,Leon Jacobs,OLB,JAX,"$480,000"
,Dennis Gardeck,LB,ARI,"$480,000"
,Efe Obada,LB,CAR,"$480,000"
,Andrew Wylie,T,KAN,"$480,000"
,Reggie Gilbert,LB,GNB,"$480,000"
,A.J. Moore,DB,HOU,"$480,000"
,Danny Johnson,CB,WAS,"$480,000"
,Jessie Bates,FS,CIN,"$480,000"
,Alex Light,T,GNB,"$480,000"
,Tre Flowers,SS,SEA,"$480,000"
,Wyatt Teller,OG,BUF,"$480,000"
,Mark Walton,RB,CIN,"$480,000"
,Vyncint Smith,WR,HOU,"$480,000"
,Detrez Newsome,RB,LAC,"$480,000"
,Aaron Stinnie,G,TEN,"$480,000"
,Harrison Phillips,DT,BUF,"$480,000"
,Natrell Jamerson,FS,2TM,"$480,000"
,Kemoko Turay,OLB,IND,"$480,000"
,DaeSean Hamilton,WR,DEN,"$480,000"
,Jordan Whitehead,SS,TAM,"$480,000"
,George Odum,S,IND,"$480,000"
,Jalyn Holmes,DE,MIN,"$480,000"
,Courtland Sutton,WR,DEN,"$480,000"
,Daniel Carlson,K,2TM,"$480,000"
,John Kelly,RB,LAR,"$480,000"
,Auden Tate,WR,CIN,"$480,000"
,Jason Croom,TE,BUF,"$480,000"
,Devante Downs,LB,MIN,"$480,000"
,Josh Allen,QB,BUF,"$480,000"
,Siran Neal,CB,BUF,"$480,000"
,Armani Watts,FS,KAN,"$480,000"
,Bilal Nichols,DT,CHI,"$480,000"
,Taylor Stallworth,DT,NOR,"$480,000"
,Johnny Townsend,P,OAK,"$480,000"
,Dorance Armstrong,DE,DAL,"$480,000"
,Nyheim Hines,RB,IND,"$480,000"
,Trevon Young,DE,LAR,"$480,000"
,Tarvarius Moore,S,SFO,"$480,000"
,Sam Hubbard,DE,CIN,"$480,000"
,Jullian Taylor,DT,SFO,"$480,000"
,Sean Chandler,FS,NYG,"$480,000"
,Jaire Alexander,CB,GNB,"$480,000"
,Kerryon Johnson,RB,DET,"$480,000"
,Tyrell Crosby,OT,DET,"$480,000"
,Jaylen Samuels,RB,PIT,"$480,000"
,Casey Dunn,C,WAS,"$480,000"
,Sam Darnold,QB,NYJ,"$480,000"
,Tre Herndon,CB,JAX,"$480,000"
,Terrell Edmunds,S,PIT,"$480,000"
,Breeland Speaks,DE,KAN,"$480,000"
,Joel Iyiegbuniwe,LB,CHI,"$480,000"
,Ben Niemann,LB,KAN,"$480,000"
,Dante Pettis,WR,SFO,"$480,000"
,Trent Sherfield,WR,ARI,"$480,000"
,Rashaan Evans,ILB,TEN,"$480,000"
,Malik Jefferson,OLB,CIN,"$480,000"
,Jerome Baker,OLB,MIA,"$480,000"
,Tra Carson,HB,2TM,"$480,000"
,Dallas Goedert,TE,PHI,"$480,000"
,Ito Smith,RB,ATL,"$480,000"
,Mike Hughes,CB,MIN,"$480,000"
,Martinas Rankin,OT,HOU,"$480,000"
,Tracy Walker,S,DET,"$480,000"
,Jason Sanders,K,MIA,"$480,000"
,Micah Kiser,ILB,LAR,"$480,000"
,Carlton Davis,CB,TAM,"$480,000"
,Javon Wims,WR,CHI,"$480,000"
,Donte Jackson,CB,CAR,"$480,000"
,Mason Cole,C,ARI,"$480,000"
,Troy Apke,S,WAS,"$480,000"
,Sam Jones,OG,DEN,"$480,000"
,Derrick Nnadi,DT,KAN,"$480,000"
,Darius Phillips,CB,CIN,"$480,000"
,Tyler Conklin,TE,MIN,"$480,000"
,Brandon Facyson,CB,LAC,"$480,000"
,Foyesade Oluokun,S,ATL,"$480,000"
,Lorenzo Carter,DE,NYG,"$480,000"
