Rk,Player,Pos,Tm,Salary,year
485.0,Haason Reddick,OLB,ARI,"$1,690,270",2019
486.0,Derek Barnett,DE,PHI,"$1,633,252",2019
487.0,Malik Hooker,FS,IND,"$1,610,446",2019
488.0,Derek Carrier,WR,OAK,"$1,600,000",2019
,Matthew Slater,WR,NWE,"$1,600,000",2019
,Patrick DiMarco,FB,BUF,"$1,600,000",2019
491.0,Germain Ifedi,OT,SEA,"$1,577,060",2019
492.0,K'Waun Williams,DB,SFO,"$1,550,000",2019
,Tevin Coleman,RB,SFO,"$1,550,000",2019
494.0,Marlon Humphrey,CB,BAL,"$1,542,044",2019
495.0,Jonathan Allen,DT,WAS,"$1,519,216",2019
496.0,Jarius Wright,WR,CAR,"$1,500,000",2019
,J.R. Sweezy,G,ARI,"$1,500,000",2019
,DeMarcus Lawrence,DE,DAL,"$1,500,000",2019
,Jamison Crowder,WR,NYJ,"$1,500,000",2019
,Sherrick McManis,DB,CHI,"$1,500,000",2019
,Seantrel Henderson,OT,HOU,"$1,500,000",2019
,Eric Reid,FS,CAR,"$1,500,000",2019
,Damion Square,DE,LAC,"$1,500,000",2019
,Anthony Levine,S,BAL,"$1,500,000",2019
,Jonotthan Harrison,C,NYJ,"$1,500,000",2019
,Phillip Dorsett,WR,NWE,"$1,500,000",2019
,Justin Bethel,CB,2TM,"$1,500,000",2019
,Tress Way,P,WAS,"$1,500,000",2019
,Darqueze Dennard,CB,CIN,"$1,500,000",2019
,Mark Glowinski,OG,IND,"$1,500,000",2019
,Steve McLendon,DT,NYJ,"$1,500,000",2019
,Carl Davis,DT,2TM,"$1,500,000",2019
,Zach Kerr,NT,ARI,"$1,500,000",2019
,A.J. McCarron,QB,HOU,"$1,500,000",2019
,Jason Myers,K,SEA,"$1,500,000",2019
,Rodney McLeod,S,PHI,"$1,500,000",2019
,Greg Mancz,C,HOU,"$1,500,000",2019
,Geoff Swaim,TE,JAX,"$1,500,000",2019
,K.J. Wright,LB,SEA,"$1,500,000",2019
,Adrian Phillips,DB,LAC,"$1,500,000",2019
,Donte Moncrief,WR,2TM,"$1,500,000",2019
,Brandon Copeland,LB,NYJ,"$1,500,000",2019
,C.J. Uzomah,TE,CIN,"$1,500,000",2019
,Steven Nelson,CB,PIT,"$1,500,000",2019
,Ryan Fitzpatrick,QB,MIA,"$1,500,000",2019
526.0,Adoree' Jackson,CB,TEN,"$1,490,708",2019
527.0,Ben Banogu,EDGE,IND,"$1,482,500",2019
528.0,Randy Bullock,K,CIN,"$1,475,000",2019
529.0,O.J. Howard,TE,TAM,"$1,473,602",2019
530.0,Garett Bolles,OT,DEN,"$1,467,900",2019
531.0,Jarrad Davis,ILB,DET,"$1,462,198",2019
532.0,Charles Harris,DE,MIA,"$1,450,794",2019
533.0,Josh Kline,OL,MIN,"$1,450,000",2019
,Geronimo Allison,WR,GNB,"$1,450,000",2019
,Cameron Erving,OT,KAN,"$1,450,000",2019
,Michael Person,T,SFO,"$1,450,000",2019
,Jarrod Wilson,S,JAX,"$1,450,000",2019
,Dekoda Watson,LB,SEA,"$1,450,000",2019
,Bradley Sowell,T,CHI,"$1,450,000",2019
540.0,Irv Smith Jr.,TE,MIN,"$1,447,500",2019
541.0,Evan Engram,TE,NYG,"$1,439,391",2019
542.0,Gareon Conley,CB,2TM,"$1,416,584",2019
543.0,Tom Compton,T,NYJ,"$1,410,000",2019
544.0,Jabrill Peppers,SS,NYG,"$1,405,181",2019
545.0,Drew Brees,QB,NOR,"$1,400,000",2019
,Raheem Mostert,RB,SFO,"$1,400,000",2019
,Luke Stocker,TE,ATL,"$1,400,000",2019
,Keith Smith,LB,ATL,"$1,400,000",2019
,Alex Erickson,WR,CIN,"$1,400,000",2019
,Walt Aikens,CB,MIA,"$1,400,000",2019
,Carlos Hyde,RB,HOU,"$1,400,000",2019
552.0,Takkarist McKinley,OLB,ATL,"$1,393,775",2019
553.0,Tre'Davious White,CB,BUF,"$1,382,374",2019
554.0,Taco Charlton,DE,MIA,"$1,376,672",2019
555.0,Eric Rowe,CB,MIA,"$1,375,000",2019
,Nick Dzubnar,LB,LAC,"$1,375,000",2019
557.0,Emmanuel Ogbah,DE,KAN,"$1,351,315",2019
558.0,Dennis Kelly,OT,TEN,"$1,350,000",2019
,Billy Turner,OT,GNB,"$1,350,000",2019
,Adarius Taylor,LB,CLE,"$1,350,000",2019
,Spencer Long,OG,BUF,"$1,350,000",2019
562.0,Jaylon Smith,OLB,DAL,"$1,335,678",2019
563.0,David Njoku,TE,CLE,"$1,330,918",2019
564.0,Roquan Smith,ILB,CHI,"$1,319,871",2019
565.0,Myles Jack,OLB,JAX,"$1,313,787",2019
566.0,T.J. Watt,OLB,PIT,"$1,306,688",2019
567.0,Rashaan Melvin,CB,DET,"$1,300,000",2019
568.0,Xavien Howard,CB,MIA,"$1,285,642",2019
569.0,Erik Harris,DB,OAK,"$1,275,000",2019
570.0,Ryan Ramczyk,OT,NOR,"$1,273,323",2019
571.0,Noah Spence,DE,WAS,"$1,273,132",2019
572.0,Sterling Shepard,WR,NYG,"$1,260,623",2019
573.0,Pat O'Donnell,P,CHI,"$1,250,000",2019
,Adrian Amos,FS,GNB,"$1,250,000",2019
,Stefen Wisniewski,LG,KAN,"$1,250,000",2019
,Al Woods,DT,SEA,"$1,250,000",2019
,Roosevelt Nix,FB,PIT,"$1,250,000",2019
,Frank Gore,RB,BUF,"$1,250,000",2019
,Beau Brinkley,LS,TEN,"$1,250,000",2019
,Matt Barkley,QB,BUF,"$1,250,000",2019
,Clayton Geathers,SS,IND,"$1,250,000",2019
,Teddy Bridgewater,QB,NOR,"$1,250,000",2019
,Thomas Davis,LB,LAC,"$1,250,000",2019
,Demetrius Harris,TE,CLE,"$1,250,000",2019
,Julian Stanford,LB,BUF,"$1,250,000",2019
,Tyson Alualu,DT,PIT,"$1,250,000",2019
,Kenny Vaccaro,FS,TEN,"$1,250,000",2019
,Bruce Irvin,DE,CAR,"$1,250,000",2019
589.0,Kamalei Correa,OLB,TEN,"$1,234,043",2019
590.0,Minkah Fitzpatrick,FS,2TM,"$1,227,626",2019
591.0,Deshazor Everett,CB,WAS,"$1,225,000",2019
592.0,Austin Johnson,DT,TEN,"$1,222,122",2019
593.0,Malcolm Smith,OLB,2TM,"$1,200,000",2019
,Demaryius Thomas,WR,NYJ,"$1,200,000",2019
,Kendall Lamm,T,CLE,"$1,200,000",2019
596.0,Chris Jones,DT,KAN,"$1,199,714",2019
597.0,Reggie Ragland,ILB,KAN,"$1,196,551",2019
598.0,Derrick Henry,RB,TEN,"$1,187,445",2019
599.0,Hunter Henry,TE,LAC,"$1,170,042",2019
600.0,A'Shawn Robinson,DT,DET,"$1,163,678",2019
601.0,Vita Vea,DT,TAM,"$1,153,829",2019
602.0,Vontaze Burfict,LB,OAK,"$1,150,000",2019
,Charles Clay,TE,ARI,"$1,150,000",2019
,Kyle Wilber,OLB,OAK,"$1,150,000",2019
,Jordan Berry,P,PIT,"$1,150,000",2019
606.0,Michael Thomas,WR,NOR,"$1,148,041",2019
607.0,Vernon Butler,DT,CAR,"$1,144,980",2019
608.0,Da'Ron Payne,DT,WAS,"$1,135,380",2019
609.0,Tre Boston,FS,CAR,"$1,125,000",2019
,Mike Remmers,T,NYG,"$1,125,000",2019
,Brett Hundley,QB,ARI,"$1,125,000",2019
,Brooks Reed,DL,ARI,"$1,125,000",2019
613.0,Robert Nkemdiche,DT,MIA,"$1,122,808",2019
614.0,Jarran Reed,DT,SEA,"$1,116,769",2019
615.0,Kevin King,CB,GNB,"$1,108,717",2019
616.0,Cam Robinson,OT,JAX,"$1,103,015",2019
617.0,Nick Martin,C,HOU,"$1,101,133",2019
618.0,Stephen Gostkowski,K,NWE,"$1,100,000",2019
,Ramon Foster,T,PIT,"$1,100,000",2019
,Mark Nzeocha,OLB,SFO,"$1,100,000",2019
,Max Garcia,C,ARI,"$1,100,000",2019
,Aaron Rodgers,QB,GNB,"$1,100,000",2019
,Jason Verrett,CB,SFO,"$1,100,000",2019
,Eric Kush,C,CLE,"$1,100,000",2019
625.0,Kolton Miller,OT,OAK,"$1,092,333",2019
626.0,Budda Baker,FS,ARI,"$1,085,910",2019
627.0,Zay Jones,WR,2TM,"$1,081,348",2019
628.0,Morris Claiborne,CB,KAN,"$1,080,000",2019
629.0,Forrest Lamp,OG,LAC,"$1,071,084",2019
630.0,Deion Jones,OLB,ATL,"$1,069,860",2019
631.0,Marcus Maye,FS,NYJ,"$1,060,822",2019
632.0,Tremaine Edmunds,ILB,BUF,"$1,055,434",2019
633.0,Curtis Samuel,WR,CAR,"$1,051,698",2019
634.0,Marcedes Lewis,TE,GNB,"$1,050,000",2019
,Deone Bucannon,SS,2TM,"$1,050,000",2019
,Damien Williams,RB,KAN,"$1,050,000",2019
,Brandon Mebane,DT,LAC,"$1,050,000",2019
638.0,Derwin James,SS,LAC,"$1,043,134",2019
639.0,Dalvin Cook,RB,MIN,"$1,042,576",2019
640.0,Mackensie Alexander,CB,MIN,"$1,038,587",2019
641.0,Marcus Williams,FS,NOR,"$1,032,313",2019
642.0,Richie Incognito,G,OAK,"$1,030,000",2019
,Adrian Peterson,RB,WAS,"$1,030,000",2019
,Clark Harris,TE,CIN,"$1,030,000",2019
,Andre Smith,T,CIN,"$1,030,000",2019
,Zak DeOssie,LB,NYG,"$1,030,000",2019
,Dominique Rodgers-Cromartie,DB,WAS,"$1,030,000",2019
,Darren Sproles,RB,PHI,"$1,030,000",2019
,Donald Penn,T,WAS,"$1,030,000",2019
,Sam Young,T,SFO,"$1,030,000",2019
,DeSean Jackson,WR,PHI,"$1,030,000",2019
,Orlando Scandrick,DB,PHI,"$1,030,000",2019
,L.P. Ladouceur,LS,DAL,"$1,030,000",2019
,Don Muhlbach,C,DET,"$1,030,000",2019
,Matt Schaub,QB,ATL,"$1,030,000",2019
,J.J. Jansen,C,CAR,"$1,030,000",2019
657.0,Jaire Alexander,CB,GNB,"$1,027,761",2019
658.0,Cody Whitehair,OG,CHI,"$1,026,077",2019
659.0,L.J. Fort,LB,2TM,"$1,025,000",2019
660.0,Sidney Jones,CB,PHI,"$1,023,190",2019
661.0,Leighton Vander Esch,OLB,DAL,"$1,018,535",2019
662.0,Frank Ragnow,C,DET,"$1,015,461",2019
663.0,Gerald Everett,TE,LAR,"$1,014,497",2019
664.0,Billy Price,C,CIN,"$1,012,386",2019
665.0,Sean Davis,FS,PIT,"$1,007,314",2019
666.0,Rashaan Evans,ILB,TEN,"$1,006,236",2019
667.0,Adam Shaheen,TE,CHI,"$1,002,322",2019
668.0,Isaiah Wynn,OT,NWE,"$1,000,087",2019
669.0,Tyler Eifert,TE,CIN,"$1,000,000",2019
,Malcom Brown,DT,NOR,"$1,000,000",2019
,Quincy Enunwa,WR,NYJ,"$1,000,000",2019
,Landon Collins,SS,WAS,"$1,000,000",2019
,Stephon Gilmore,CB,NWE,"$1,000,000",2019
,Brandin Cooks,WR,LAR,"$1,000,000",2019
,Ray-Ray Armstrong,LB,2TM,"$1,000,000",2019
,Aaron Lynch,DE,CHI,"$1,000,000",2019
,Maurkice Pouncey,C,PIT,"$1,000,000",2019
,Vinny Curry,DE,PHI,"$1,000,000",2019
,Brent Qvale,T,NYJ,"$1,000,000",2019
,Pierre Desir,CB,IND,"$1,000,000",2019
,Tavon Austin,WR,DAL,"$1,000,000",2019
,T.J. Yeldon,RB,BUF,"$1,000,000",2019
,Mike Pennel,DT,KAN,"$1,000,000",2019
,Justin Houston,LB,IND,"$1,000,000",2019
,Shaquil Barrett,OLB,TAM,"$1,000,000",2019
,Nick O'Leary,TE,2TM,"$1,000,000",2019
,Jordan Matthews,WR,2TM,"$1,000,000",2019
,Tavon Wilson,FS,DET,"$1,000,000",2019
,Za'Darius Smith,DE,GNB,"$1,000,000",2019
,Brandon Bolden,RB,NWE,"$1,000,000",2019
,Denzelle Good,OT,OAK,"$1,000,000",2019
,Morgan Cox,C,BAL,"$1,000,000",2019
,Josh Lambo,K,JAX,"$1,000,000",2019
,Nevin Lawson,CB,OAK,"$1,000,000",2019
,Zach Brown,OLB,PHI,"$1,000,000",2019
,Brandon Graham,DE,PHI,"$1,000,000",2019
,Robert Griffin,QB,BAL,"$1,000,000",2019
,Darryl Roberts,CB,NYJ,"$1,000,000",2019
,Brian Poole,S,NYJ,"$1,000,000",2019
,Mark Barron,LB,PIT,"$1,000,000",2019
,Joe Looney,G,DAL,"$1,000,000",2019
,Trevor Siemian,QB,NYJ,"$1,000,000",2019
,Johnathan Hankins,DT,OAK,"$1,000,000",2019
,Justin Tucker,K,BAL,"$1,000,000",2019
,Nick Boyle,TE,BAL,"$1,000,000",2019
,Cameron Fleming,OT,DAL,"$1,000,000",2019
,Tramaine Brock,DB,2TM,"$1,000,000",2019
,Jake Ryan,OLB,JAX,"$1,000,000",2019
,Chris Reed,G,2TM,"$1,000,000",2019
,C.J. Anderson,RB,DET,"$1,000,000",2019
,Craig Robertson,LB,NOR,"$1,000,000",2019
,Christian Covington,DT,DAL,"$1,000,000",2019
,Jamize Olawale,FB,DAL,"$1,000,000",2019
,Neville Hewitt,LB,NYJ,"$1,000,000",2019
,Julian Edelman,WR,NWE,"$1,000,000",2019
,Dante Fowler,OLB,LAR,"$1,000,000",2019
,Ronald Darby,CB,PHI,"$1,000,000",2019
,Dan Bailey,K,MIN,"$1,000,000",2019
,Tyrod Taylor,QB,LAC,"$1,000,000",2019
,Rodney Gunter,DT,ARI,"$1,000,000",2019
,Mike Glennon,QB,OAK,"$1,000,000",2019
,Malik Jackson,DT,PHI,"$1,000,000",2019
,Kyle Fuller,CB,CHI,"$1,000,000",2019
,C.J. Mosley,ILB,NYJ,"$1,000,000",2019
,Matt Paradis,C,CAR,"$1,000,000",2019
,Daniel McCullers,DT,PIT,"$1,000,000",2019
,Morgan Burnett,DB,CLE,"$1,000,000",2019
,James Develin,RB,NWE,"$1,000,000",2019
,Malcolm Brown,RB,LAR,"$1,000,000",2019
,Mike Davis,RB,2TM,"$1,000,000",2019
,Chris Boswell,K,PIT,"$1,000,000",2019
,B.W. Webb,CB,CIN,"$1,000,000",2019
,Margus Hunt,DE,IND,"$1,000,000",2019
,Oday Aboushi,OT,DET,"$1,000,000",2019
,Mike Iupati,G,SEA,"$1,000,000",2019
,Latavius Murray,RB,NOR,"$1,000,000",2019
,Timmy Jernigan,DT,PHI,"$1,000,000",2019
,Blake Bortles,QB,LAR,"$1,000,000",2019
,Casey Kreiter,LS,DEN,"$1,000,000",2019
740.0,Cyrus Jones,CB,BAL,"$996,000",2019
741.0,Vonn Bell,SS,NOR,"$991,677",2019
742.0,Quincy Wilson,CB,IND,"$989,207",2019
743.0,D.J. Moore,WR,CAR,"$987,787",2019
744.0,Adam Gotsis,DT,DEN,"$986,987",2019
745.0,Hayden Hurst,TE,BAL,"$981,638",2019
746.0,Tyler Boyd,WR,CIN,"$980,769",2019
747.0,Calvin Ridley,WR,ATL,"$975,487",2019
748.0,Spencer Pulley,C,NYG,"$975,000",2019
,Russell Shepard,WR,NYG,"$975,000",2019
,Markus Golden,OLB,NYG,"$975,000",2019
,Austin Reiter,C,KAN,"$975,000",2019
752.0,Tyus Bowser,OLB,BAL,"$971,874",2019
753.0,Rashaad Penny,RB,SEA,"$969,338",2019
754.0,Terrell Edmunds,S,PIT,"$966,263",2019
755.0,Joe Mixon,RB,CIN,"$960,470",2019
756.0,Ryan Anderson,OLB,WAS,"$949,066",2019
757.0,Taven Bryan,DT,JAX,"$941,589",2019
758.0,James Bradberry,CB,CAR,"$940,114",2019
759.0,Mario Edwards,DE,NOR,"$935,000",2019
760.0,Alfred Morris,RB,ARI,"$930,000",2019
,Josh Bellamy,WR,NYJ,"$930,000",2019
,Kurt Coleman,LB,BUF,"$930,000",2019
,Nigel Bradham,OLB,PHI,"$930,000",2019
,Taiwan Jones,RB,HOU,"$930,000",2019
,Bryan Anger,P,HOU,"$930,000",2019
,Corey Liuget,DT,2TM,"$930,000",2019
,Andrew Sendejo,DB,2TM,"$930,000",2019
,Adrian Clayborn,DL,ATL,"$930,000",2019
,Nick Sundberg,C,WAS,"$930,000",2019
,Jake McQuaide,LS,LAR,"$930,000",2019
,Fletcher Cox,DT,PHI,"$930,000",2019
,Bilal Powell,RB,NYJ,"$930,000",2019
,Sam Acho,OLB,TAM,"$930,000",2019
,Josh Harris,LS,ATL,"$930,000",2019
,Darian Stewart,DB,TAM,"$930,000",2019
,Colin Jones,DB,CAR,"$930,000",2019
,Lance Kendricks,TE,LAC,"$930,000",2019
,Pernell McPhee,DL,BAL,"$930,000",2019
,Aaron Brewer,LS,ARI,"$930,000",2019
,Nick Bellore,LB,SEA,"$930,000",2019
,J'Marcus Webb,T,MIA,"$930,000",2019
,Kyle Love,DT,CAR,"$930,000",2019
,John Jerry,G,CIN,"$930,000",2019
,Jon Weeks,C,HOU,"$930,000",2019
,Marcus Sherels,DB,2TM,"$930,000",2019
,Ted Larsen,C,CHI,"$930,000",2019
,Terrell McClain,DL,2TM,"$930,000",2019
,Chris Clark,T,HOU,"$930,000",2019
,Jason Kelce,C,PHI,"$930,000",2019
,Dwayne Harris,WR,OAK,"$930,000",2019
,Anthony Sherman,RB,KAN,"$930,000",2019
792.0,Mike Hughes,CB,MIN,"$928,522",2019
793.0,DeMarcus Walker,DE,DEN,"$926,260",2019
794.0,Cody Latimer,WR,NYG,"$925,000",2019
795.0,Sony Michel,RB,NWE,"$917,577",2019
796.0,Lamar Jackson,QB,BAL,"$910,529",2019
797.0,Foster Moreau,TE,OAK,"$910,000",2019
798.0,Kerry Wynn,DE,CIN,"$900,000",2019
,Darren Fells,TE,HOU,"$900,000",2019
,Christopher Milton,CB,TEN,"$900,000",2019
,Jamie Collins,OLB,NWE,"$900,000",2019
,John Miller,OG,CIN,"$900,000",2019
,Tyler Larsen,C,CAR,"$900,000",2019
,Ryan Allen,P,ATL,"$900,000",2019
,John Simon,DE,NWE,"$900,000",2019
,Josh Mauro,DE,OAK,"$900,000",2019
,Preston Brown,ILB,2TM,"$900,000",2019
,Bobby Hart,OG,CIN,"$900,000",2019
,Shamar Stephen,DT,MIN,"$900,000",2019
810.0,Raekwon McMillan,ILB,MIA,"$892,049",2019
811.0,Dalvin Tomlinson,DT,NYG,"$880,646",2019
812.0,Zach Cunningham,OLB,HOU,"$871,522",2019
813.0,Ethan Pocic,C,SEA,"$865,821",2019
814.0,Chidobe Awuzie,CB,DAL,"$854,417",2019
815.0,Tyrann Mathieu,CB,KAN,"$850,000",2019
,Zach Line,FB,NOR,"$850,000",2019
,Chris Banjo,S,ARI,"$850,000",2019
,David Mayo,ILB,NYG,"$850,000",2019
,Brent Urban,DE,2TM,"$850,000",2019
,Josh Hill,TE,NOR,"$850,000",2019
,Wil Lutz,K,NOR,"$850,000",2019
,Cassius Marsh,DE,ARI,"$850,000",2019
,D.J. Fluker,OT,SEA,"$850,000",2019
,Maurice Alexander,SS,BUF,"$850,000",2019
,Denzel Perryman,ILB,LAC,"$850,000",2019
,Preston Smith,DE,GNB,"$850,000",2019
,Neiko Thorpe,DB,SEA,"$850,000",2019
,P.J. Williams,CB,NOR,"$850,000",2019
829.0,Josh Jones,S,DAL,"$849,856",2019
830.0,JuJu Smith-Schuster,WR,PIT,"$846,434",2019
831.0,Dion Dawkins,OG,BUF,"$845,294",2019
832.0,Taylor Moton,OT,CAR,"$843,014",2019
833.0,Tanoh Kpassagnon,DE,KAN,"$832,838",2019
834.0,Olsen Pierre,DT,NYG,"$825,000",2019
,Chris Hogan,WR,CAR,"$825,000",2019
836.0,Maxx Crosby,EDGE,OAK,"$822,500",2019
837.0,Austin Corbett,C,2TM,"$821,745",2019
838.0,Larry Ogunjobi,DT,CLE,"$820,200",2019
839.0,Jonathan Bullard,DE,ARI,"$820,000",2019
,James Winchester,LS,KAN,"$820,000",2019
841.0,Will Hernandez,OG,NYG,"$818,670",2019
842.0,Nick Chubb,RB,CLE,"$815,595",2019
843.0,Ahkello Witherspoon,CB,SFO,"$815,375",2019
844.0,Dawuane Smoot,DE,JAX,"$812,500",2019
,Justice Hill,RB,BAL,"$812,500",2019
,Dru Samia,OL,MIN,"$812,500",2019
847.0,Cooper Kupp,WR,LAR,"$811,000",2019
848.0,Pat Elflein,C,MIN,"$809,500",2019
849.0,Darius Leonard,LB,IND,"$809,446",2019
850.0,Alvin Kamara,RB,NOR,"$807,500",2019
851.0,Braden Smith,OG,IND,"$806,986",2019
852.0,Anthony Chickillo,DE,PIT,"$806,000",2019
853.0,Richard Rodgers,TE,PHI,"$805,000",2019
,Ryan Griffin,QB,TAM,"$805,000",2019
,David Fales,QB,NYJ,"$805,000",2019
,Jordan Richards,SS,2TM,"$805,000",2019
,Lane Johnson,OT,PHI,"$805,000",2019
,Vince Williams,ILB,PIT,"$805,000",2019
,De'Anthony Thomas,RB,2TM,"$805,000",2019
,Phillip Gaines,CB,HOU,"$805,000",2019
,Earl Watford,OG,TAM,"$805,000",2019
,Danny Shelton,DT,NWE,"$805,000",2019
,A.J. Cann,OG,JAX,"$805,000",2019
,Nick Williams,DT,CHI,"$805,000",2019
,Cornelius Lucas,T,CHI,"$805,000",2019
,Trey Flowers,DE,DET,"$805,000",2019
,Terrence Brooks,FS,NWE,"$805,000",2019
,Albert McClellan,DE,NYJ,"$805,000",2019
,Tyler Shatley,OG,JAX,"$805,000",2019
,A.Q. Shipley,C,ARI,"$805,000",2019
,James O'Shaughnessy,TE,JAX,"$805,000",2019
,Dakota Dozier,OT,MIN,"$805,000",2019
,Bashaud Breeland,CB,KAN,"$805,000",2019
,Dontrelle Inman,WR,2TM,"$805,000",2019
,Ryan Groy,OG,LAC,"$805,000",2019
,Blake Bell,TE,KAN,"$805,000",2019
,John Jenkins,DT,MIA,"$805,000",2019
,Kemal Ishmael,DB,ATL,"$805,000",2019
,Ty Montgomery,RB-WR,NYJ,"$805,000",2019
,Benson Mayowa,DE,OAK,"$805,000",2019
,Javorius Allen,RB,NYG,"$805,000",2019
,Justin Hardy,WR,ATL,"$805,000",2019
,Levine Toilolo,TE,SFO,"$805,000",2019
,William Compton,LB,OAK,"$805,000",2019
,Joe Cardona,LS,NWE,"$805,000",2019
,Josh Robinson,CB,JAX,"$805,000",2019
,Tank Carradine,DE,MIA,"$805,000",2019
,D.J. Alexander,OLB,JAX,"$805,000",2019
,Spencer Ware,RB,KAN,"$805,000",2019
,Tony Bergstrom,OT,WAS,"$805,000",2019
,Blidi Wreh-Wilson,CB,ATL,"$805,000",2019
,Sean Mannion,QB,MIN,"$805,000",2019
,Ryan Grant,WR,OAK,"$805,000",2019
,Michael Ola,T,NOR,"$805,000",2019
,T.J. Jones,WR,NYG,"$805,000",2019
,Caraun Reid,DT,ARI,"$805,000",2019
,Cedric Ogbuehi,OT,JAX,"$805,000",2019
,Justin Coleman,CB,DET,"$805,000",2019
,Kayvon Webster,CB,WAS,"$805,000",2019
,Xavier Su'a-Filo,OG,DAL,"$805,000",2019
,Kevin Pierre-Louis,OLB,CHI,"$805,000",2019
,Damontre Moore,DE,SFO,"$805,000",2019
,Patrick Omameh,G,NOR,"$805,000",2019
,Bryce Hager,ILB,LAR,"$805,000",2019
,Rod Smith,RB,2TM,"$805,000",2019
,Josh Wells,T,TAM,"$805,000",2019
,Paul Worrilow,LB,NYJ,"$805,000",2019
,Jordan Devey,T,OAK,"$805,000",2019
,Andrew Donnal,OT,MIA,"$805,000",2019
,Bradley Pinion,P,TAM,"$805,000",2019
,Greg Van Roten,G,CAR,"$805,000",2019
,Kevin Minter,ILB,TAM,"$805,000",2019
,Nate Orchard,OLB,WAS,"$805,000",2019
,Ramik Wilson,ILB,ARI,"$805,000",2019
,T.Y. McGill,DT,LAC,"$805,000",2019
,Scott Simonson,TE,NYG,"$805,000",2019
,Maxx Williams,TE,ARI,"$805,000",2019
,Johnathan Cyprien,SS,2TM,"$805,000",2019
,Jesse James,TE,DET,"$805,000",2019
,Jaylen Watkins,CB,LAC,"$805,000",2019
,Stephone Anthony,ILB,NOR,"$805,000",2019
,JJ Nelson,WR,OAK,"$805,000",2019
,Jeremiah Attaochu,OLB,DEN,"$805,000",2019
,Nathan Stupar,OLB,NYG,"$805,000",2019
,Alex Okafor,DE,KAN,"$805,000",2019
,Frank Clark,DE,KAN,"$805,000",2019
,Geremy Davis,WR,LAC,"$805,000",2019
,Logan Thomas,QB/TE,DET,"$805,000",2019
,Antone Exum,CB,SFO,"$805,000",2019
,Chris Conley,WR,JAX,"$805,000",2019
,Charley Hughlett,LS,CLE,"$805,000",2019
,Rakeem Nunez-Roches,DT,TAM,"$805,000",2019
,Kenjon Barner,RB,ATL,"$805,000",2019
,Jamar Taylor,CB,2TM,"$805,000",2019
,Bennie Fowler,WR,NYG,"$805,000",2019
,Brynden Trawick,S,BAL,"$805,000",2019
,Jahleel Addae,S,HOU,"$805,000",2019
,Luke Willson,TE,SEA,"$805,000",2019
,Daniel Brown,TE,NYJ,"$805,000",2019
,Corey Nelson,OLB,DEN,"$805,000",2019
,Dontae Johnson,FS,2TM,"$805,000",2019
,Najee Goode,ILB,JAX,"$805,000",2019
,Cairo Santos,K,TEN,"$805,000",2019
,Ben Garland,DL,SFO,"$805,000",2019
,Tyeler Davison,DT,ATL,"$805,000",2019
,LaRoy Reynolds,LB,CIN,"$805,000",2019
947.0,Ben Powers,OL,BAL,"$802,500",2019
948.0,Ronald Jones,RB,TAM,"$801,450",2019
949.0,Michael Palardy,P,CAR,"$800,000",2019
,Sheldrick Redwine,S,CLE,"$800,000",2019
951.0,James Daniels,C,CHI,"$795,916",2019
952.0,Dan Feeney,OG,LAC,"$793,000",2019
953.0,Isaiah Johnson,CB,OAK,"$792,500",2019
954.0,Courtland Sutton,WR,DEN,"$790,996",2019
955.0,Harold Landry,OLB,TEN,"$786,077",2019
956.0,Mike Gesicki,TE,MIA,"$780,542",2019
957.0,Marcus Davenport,DE,NOR,"$779,632",2019
958.0,Kerryon Johnson,RB,DET,"$775,622",2019
959.0,Alex Tanney,QB,NYG,"$775,000",2019
960.0,Taywan Taylor,WR,CLE,"$773,500",2019
961.0,Dante Pettis,WR,SFO,"$770,934",2019
962.0,Josh Jackson,CB,GNB,"$764,368",2019
963.0,Jordan Willis,DE,NYJ,"$754,750",2019
964.0,Ben Braunecker,TE,CHI,"$750,000",2019
,Eric Tomlinson,TE,3TM,"$750,000",2019
,Akeem King,DB,SEA,"$750,000",2019
967.0,Isaac Seumalo,OG,PHI,"$749,000",2019
968.0,Christian Kirk,WR,ARI,"$747,948",2019
969.0,C.J. Prosise,RB,SEA,"$745,000",2019
970.0,Uchenna Nwosu,OLB,LAC,"$741,799",2019
971.0,Chris Wormley,DT,BAL,"$736,000",2019
,Nick Vannett,TE,2TM,"$736,000",2019
973.0,Dallas Goedert,TE,PHI,"$735,649",2019
974.0,Connor Williams,OT,DAL,"$729,500",2019
975.0,Duke Riley,OLB,2TM,"$726,500",2019
976.0,Anthony Miller,WR,CHI,"$723,350",2019
977.0,Jonathan Williams,RB,IND,"$720,000",2019
,Kentrell Brothers,ILB,MIN,"$720,000",2019
,Sheldon Day,DT,SFO,"$720,000",2019
,Briean Boddy-Calhoun,DB,2TM,"$720,000",2019
,Joel Heath,DT,HOU,"$720,000",2019
,Anthony Zettel,DE,2TM,"$720,000",2019
,Tyrell Adams,LB,HOU,"$720,000",2019
,Kamu Grugier-Hill,OLB,PHI,"$720,000",2019
,Ted Karras,OG,NWE,"$720,000",2019
,Tyler Ervin,RB,2TM,"$720,000",2019
,Stephen Weatherly,OLB,MIN,"$720,000",2019
,Paul Perkins,RB,DET,"$720,000",2019
,Rick Lovato,LS,PHI,"$720,000",2019
,Hassan Ridgeway,DT,PHI,"$720,000",2019
,Pharoh Cooper,WR,2TM,"$720,000",2019
