Rk,Player,Pos,Tm,Cap Hit
,Jordan Cameron,TE,MIA,"$8,000,000"
92.0,Chandler Jones,DE,ARI,"$7,799,000"
93.0,Robert Quinn,DE,LAR,"$7,777,777"
94.0,Melvin Ingram,DE,SDG,"$7,751,000"
,Dont'a Hightower,ILB,NWE,"$7,751,000"
96.0,Adrian Peterson,RB,MIN,"$7,750,000"
97.0,Keenan Allen,WR,SDG,"$7,724,450"
98.0,Rodney Hudson,OL,OAK,"$7,700,000"
99.0,LeSean McCoy,RB,BUF,"$7,675,000"
,Pernell McPhee,DL,CHI,"$7,675,000"
101.0,Adam Jones,DB,CIN,"$7,604,166"
102.0,Pierre Garcon,WR,WAS,"$7,600,000"
103.0,Jerry Hughes,DE,BUF,"$7,575,000"
104.0,Dre Kirkpatrick,CB,CIN,"$7,507,000"
105.0,Thomas Davis,LB,CAR,"$7,500,000"
,David Harris,LB,NYJ,"$7,500,000"
,Dan Williams,DT,OAK,"$7,500,000"
108.0,Terrell Suggs,LB-DE,BAL,"$7,450,000"
109.0,Mike Daniels,DT,GNB,"$7,400,000"
,Jairus Byrd,DB,NOR,"$7,400,000"
111.0,Elvis Dumervil,DE,BAL,"$7,375,000"
112.0,Michael Floyd,WR,2TM,"$7,320,000"
,Kendall Wright,WR,TEN,"$7,320,000"
114.0,Julius Thomas,TE,JAX,"$7,300,000"
115.0,Orlando Franklin,OL,SDG,"$7,200,000"
116.0,Carson Palmer,QB,ARI,"$7,150,000"
117.0,Muhammad Wilkerson,DT,NYJ,"$7,000,000"
,Johnathan Joseph,DB,HOU,"$7,000,000"
119.0,Lamarr Houston,DT,CHI,"$6,990,000"
120.0,Tyrod Taylor,QB,BUF,"$6,919,573"
121.0,Everson Griffen,DE,MIN,"$6,900,000"
122.0,Eric Fisher,OT,KAN,"$6,854,636"
123.0,Derek Wolfe,DT,DEN,"$6,800,000"
124.0,Michael Mitchell,DB,PIT,"$6,763,750"
125.0,Alterraun Verner,DB,TAM,"$6,750,000"
,Connor Barwin,DE,PHI,"$6,750,000"
,Trent Williams,T,WAS,"$6,750,000"
128.0,Luke Joeckel,OT,JAX,"$6,745,963"
129.0,Eric Wood,C,BUF,"$6,725,000"
130.0,Jermey Parnell,T,JAX,"$6,500,000"
,Mario Williams,DE,MIA,"$6,500,000"
,Eric Decker,WR,NYJ,"$6,500,000"
133.0,Tyson Jackson,DE,ATL,"$6,350,000"
,Danny Trevathan,OLB,CHI,"$6,350,000"
135.0,Derrick Morgan,DE,TEN,"$6,312,500"
136.0,Delanie Walker,TE,TEN,"$6,267,708"
137.0,Jeff Allen,T,HOU,"$6,250,000"
,Kyle Williams,DT,BUF,"$6,250,000"
139.0,Cordy Glenn,T,BUF,"$6,200,000"
,Tramon Williams,DB,CLE,"$6,200,000"
141.0,T.J. Lang,T,GNB,"$6,181,250"
142.0,Dontari Poe,DT,KAN,"$6,146,000"
,Michael Brockers,DT,LAR,"$6,146,000"
144.0,Michael Johnson,DE,CIN,"$6,125,000"
,Da'Norris Searcy,DB,TEN,"$6,125,000"
146.0,Donald Penn,T,OAK,"$6,100,000"
,Aaron Williams,DB,BUF,"$6,100,000"
148.0,Jadeveon Clowney,DE,HOU,"$6,074,454"
149.0,Cliff Avril,DE,SEA,"$6,000,000"
,Davon House,DB,JAX,"$6,000,000"
,Gerald McCoy,DT,TAM,"$6,000,000"
,C.J. Anderson,RB,DEN,"$6,000,000"
,Luke Kuechly,ILB,CAR,"$6,000,000"
,Nate Solder,T,NWE,"$6,000,000"
,Charles Clay,TE,BUF,"$6,000,000"
,Reggie Nelson,DB,OAK,"$6,000,000"
,DeMarco Murray,RB,TEN,"$6,000,000"
158.0,Dominique Rodgers-Cromartie,DB,NYG,"$5,980,000"
159.0,Morgan Burnett,DB,GNB,"$5,956,250"
160.0,Carlos Dunlap,DE,CIN,"$5,950,000"
161.0,Austin Howard,T,OAK,"$5,900,000"
162.0,NaVorro Bowman,LB,SFO,"$5,850,000"
163.0,Perrish Cox,DB,TEN,"$5,833,333"
164.0,Bobby Massie,T,CHI,"$5,818,750"
165.0,Whitney Mercilus,DE,HOU,"$5,800,000"
166.0,D'Qwell Jackson,LB,IND,"$5,750,000"
,T.J. Ward,DB,DEN,"$5,750,000"
168.0,Linval Joseph,DT,MIN,"$5,650,000"
,Kyle Rudolph,TE,MIN,"$5,650,000"
170.0,Blake Bortles,QB,JAX,"$5,633,130"
171.0,Nick Mangold,C,NYJ,"$5,600,000"
172.0,Prince Amukamara,CB,JAX,"$5,593,750"
173.0,Marcus Mariota,QB,TEN,"$5,503,176"
174.0,Antonio Gates,TE,SDG,"$5,500,000"
,Lamar Miller,RB,HOU,"$5,500,000"
,Derek Newton,OL,HOU,"$5,500,000"
,Vince Wilfork,NT-DT,HOU,"$5,500,000"
178.0,Bryan Bulaga,T,GNB,"$5,462,500"
179.0,Sammy Watkins,WR,BUF,"$5,436,983"
180.0,Joe Staley,T,SFO,"$5,400,000"
181.0,Andy Levitre,G,ATL,"$5,375,000"
,Kelvin Beachum,T,JAX,"$5,375,000"
183.0,Dante Fowler,OLB,JAX,"$5,338,694"
184.0,Jamaal Charles,RB,KAN,"$5,312,500"
185.0,Harrison Smith,FS,MIN,"$5,278,000"
186.0,K.J. Wright,LB,SEA,"$5,250,000"
,DeAndre Levy,LB,DET,"$5,250,000"
188.0,Allen Bailey,DL,KAN,"$5,212,500"
189.0,Russell Okung,T,DEN,"$5,200,000"
190.0,Amari Cooper,WR,OAK,"$5,150,708"
191.0,King Dunlap,T,SDG,"$5,143,750"
192.0,Casey Hayward,DB,SDG,"$5,133,333"
193.0,Paul Posluszny,LB,JAX,"$5,104,166"
194.0,Kam Chancellor,DB,SEA,"$5,100,000"
,Greg Olsen,TE,CAR,"$5,100,000"
,Jimmy Smith,CB,BAL,"$5,100,000"
197.0,Trent Cole,DE-LB,IND,"$5,093,750"
198.0,Khalil Mack,OLB,OAK,"$5,093,727"
199.0,Martellus Bennett,TE,NWE,"$5,085,000"
200.0,George Iloka,FS,CIN,"$5,075,000"
201.0,Marquette King,P,OAK,"$5,050,000"
202.0,Robert Griffin,QB,CLE,"$5,046,875"
203.0,Josh McCown,QB,CLE,"$5,041,666"
204.0,Robert Mathis,DE,IND,"$5,000,000"
,Mark Barron,SS,LAR,"$5,000,000"
,Robert Ayers,DE,TAM,"$5,000,000"
,Marcus Gilchrist,DB,NYJ,"$5,000,000"
,Breno Giacomini,G,NYJ,"$5,000,000"
,Ryan Kerrigan,DE,WAS,"$5,000,000"
,Brian Cushing,LB,HOU,"$5,000,000"
,Josh Norman,CB,WAS,"$5,000,000"
212.0,Ahmad Brooks,LB,SFO,"$4,900,000"
213.0,Nick Perry,DE,GNB,"$4,875,000"
214.0,Corey Graham,DB,BUF,"$4,775,000"
215.0,Josh Sitton,G,CHI,"$4,750,000"
,Clint Boling,OL,CIN,"$4,750,000"
,Chad Henne,QB,JAX,"$4,750,000"
,Golden Tate,WR,DET,"$4,750,000"
219.0,Joey Bosa,DE,SDG,"$4,704,306"
220.0,Sen'Derrick Marks,DT,JAX,"$4,675,000"
221.0,Giovani Bernard,RB,CIN,"$4,621,517"
222.0,Jeremy Zuttah,G,BAL,"$4,607,206"
223.0,Joe Barksdale,OL,SDG,"$4,550,000"
224.0,Mike Iupati,G,ARI,"$4,500,000"
,Vincent Rey,LB,CIN,"$4,500,000"
,Michael Oher,T,CAR,"$4,500,000"
,Rodger Saffold,T,LAR,"$4,500,000"
,Akiem Hicks,DE,CHI,"$4,500,000"
,Devin McCourty,DB,NWE,"$4,500,000"
,Antoine Bethea,DB,SFO,"$4,500,000"
,Eddie Royal,WR,CHI,"$4,500,000"
,Torrey Smith,WR,SFO,"$4,500,000"
233.0,Jake Matthews,OT,ATL,"$4,480,773"
234.0,Dustin Colquitt,P,KAN,"$4,450,000"
235.0,Jason Pierre-Paul,DE,NYG,"$4,250,000"
,Kendall Langford,DE,IND,"$4,250,000"
,Erik Walden,DE,IND,"$4,250,000"
,DeAngelo Hall,DB,WAS,"$4,250,000"
,Wesley Woodyard,LB,TEN,"$4,250,000"
,Brandon Carr,DB,DAL,"$4,250,000"
,Barry Church,DB,DAL,"$4,250,000"
,Kyle Long,OT,CHI,"$4,250,000"
243.0,Jalen Ramsey,FS,JAX,"$4,245,636"
244.0,Tashaun Gipson,DB,JAX,"$4,206,250"
245.0,Captain Munnerlyn,DB,MIN,"$4,200,000"
246.0,Shawn Williams,SS,CIN,"$4,188,986"
247.0,Steve Smith,WR,BAL,"$4,166,668"
248.0,Rey Maualuga,LB,CIN,"$4,084,375"
249.0,Marcus Gilbert,OL,PIT,"$4,068,500"
250.0,Alex Mack,C,ATL,"$4,050,000"
,David Amerson,CB,OAK,"$4,050,000"
252.0,Marshal Yanda,T,BAL,"$4,010,220"
253.0,Michael Bennett,DE,SEA,"$4,000,000"
,Frank Gore,RB,IND,"$4,000,000"
,Marcedes Lewis,TE,JAX,"$4,000,000"
,Doug Martin,RB,TAM,"$4,000,000"
,Glover Quin,DB,DET,"$4,000,000"
,Brandon Graham,DE,PHI,"$4,000,000"
,Jason Kelce,OL,PHI,"$4,000,000"
,Jerrell Freeman,LB,CHI,"$4,000,000"
,Jabaal Sheard,DL,NWE,"$4,000,000"
,Patrick Robinson,DB,IND,"$4,000,000"
,Shawn Lauvao,G,WAS,"$4,000,000"
,Doug Free,T,DAL,"$4,000,000"
,Donald Stephenson,T,DEN,"$4,000,000"
,Travis Benjamin,WR,SDG,"$4,000,000"
267.0,Roy Miller,DT,JAX,"$3,975,000"
268.0,Sebastian Janikowski,K,OAK,"$3,960,000"
269.0,Chance Warmack,OG,TEN,"$3,871,206"
270.0,Tracy Porter,DB,CHI,"$3,868,750"
271.0,Graham Gano,P,CAR,"$3,850,000"
272.0,Tamba Hali,DE,KAN,"$3,802,083"
273.0,Kevin White,WR,CHI,"$3,764,329"
274.0,Brian Robison,DE,MIN,"$3,750,000"
,Eric Weddle,DB,BAL,"$3,750,000"
,DeSean Jackson,WR,WAS,"$3,750,000"
277.0,Domata Peko,DT,CIN,"$3,725,000"
278.0,Ronnie Stanley,OT,BAL,"$3,724,423"
279.0,Case Keenum,QB,LAR,"$3,635,000"
280.0,D.J. Fluker,OT,SDG,"$3,628,067"
281.0,Ron Parker,CB,KAN,"$3,600,000"
,Dan Skuta,LB,JAX,"$3,600,000"
,Kenny Britt,WR,LAR,"$3,600,000"
284.0,Letroy Guion,DT,GNB,"$3,516,666"
285.0,Jaye Howard,DT,KAN,"$3,500,000"
,Derrick Johnson,LB,KAN,"$3,500,000"
,Brandon Mebane,DT,SDG,"$3,500,000"
,Darren Sproles,RB,PHI,"$3,500,000"
,Brent Grimes,DB,TAM,"$3,500,000"
,Mike Wallace,WR,BAL,"$3,500,000"
,Justin Tucker,K,BAL,"$3,500,000"
,Ryan Clady,T,NYJ,"$3,500,000"
,Earl Mitchell,DT,MIA,"$3,500,000"
294.0,Chris Ivory,RB,JAX,"$3,468,750"
295.0,Brooks Reed,DL,ATL,"$3,440,000"
296.0,Marcus Cannon,OL,NWE,"$3,400,000"
297.0,Rishard Matthews,WR,TEN,"$3,333,333"
298.0,Vontaze Burfict,LB,CIN,"$3,322,059"
299.0,Vic Beasley,OLB,ATL,"$3,294,370"
300.0,D.J. Hayden,CB,OAK,"$3,284,813"
301.0,Joe Reitz,T,IND,"$3,250,000"
,Adam Vinatieri,K,IND,"$3,250,000"
,Darian Stewart,DB,DEN,"$3,250,000"
,Lance Kendricks,TE,LAR,"$3,250,000"
,Richie Incognito,G,BUF,"$3,250,000"
306.0,Shaun Hill,QB,MIN,"$3,200,000"
,Demario Davis,OLB,CLE,"$3,200,000"
,Dennis Pitta,TE,BAL,"$3,200,000"
309.0,Anthony Fasano,TE,TEN,"$3,187,500"
310.0,Matt Bryant,K,ATL,"$3,183,333"
311.0,Shane Vereen,RB,NYG,"$3,150,000"
312.0,Phil Dawson,K,SFO,"$3,134,000"
313.0,Arthur Moats,LB,PIT,"$3,133,333"
314.0,Taylor Lewan,OT,TEN,"$3,132,274"
315.0,Koa Misi,LB,MIA,"$3,120,500"
316.0,Brandon Fusco,OL,MIN,"$3,120,000"
317.0,Sam Koch,P,BAL,"$3,100,000"
318.0,Marcel Reece,TE,SEA,"$3,072,014"
319.0,Star Lotulelei,DT,CAR,"$3,055,977"
320.0,Kevin Huber,P,CIN,"$3,020,000"
321.0,Arthur Jones,DT,IND,"$3,011,764"
322.0,Jermaine Gresham,TE,ARI,"$3,000,000"
,Darius Butler,DB,IND,"$3,000,000"
,Tyson Alualu,DT,JAX,"$3,000,000"
,Danny Woodhead,RB,SDG,"$3,000,000"
,Gosder Cherilus,T,TAM,"$3,000,000"
,Bobby Wagner,ILB,SEA,"$3,000,000"
,Michael Griffin,DB,CAR,"$3,000,000"
,Marvin Jones,WR,DET,"$3,000,000"
,William Hayes,DE,LAR,"$3,000,000"
,Nate Allen,DB,OAK,"$3,000,000"
,Ryan Mathews,RB,PHI,"$3,000,000"
,Justin Forsett,RB,3TM,"$3,000,000"
,Malcolm Smith,OLB,OAK,"$3,000,000"
,Adrian Clayborn,DL,ATL,"$3,000,000"
336.0,Dwayne Harris,WR,NYG,"$2,975,000"
337.0,Zach Miller,TE,CHI,"$2,968,750"
338.0,Travis Kelce,TE,KAN,"$2,948,226"
339.0,Ezekiel Ansah,DE,DET,"$2,940,621"
340.0,John Greco,T,CLE,"$2,925,000"
341.0,Paul Soliai,DT,CAR,"$2,906,250"
342.0,Virgil Green,TE,DEN,"$2,900,000"
,John Hughes,DT,2TM,"$2,900,000"
344.0,Jack Conklin,OT,TEN,"$2,890,483"
345.0,Leonard Floyd,OLB,CHI,"$2,869,611"
346.0,Dennis Kelly,OT,TEN,"$2,850,000"
,Mychal Kendricks,ILB,PHI,"$2,850,000"
348.0,Andy Lee,P,CAR,"$2,833,000"
349.0,EJ Manuel,QB,BUF,"$2,827,141"
350.0,Ted Ginn,WR,CAR,"$2,775,000"
351.0,Jarvis Jones,OLB,PIT,"$2,769,933"
352.0,Clinton McDonald,DT,TAM,"$2,750,000"
,Buster Skrine,DB,NYJ,"$2,750,000"
,Lee Smith,TE,OAK,"$2,750,000"
,Nick Folk,K,NYJ,"$2,750,000"
,Jared Cook,TE,GNB,"$2,750,000"
,Chris Clark,T,HOU,"$2,750,000"
358.0,Harry Douglas,WR,TEN,"$2,733,333"
359.0,Andre Branch,DE,MIA,"$2,703,125"
360.0,Steven Hauschka,K,SEA,"$2,700,000"
,Pat McAfee,K,IND,"$2,700,000"
,Brett Kern,P,TEN,"$2,700,000"
,Chris Baker,DT,WAS,"$2,700,000"
,Tramaine Brock,DB,SFO,"$2,700,000"
,Matthew Bosher,K,ATL,"$2,700,000"
366.0,Jonathan Babineaux,DE-DT,ATL,"$2,666,668"
367.0,Danny Shelton,DT,CLE,"$2,659,924"
368.0,Tyler Eifert,TE,CIN,"$2,626,909"
369.0,Akeem Dent,LB,HOU,"$2,625,000"
370.0,Chris Chester,G,ATL,"$2,600,000"
371.0,Desmond Trufant,CB,ATL,"$2,598,303"
372.0,Ryan Shazier,OLB,PIT,"$2,592,876"
373.0,Dan Carpenter,K,BUF,"$2,587,500"
374.0,Jacob Tamme,TE,ATL,"$2,584,375"
375.0,Isa Abdul-Quddus,S,MIA,"$2,583,333"
376.0,Ed Dickson,TE,CAR,"$2,566,666"
377.0,DeAngelo Williams,RB,PIT,"$2,565,000"
378.0,Charles Johnson,DE,CAR,"$2,562,500"
,Gary Barnidge,TE,CLE,"$2,562,500"
380.0,Ryan Schraeder,T,ATL,"$2,553,000"
,Paul Worrilow,LB,ATL,"$2,553,000"
,Jahleel Addae,S,SDG,"$2,553,000"
,Abry Jones,DT,JAX,"$2,553,000"
,Bradley McDougald,FS,TAM,"$2,553,000"
,Mike Remmers,T,CAR,"$2,553,000"
,Kamar Aiken,WR,BAL,"$2,553,000"
,Matt McGloin,QB,OAK,"$2,553,000"
,Ronald Leary,G,DAL,"$2,553,000"
389.0,Joe Hawley,G,TAM,"$2,500,000"
,Evan Dietrich-Smith,G,TAM,"$2,500,000"
,Leodis McKelvin,DB,PHI,"$2,500,000"
,Emmanuel Sanders,WR,DEN,"$2,500,000"
,Tony Bergstrom,OT,HOU,"$2,500,000"
,Malcolm Jenkins,DB,PHI,"$2,500,000"
,Julian Edelman,WR,NWE,"$2,500,000"
,Andre Smith,T,MIN,"$2,500,000"
,Dan Bailey,K,DAL,"$2,500,000"
,Rashad Johnson,DB,TEN,"$2,500,000"
399.0,William Gay,DB,PIT,"$2,483,333"
400.0,Jonathan Casillas,LB,NYG,"$2,475,000"
401.0,DeVante Parker,WR,MIA,"$2,471,942"
402.0,Sean Spence,LB,TEN,"$2,468,750"
,Al Woods,DT,TEN,"$2,468,750"
404.0,Ryan Succop,K,TEN,"$2,466,666"
405.0,Datone Jones,DE,GNB,"$2,455,280"
406.0,Johnny Hekker,P,LAR,"$2,444,444"
407.0,Ladarius Green,TE,PIT,"$2,437,500"
,Brandon LaFell,WR,CIN,"$2,437,500"
409.0,DeAndre Hopkins,WR,HOU,"$2,426,678"
410.0,Melvin Gordon,RB,SDG,"$2,424,948"
411.0,Ramon Foster,T,PIT,"$2,416,666"
412.0,Sylvester Williams,DT,DEN,"$2,412,375"
413.0,Victor Cruz,WR,NYG,"$2,400,000"
,Mohamed Sanu,WR,ATL,"$2,400,000"
,Mitchell Schwartz,T,KAN,"$2,400,000"
,Mason Crosby,K,GNB,"$2,400,000"
417.0,C.J. Mosley,ILB,BAL,"$2,396,728"
418.0,Ben Jones,C,TEN,"$2,375,000"
419.0,Cole Beasley,WR,DAL,"$2,356,000"
420.0,Greg Robinson,OT,LAR,"$2,354,918"
421.0,Chad Greenway,LB,MIN,"$2,300,000"
,Tom Johnson,DT,MIN,"$2,300,000"
,Stephen Gostkowski,K,NWE,"$2,300,000"
424.0,Ja'Wuan James,OT,MIA,"$2,298,654"
425.0,Kevin Johnson,CB,HOU,"$2,283,957"
426.0,Ha Ha Clinton-Dix,FS,GNB,"$2,274,137"
427.0,Laremy Tunsil,OT,MIA,"$2,265,027"
428.0,Matt Prater,K,DET,"$2,250,000"
,Karl Klug,DL,TEN,"$2,250,000"
,Eugene Sims,LB,LAR,"$2,250,000"
,Rob Gronkowski,TE,NWE,"$2,250,000"
,Derrick Shelby,DE,ATL,"$2,250,000"
,James Starks,RB,GNB,"$2,250,000"
434.0,Rashad Jennings,RB,NYG,"$2,230,000"
435.0,Dee Ford,DE,KAN,"$2,225,100"
436.0,Mike Adams,DB,IND,"$2,209,375"
437.0,Jamize Olawale,FB,OAK,"$2,190,000"
438.0,Kurt Coleman,LB,CAR,"$2,184,375"
439.0,Marcus Peters,CB,KAN,"$2,178,217"
440.0,Darqueze Dennard,CB,CIN,"$2,176,063"
441.0,Karl Joseph,SS,OAK,"$2,160,785"
442.0,Jason Verrett,CB,SDG,"$2,151,546"
443.0,Brad Nortman,P,JAX,"$2,150,000"
444.0,Cameron Erving,OT,CLE,"$2,142,969"
445.0,Matt Elam,SS,BAL,"$2,140,997"
446.0,Cedric Ogbuehi,OT,CIN,"$2,119,472"
447.0,Corey Coleman,WR,CLE,"$2,119,090"
448.0,Bud Dupree,DE,PIT,"$2,095,973"
449.0,Shareece Wright,DB,BAL,"$2,093,333"
450.0,Kelvin Benjamin,WR,CAR,"$2,090,250"
451.0,Shane Ray,DE,DEN,"$2,072,476"
452.0,Shaq Thompson,OLB,CAR,"$2,001,983"
453.0,Antonio Cromartie,DB,IND,"$2,000,000"
,Anthony Sherman,RB,KAN,"$2,000,000"
,Jeremy Lane,CB,SEA,"$2,000,000"
,Mark Sanchez,QB,DAL,"$2,000,000"
,Matt Cassel,QB,TEN,"$2,000,000"
,Von Miller,LB,DEN,"$2,000,000"
,Haloti Ngata,DT,DET,"$2,000,000"
,Nigel Bradham,OLB,PHI,"$2,000,000"
,Andre Holmes,WR,OAK,"$2,000,000"
,Ryan Fitzpatrick,QB,NYJ,"$2,000,000"
,Ricky Jean-Francois,DT,WAS,"$2,000,000"
,Kory Lichtensteiger,C,WAS,"$2,000,000"
,Karlos Dansby,LB,CIN,"$2,000,000"
,Brian Hoyer,QB,CHI,"$2,000,000"
467.0,Breshad Perriman,WR,BAL,"$1,978,481"
468.0,Keanu Neal,FS,ATL,"$1,952,299"
469.0,Derek Anderson,QB,CAR,"$1,950,000"
470.0,Ryan Kelly,C,IND,"$1,900,178"
471.0,Jarius Wright,WR,MIN,"$1,900,000"
472.0,Bradley Roby,CB,DEN,"$1,896,144"
473.0,Kendrick Lewis,DB,BAL,"$1,866,667"
474.0,Phillip Dorsett,WR,IND,"$1,848,958"
475.0,Will Fuller,WR,HOU,"$1,848,057"
476.0,Dwayne Gratz,CB,2TM,"$1,845,394"
477.0,Dallas Thomas,OT,MIA,"$1,822,564"
478.0,Markus Wheaton,WR,PIT,"$1,818,844"
479.0,Glenn Dorsey,DT,SFO,"$1,800,000"
,Shane Lechler,P,HOU,"$1,800,000"
481.0,Brandon Williams,DT,BAL,"$1,799,750"
482.0,Damarious Randall,FS,GNB,"$1,799,030"
483.0,Jelani Jenkins,OLB,MIA,"$1,789,172"
484.0,Dion Sims,TE,MIA,"$1,787,888"
485.0,Brian Schwenke,C,TEN,"$1,787,065"
486.0,David Bakhtiari,OT,GNB,"$1,784,850"
487.0,Jah Reid,OT,KAN,"$1,768,750"
488.0,Shaq Lawson,DE,BUF,"$1,751,904"
489.0,Stephen Tulloch,LB,PHI,"$1,750,000"
,Corey Peters,DT,ARI,"$1,750,000"
,Demar Dotson,T,TAM,"$1,750,000"
,Brandon Myers,TE,TAM,"$1,750,000"
,Matt Schaub,QB,ATL,"$1,750,000"
,Allen Barbre,T,PHI,"$1,750,000"
,Tahir Whitehead,OLB,DET,"$1,750,000"
,Damon Harrison,DT,NYG,"$1,750,000"
,Olivier Vernon,DE,NYG,"$1,750,000"
,Donnie Jones,P,PHI,"$1,750,000"
,Steve McLendon,DT,NYJ,"$1,750,000"
,Jerraud Powers,DB,BAL,"$1,750,000"
,Jared Crick,DT,DEN,"$1,750,000"
,Blaine Gabbert,QB,SFO,"$1,750,000"
503.0,Levine Toilolo,TE,ATL,"$1,746,146"
504.0,Artie Burns,CB,PIT,"$1,743,814"
505.0,Jonathan Cyprien,SS,JAX,"$1,740,170"
506.0,Paxton Lynch,QB,DEN,"$1,722,963"
507.0,Micah Hyde,CB,GNB,"$1,715,527"
508.0,Ricky Wagner,OT,BAL,"$1,707,140"
509.0,Kenny Clark,DT,GNB,"$1,702,117"
510.0,C.J. Spiller,RB,2TM,"$1,700,000"
,Britton Colquitt,P,CLE,"$1,700,000"
,Brice McCain,DB,TEN,"$1,700,000"
