Rk,Player,Pos,Tm,Cap Hit
,Dwight Lowery,DB,SDG,"$1,700,000"
,Dannell Ellerbe,LB,NOR,"$1,700,000"
515.0,Mychal Rivera,TE,OAK,"$1,697,213"
516.0,Kenny Vaccaro,FS,NOR,"$1,690,188"
517.0,Marquess Wilson,WR,CHI,"$1,682,787"
,Willie Young,DE,CHI,"$1,682,787"
519.0,Kemal Ishmael,DB,ATL,"$1,682,474"
520.0,Sheldon Richardson,DT,NYJ,"$1,671,530"
521.0,Andre Ellington,RB,ARI,"$1,671,000"
,John Jenkins,DT,2TM,"$1,671,000"
,Kenny Stills,WR,MIA,"$1,671,000"
,Tim Lelito,G,NOR,"$1,671,000"
,Tony Jefferson,FS,ARI,"$1,671,000"
,Patrick Lewis,C,BUF,"$1,671,000"
,Alex Okafor,DE,ARI,"$1,671,000"
,Larry Donnell,TE,NYG,"$1,671,000"
,D.J. Swearinger,FS,ARI,"$1,671,000"
,Jack Doyle,TE,IND,"$1,671,000"
,William Gholston,DE,TAM,"$1,671,000"
,Luke Willson,TE,SEA,"$1,671,000"
,Sio Moore,OLB,3TM,"$1,671,000"
,Russell Shepard,WR,TAM,"$1,671,000"
,Akeem Spence,DT,TAM,"$1,671,000"
,Zach Line,FB,MIN,"$1,671,000"
,Benny Cunningham,RB,LAR,"$1,671,000"
,T.J. McDonald,FS,LAR,"$1,671,000"
,Brian Winters,OG,NYJ,"$1,671,000"
,Corbin Bryant,DE,BUF,"$1,671,000"
,Jordan Mills,OT,BUF,"$1,671,000"
,A.J. Bouye,CB,HOU,"$1,671,000"
,Don Jones,SS,2TM,"$1,671,000"
,Gerald Hodges,OLB,SFO,"$1,671,000"
,Austin Pasztor,OL,CLE,"$1,671,000"
,Terrelle Pryor,QB,CLE,"$1,671,000"
,Michael Wilhoite,LB,SFO,"$1,671,000"
,John Simon,DE,HOU,"$1,671,000"
,Jaron Brown,WR,ARI,"$1,671,000"
550.0,Darrell Stuckey,S,SDG,"$1,668,750"
551.0,Duron Harmon,FS,NWE,"$1,665,000"
552.0,Ryan Harris,T,PIT,"$1,662,500"
553.0,Bennie Logan,DT,PHI,"$1,661,000"
,Logan Ryan,CB,NWE,"$1,661,000"
,J.J. Wilcox,S,DAL,"$1,661,000"
,Terrance Williams,WR,DAL,"$1,661,000"
557.0,Nickell Robey-Coleman,CB,BUF,"$1,658,333"
558.0,Nick Foles,QB,KAN,"$1,656,250"
559.0,Terence Newman,DB,MIN,"$1,650,000"
560.0,Larry Warford,OG,DET,"$1,646,000"
561.0,Manti Te'o,ILB,SDG,"$1,645,770"
562.0,Mario Addison,DE,CAR,"$1,620,000"
563.0,Ted Larsen,C,CHI,"$1,612,500"
564.0,Luke Stocker,TE,TAM,"$1,600,000"
,Alex Boone,T,MIN,"$1,600,000"
566.0,Anthony Barr,OLB,MIN,"$1,578,500"
567.0,Eric Reid,FS,SFO,"$1,561,464"
568.0,Mike Nugent,K,CIN,"$1,550,000"
,Anquan Boldin,WR,DET,"$1,550,000"
570.0,Robert Woods,WR,BUF,"$1,548,518"
571.0,Vernon Butler,DT,CAR,"$1,526,639"
572.0,Menelik Watson,OT,OAK,"$1,525,635"
573.0,Mike Glennon,QB,TAM,"$1,517,719"
574.0,Xavier Su'a-Filo,OG,HOU,"$1,514,073"
575.0,Jason Jones,DT,MIA,"$1,502,188"
576.0,James Harrison,LB,PIT,"$1,500,000"
,J.T. Thomas,LB,NYG,"$1,500,000"
,Chris Conte,DB,TAM,"$1,500,000"
,Cory Harkey,TE,LAR,"$1,500,000"
,Jarvis Jenkins,DL,2TM,"$1,500,000"
,Chris Maragos,DB,PHI,"$1,500,000"
,Josh Robinson,CB,TAM,"$1,500,000"
,Ryan Mallett,QB,BAL,"$1,500,000"
,Antwon Blake,CB,TEN,"$1,500,000"
,Percy Harvin,WR,BUF,"$1,500,000"
,Scott Tolzien,QB,IND,"$1,500,000"
,Reggie Bush,RB,BUF,"$1,500,000"
588.0,Joel Bitonio,OT,CLE,"$1,489,554"
589.0,Mike Tolbert,RB,CAR,"$1,475,000"
590.0,Kawann Short,DT,CAR,"$1,473,192"
591.0,Quintin Demps,DB,HOU,"$1,470,000"
592.0,Dashon Goldson,DB,ATL,"$1,468,750"
,Sean Weatherspoon,LB,ATL,"$1,468,750"
594.0,Derek Carr,QB,OAK,"$1,465,037"
595.0,Ra'Shede Hageman,DT,ATL,"$1,455,230"
596.0,Marshall Newhouse,"G,T",NYG,"$1,450,000"
,Emmanuel Lamur,LB,MIN,"$1,450,000"
,Marcus Sherels,DB,MIN,"$1,450,000"
,Lane Taylor,G,GNB,"$1,450,000"
600.0,Jermon Bushrod,T,MIA,"$1,437,500"
601.0,Marqise Lee,WR,JAX,"$1,411,097"
602.0,Janoris Jenkins,CB,NYG,"$1,400,000"
,Patrick Chung,DB,NWE,"$1,400,000"
,Kendall Reyes,DT,2TM,"$1,400,000"
,Courtney Upshaw,OLB,ATL,"$1,400,000"
,Sherrick McManis,DB,CHI,"$1,400,000"
,Matt Moore,QB,MIA,"$1,400,000"
608.0,Mario Edwards,DE,OAK,"$1,367,537"
609.0,Odell Beckham,WR,NYG,"$1,366,018"
610.0,Cody Wallace,C,PIT,"$1,350,000"
,Daryl Smith,LB,TAM,"$1,350,000"
,Vernon Davis,TE,WAS,"$1,350,000"
613.0,T.J. Yeldon,RB,JAX,"$1,344,040"
614.0,Aaron Donald,DT,LAR,"$1,341,500"
615.0,Arian Foster,RB,MIA,"$1,338,750"
616.0,Alvin Bailey,OG,CLE,"$1,333,333"
617.0,Cyrus Kouandjio,OT,BUF,"$1,311,497"
618.0,Andrew Gachkar,OLB,DAL,"$1,300,000"
619.0,Fletcher Cox,DT,PHI,"$1,299,000"
620.0,Eddie Goldman,DT,CHI,"$1,292,344"
621.0,Stephon Tuitt,DT,PIT,"$1,257,122"
622.0,Devin Funchess,WR,CAR,"$1,254,747"
623.0,Jared Veldheer,T,ARI,"$1,250,000"
,John Jerry,G,NYG,"$1,250,000"
,Tyvon Branch,DB,ARI,"$1,250,000"
,Tim Barnes,C,LAR,"$1,250,000"
,Danny Amendola,WR,NWE,"$1,250,000"
,Brian Quick,WR,LAR,"$1,250,000"
,Lawrence Guy,DT,BAL,"$1,250,000"
,Chris Long,DE,NWE,"$1,250,000"
,Niles Paul,WR,WAS,"$1,250,000"
,Jordan Reed,TE,WAS,"$1,250,000"
,Morris Claiborne,CB,DAL,"$1,250,000"
,Tyrone Crawford,DE,DAL,"$1,250,000"
,Zach Brown,OLB,BUF,"$1,250,000"
,Darren McFadden,RB,DAL,"$1,250,000"
,J'Marcus Webb,T,SEA,"$1,250,000"
638.0,Zack Martin,OT,DAL,"$1,235,255"
639.0,Eric Ebron,TE,DET,"$1,233,558"
640.0,Pat Sims,DT,CIN,"$1,225,000"
,Anthony Davis,T,SFO,"$1,225,000"
642.0,Benardrick McKinney,ILB,HOU,"$1,214,801"
643.0,Cedric Peerman,RB,CIN,"$1,210,000"
644.0,Emmanuel Ogbah,DE,CLE,"$1,201,753"
645.0,Stephen Paea,DT,CLE,"$1,200,000"
,Alan Branch,DT,NWE,"$1,200,000"
,Anthony Levine,S,BAL,"$1,200,000"
,Matt Slauson,G,SDG,"$1,200,000"
,Chris Jones,P,DAL,"$1,200,000"
650.0,Calvin Pryor,FS,NYJ,"$1,198,478"
651.0,Le'Veon Bell,RB,PIT,"$1,197,347"
652.0,Timmy Jernigan,DT,BAL,"$1,195,337"
653.0,Vince Williams,ILB,PIT,"$1,194,670"
654.0,Kevin Dodd,DE,TEN,"$1,191,328"
655.0,Brandin Cooks,WR,NOR,"$1,182,132"
656.0,Jon Condo,LB,OAK,"$1,177,500"
657.0,Robert Golden,S,PIT,"$1,176,666"
658.0,Margus Hunt,DE,CIN,"$1,168,077"
659.0,Hunter Henry,TE,SDG,"$1,160,055"
660.0,Justin Pugh,OG,NYG,"$1,157,307"
661.0,Josh Brown,K,NYG,"$1,152,941"
662.0,Blair Walsh,K,MIN,"$1,150,000"
,Keenan Robinson,OLB,NYG,"$1,150,000"
,Taiwan Jones,RB,OAK,"$1,150,000"
665.0,Eric Weems,WR,ATL,"$1,147,500"
666.0,Rob Ninkovich,DE,NWE,"$1,147,058"
667.0,Justin Hunter,WR,2TM,"$1,144,656"
668.0,Zach Ertz,TE,PHI,"$1,138,527"
669.0,Darrius Heyward-Bey,WR,PIT,"$1,133,333"
670.0,Chris Jones,DT,KAN,"$1,132,950"
671.0,Marcus Smith,DE,PHI,"$1,129,008"
672.0,Kraig Urbik,G,MIA,"$1,125,000"
673.0,Deone Bucannon,SS,ARI,"$1,120,837"
674.0,Xavien Howard,CB,MIA,"$1,114,189"
675.0,Tavon Austin,WR,LAR,"$1,111,111"
676.0,Mitch Unrein,DT,CHI,"$1,110,000"
677.0,Will Beatty,T,NYG,"$1,100,000"
,Devin Hester,WR-PR,2TM,"$1,100,000"
,Chris Hairston,OL,SDG,"$1,100,000"
,Johnson Bademosi,DB,DET,"$1,100,000"
,Akeem Ayers,LB,IND,"$1,100,000"
,Albert McClellan,DE,BAL,"$1,100,000"
,Tank Carder,ILB,CLE,"$1,100,000"
684.0,John Denney,DE-C,MIA,"$1,095,000"
685.0,Eric Winston,T,CIN,"$1,090,000"
686.0,Ereck Flowers,OT,NYG,"$1,089,169"
687.0,Denzel Perryman,ILB,SDG,"$1,085,562"
688.0,Robert Alford,CB,ATL,"$1,082,263"
689.0,Eddie Lacy,RB,GNB,"$1,079,404"
690.0,Davante Adams,WR,GNB,"$1,072,746"
691.0,Beau Brinkley,"LS,TE",TEN,"$1,068,000"
692.0,Frank Zombo,LB,KAN,"$1,066,666"
693.0,Jimmie Ward,SS,SFO,"$1,066,594"
694.0,Todd Gurley,RB,LAR,"$1,063,326"
695.0,Mitch Morse,OT,KAN,"$1,062,062"
696.0,Garrison Sanborn,C,BUF,"$1,057,500"
697.0,Zane Beadles,T,SFO,"$1,050,000"
,L.P. Ladouceur,DE,DAL,"$1,050,000"
699.0,Kamalei Correa,OLB,BAL,"$1,045,388"
700.0,Ronald Darby,CB,BUF,"$1,038,566"
701.0,Eddie Pleasant,SS,HOU,"$1,036,000"
702.0,Tank Carradine,DE,SFO,"$1,029,684"
703.0,Austin Johnson,DT,TEN,"$1,029,496"
704.0,J.J. Jansen,C,CAR,"$1,025,000"
705.0,Jeremy Hill,RB,CIN,"$1,023,710"
706.0,Trae Waynes,CB,MIN,"$1,023,381"
707.0,Alec Ogletree,OLB,LAR,"$1,019,322"
708.0,Nate Orchard,OLB,CLE,"$1,015,069"
709.0,Cody Latimer,WR,DEN,"$1,011,450"
710.0,Teddy Williams,WR,CAR,"$1,010,000"
711.0,Cordarrelle Patterson,WR,MIN,"$1,009,689"
712.0,Jihad Ward,DE,OAK,"$1,007,236"
713.0,Evan Mathis,G,ARI,"$1,006,900"
714.0,Kevin Minter,ILB,ARI,"$1,003,667"
715.0,Zach Strief,G,NOR,"$1,000,000"
,Tyrann Mathieu,CB,ARI,"$1,000,000"
,Frostee Rucker,DE,ARI,"$1,000,000"
,Drew Stanton,QB,ARI,"$1,000,000"
,Mark Herzlich,LB,NYG,"$1,000,000"
,Doug Baldwin,WR,SEA,"$1,000,000"
,Ahtyba Rubin,NT,SEA,"$1,000,000"
,Jon Ryan,P,SEA,"$1,000,000"
,Matt Forte,RB,NYJ,"$1,000,000"
,Darius Slay,CB,DET,"$1,000,000"
,Ryan Allen,P,NWE,"$1,000,000"
,Brent Celek,TE,PHI,"$1,000,000"
,Brandon Brooks,G,PHI,"$1,000,000"
,Vinny Curry,DE,PHI,"$1,000,000"
,Chase Daniel,QB,PHI,"$1,000,000"
,Rodney McLeod,S,PHI,"$1,000,000"
,Cedric Thornton,DT,DAL,"$1,000,000"
,Chris Hogan,WR,NWE,"$1,000,000"
,Stefan Charles,DT,DET,"$1,000,000"
,Jahri Evans,T,NOR,"$1,000,000"
,Rafael Bush,S,DET,"$1,000,000"
,Matt McCants,T,2TM,"$1,000,000"
,Chris Carter,DL,2TM,"$1,000,000"
,Coty Sensabaugh,CB,2TM,"$1,000,000"
,Matt Slater,WR,NWE,"$1,000,000"
,Bryan Anger,P,TAM,"$1,000,000"
,Nick Sundberg,C,WAS,"$1,000,000"
,Garrett Celek,TE,SFO,"$1,000,000"
,Andrew Hawkins,WR,CLE,"$1,000,000"
,Sean Lee,LB,DAL,"$1,000,000"
,Terrell McClain,DL,DAL,"$1,000,000"
,Shea McClellin,DE,NWE,"$1,000,000"
,Orlando Scandrick,DB,DAL,"$1,000,000"
,Tyron Smith,OT,DAL,"$1,000,000"
,Kyle Wilber,OLB,DAL,"$1,000,000"
,Jason Witten,TE,DAL,"$1,000,000"
,Drew Brees,QB,NOR,"$1,000,000"
,Justin Bethel,CB,ARI,"$1,000,000"
,Dwight Freeney,DE,ATL,"$1,000,000"
754.0,Jordan Phillips,DT,MIA,"$991,570"
755.0,Kiko Alonso,ILB,MIA,"$991,418"
756.0,John Kuhn,FB,NOR,"$985,000"
,Tony McDaniel,DT,SEA,"$985,000"
,Joe Berger,T,MIN,"$985,000"
,Don Muhlbach,C,DET,"$985,000"
,Jon Dorenbos,C,PHI,"$985,000"
,Kedric Golston,DT,WAS,"$985,000"
,Donte Whitner,DB,WAS,"$985,000"
,Roman Harper,DB,NOR,"$985,000"
,Robbie Gould,K,NYG,"$985,000"
,Darryl Tapp,DE,NOR,"$985,000"
,Andre Johnson,WR,TEN,"$985,000"
767.0,Derrick Henry,RB,TEN,"$983,259"
768.0,Xavier Rhodes,CB,MIN,"$979,523"
769.0,Gavin Escobar,TE,DAL,"$979,158"
770.0,Ryan Hewitt,FB,CIN,"$978,334"
771.0,Senio Kelemete,T,NOR,"$977,500"
772.0,Jack Mewhort,OT,IND,"$974,673"
773.0,Jake Fisher,OT,CIN,"$968,073"
774.0,Kony Ealy,DE,CAR,"$967,317"
775.0,Spencer Ware,RB,KAN,"$958,333"
,Charcandrick West,RB,KAN,"$958,333"
777.0,Allen Robinson,WR,JAX,"$957,510"
778.0,Johnathan Hankins,DT,NYG,"$954,639"
779.0,Andrus Peat,OT,NOR,"$952,887"
780.0,Demetrius Harris,TE,KAN,"$950,000"
,Clark Harris,TE,CIN,"$950,000"
,Andrew Sendejo,DB,MIN,"$950,000"
,Gino Gradkowski,G,CAR,"$950,000"
,Josh Kline,OL,TEN,"$950,000"
785.0,Jarvis Landry,WR,MIA,"$947,703"
786.0,Sharrif Floyd,DT,MIN,"$941,300"
787.0,Morgan Cox,C,BAL,"$940,000"
788.0,Cullen Jenkins,DT,WAS,"$927,058"
789.0,Mason Foster,LB,WAS,"$925,000"
790.0,Maxx Williams,TE,BAL,"$921,077"
791.0,Jamie Collins,OLB,2TM,"$917,864"
792.0,Jason Spriggs,OT,GNB,"$909,871"
793.0,Thomas Morstead,P,NOR,"$900,000"
,Paul Kruger,DE,NOR,"$900,000"
,Josh Bynes,LB,DET,"$900,000"
,Bryan Braman,LB,PHI,"$900,000"
,Will Blackmon,DB,WAS,"$900,000"
,James Laurinaitis,LB,NOR,"$900,000"
,Clay Harbor,TE,2TM,"$900,000"
,Jeff Heath,S,DAL,"$900,000"
,David Bruton,DB,WAS,"$900,000"
,Jonathan Grimes,RB,HOU,"$900,000"
,Daniel Kilgore,OL,SFO,"$900,000"
804.0,Mike Windt,C,SDG,"$897,500"
,Patrick DiMarco,FB,ATL,"$897,500"
806.0,Arthur Brown,OLB,2TM,"$889,668"
807.0,Chris Johnson,RB,ARI,"$885,000"
,Wallace Gilberry,DE,2TM,"$885,000"
,Colin Jones,DB,CAR,"$885,000"
,Erin Henderson,LB,NYJ,"$885,000"
,Kellen Davis,TE,NYJ,"$885,000"
,Matthew Mulligan,TE,DET,"$885,000"
,Evander Hood,DT,WAS,"$885,000"
,James Ihedigbo,DB,BUF,"$885,000"
,Justin Durant,LB,DAL,"$885,000"
,Leon Hall,DB,NYG,"$885,000"
817.0,Arik Armstead,DE,SFO,"$882,392"
818.0,Jordan Norwood,WR,DEN,"$880,000"
819.0,Lamarcus Joyner,CB,LAR,"$877,289"
820.0,Jon Weeks,C,HOU,"$875,000"
821.0,Ty Sambrailo,OT,DEN,"$874,081"
822.0,Jordan Matthews,WR,PHI,"$869,934"
823.0,Charlie Whitehurst,QB,CLE,"$869,117"
824.0,Weston Richburg,C,NYG,"$863,396"
825.0,Nelson Agholor,WR,PHI,"$861,244"
826.0,Billy Turner,OT,2TM,"$861,000"
827.0,C.J. Fiedorowicz,TE,HOU,"$860,826"
828.0,Joe Webb,WR,CAR,"$860,000"
,Jack Crawford,DE,DAL,"$860,000"
,Josh Harris,LS,ATL,"$860,000"
831.0,Marquise Goodwin,WR,BUF,"$859,719"
832.0,Quinten Rollins,CB,GNB,"$850,583"
833.0,Max Unger,C,NOR,"$850,000"
,Greg Zuerlein,K,LAR,"$850,000"
,Daren Bates,LB,OAK,"$850,000"
,Bilal Powell,RB,NYJ,"$850,000"
837.0,Johnthan Banks,CB,3TM,"$849,498"
838.0,Paul Richardson,WR,SEA,"$848,440"
839.0,D.J. Humphries,OT,ARI,"$840,096"
840.0,Jerome Felton,RB,BUF,"$832,941"
841.0,Trent Murphy,DE,WAS,"$826,618"
842.0,Knile Davis,RB,2TM,"$826,504"
843.0,Deion Jones,OLB,ATL,"$826,479"
844.0,Byron Jones,CB,DAL,"$825,998"
845.0,Zak DeOssie,LB,NYG,"$825,000"
,Nate Ebner,DB,NWE,"$825,000"
,Brynden Trawick,S,OAK,"$825,000"
848.0,Laken Tomlinson,OG,DET,"$823,648"
849.0,Austin Seferian-Jenkins,TE,2TM,"$822,721"
850.0,Kayvon Webster,CB,DEN,"$821,950"
851.0,Christian Kirksey,OLB,CLE,"$815,625"
852.0,Antonio Smith,DE,HOU,"$811,176"
853.0,Jace Amaro,TE,TEN,"$810,272"
854.0,Robert McClain,DB,2TM,"$810,000"
855.0,Jermaine Kearse,WR,SEA,"$800,000"
,Mike Morgan,LB,SEA,"$800,000"
,Matt Overton,LS,IND,"$800,000"
,Tavon Wilson,FS,DET,"$800,000"
,Theo Riddick,RB,DET,"$800,000"
,Ron Brooks,CB,PHI,"$800,000"
,Tyrunn Walker,DL,DET,"$800,000"
,Coby Fleener,TE,NOR,"$800,000"
,Cecil Shorts,WR,TAM,"$800,000"
,Bradley Sowell,T,SEA,"$800,000"
,Tanner Purdum,C,NYJ,"$800,000"
,Dion Lewis,RB,NWE,"$800,000"
,Derek Carrier,WR,WAS,"$800,000"
,Alfred Morris,RB,DAL,"$800,000"
,Lance Dunbar,RB,DAL,"$800,000"
,Tony Jerod-Eddie,DT,SFO,"$800,000"
871.0,Vance McDonald,TE,SFO,"$795,797"
872.0,Kyle Nelson,TE,SFO,"$795,000"
873.0,Preston Brown,ILB,BUF,"$793,750"
874.0,Duke Williams,SS,2TM,"$792,563"
875.0,D'Joun Smith,CB,TEN,"$792,211"
876.0,Shamarko Thomas,SS,PIT,"$788,288"
877.0,Justin Gilbert,CB,PIT,"$786,682"
878.0,Stephone Anthony,ILB,NOR,"$786,442"
879.0,Troy Niklas,TE,ARI,"$785,755"
880.0,A.J. Cann,OG,JAX,"$785,399"
881.0,Bryan Walters,WR,JAX,"$785,000"
882.0,Landry Jones,QB,PIT,"$784,805"
883.0,Clive Walford,TE,OAK,"$781,126"
884.0,Malcom Brown,DT,NWE,"$781,056"
885.0,J.C. Tretter,OG,GNB,"$778,977"
886.0,Jake McQuaide,LS,LAR,"$775,000"
,Chase Reynolds,RB,LAR,"$775,000"
,Joe Looney,G,DAL,"$775,000"
889.0,Tyler Boyd,WR,CIN,"$774,358"
890.0,Cody Whitehair,OG,CHI,"$768,103"
891.0,Mark Ingram,RB,NOR,"$765,000"
,Cameron Jordan,DE,NOR,"$765,000"
,Craig Robertson,LB,NOR,"$765,000"
,Nick Fairley,DT,NOR,"$765,000"
895.0,Tom Brady,QB,NWE,"$764,705"
896.0,Jaelen Strong,WR,HOU,"$762,995"
897.0,Gabe Jackson,OG,OAK,"$762,844"
898.0,Will Sutton,DT,CHI,"$761,517"
899.0,Randy Bullock,K,3TM,"$760,000"
,Jeremy Kerley,WR,SFO,"$760,000"
,Rod Streater,WR,SFO,"$760,000"
,A.Q. Shipley,C,ARI,"$760,000"
,Logan Paulsen,TE,CHI,"$760,000"
,Winston Guy,DB,IND,"$760,000"
,DeShawn Shead,DB,SEA,"$760,000"
,Will Tukuafu,DT,SEA,"$760,000"
,Matt Asiata,FB,MIN,"$760,000"
,Audie Cole,ILB,MIN,"$760,000"
,Rhett Ellison,FB,MIN,"$760,000"
,Keith Tandy,CB,TAM,"$760,000"
,Don Carey,DB,DET,"$760,000"
,Justin Trattou,DE,MIN,"$760,000"
,Nolan Carroll,DB,PHI,"$760,000"
,LeGarrette Blount,RB,NWE,"$760,000"
,Brandon Bolden,RB,NWE,"$760,000"
,Sterling Moore,CB,NOR,"$760,000"
,Donald Butler,LB,MIA,"$760,000"
,Ben Ijalana,OL,NYJ,"$760,000"
,James Carpenter,OL,NYJ,"$760,000"
,Vlad Ducasse,G,BAL,"$760,000"
,Nick Bellore,LB,SFO,"$760,000"
,Bruce Carter,LB,NYJ,"$760,000"
,Cam Thomas,DT,LAR,"$760,000"
,Stefen Wisniewski,OL,PHI,"$760,000"
,Andre Roberts,WR,DET,"$760,000"
,Cliff Matthews,DL,ATL,"$760,000"
,Shaun Draughn,RB,SFO,"$760,000"
,Bobby Rainey,RB,NYG,"$760,000"
,Kelvin Sheppard,LB,NYG,"$760,000"
,DuJuan Harris,RB,SFO,"$760,000"
,Greg Toler,DB,WAS,"$760,000"
,Sergio Brown,DB,BUF,"$760,000"
,Kai Forbath,K,MIN,"$760,000"
,Leonard Johnson,CB,CAR,"$760,000"
,Asa Jackson,CB,DET,"$760,000"
,Sealver Siliga,DT,2TM,"$760,000"
,Travaris Cadet,RB,NOR,"$760,000"
,Justin Drescher,C,NOR,"$760,000"
,Tim Hightower,RB,NOR,"$760,000"
940.0,Kyle Van Noy,OLB,2TM,"$758,828"
941.0,T.J. Green,FS,IND,"$757,679"
942.0,Will Clarke,DE,CIN,"$756,345"
943.0,Phillip Gaines,CB,KAN,"$755,778"
944.0,Tevin Coleman,RB,ATL,"$753,811"
945.0,Trai Turner,OG,CAR,"$753,620"
946.0,A.J. Hawk,LB,ATL,"$753,235"
947.0,Donte Moncrief,WR,IND,"$750,880"
948.0,Kyle Juszczyk,FB,BAL,"$750,146"
949.0,Josh Hill,TE,NOR,"$750,000"
,Cody Davis,S,LAR,"$750,000"
951.0,Brandon Linder,OG,JAX,"$745,400"
952.0,Sean Davis,FS,PIT,"$743,085"
953.0,Michael Schofield,OT,DEN,"$742,300"
954.0,Jonathan Freeny,DE,NWE,"$740,000"
955.0,Richard Rodgers,TE,GNB,"$739,004"
956.0,Chris Conley,WR,KAN,"$738,108"
957.0,Justin Britt,OT,SEA,"$734,267"
958.0,Duke Johnson,RB,CLE,"$732,523"
959.0,John Sullivan,C,WAS,"$728,823"
960.0,Denard Robinson,WR,JAX,"$728,403"
961.0,Crockett Gillmore,TE,BAL,"$726,504"
962.0,John Miller,OG,BUF,"$725,030"
963.0,Fozzy Whittaker,RB,CAR,"$725,000"
964.0,A.J. Klein,ILB,CAR,"$722,825"
965.0,Devonta Freeman,RB,ATL,"$721,106"
966.0,James Bradberry,CB,CAR,"$720,152"
967.0,Justin Ellis,DT,OAK,"$718,172"
968.0,Adam Gotsis,DT,DEN,"$715,982"
969.0,Jacquizz Rodgers,RB,TAM,"$715,294"
970.0,Russell Bodine,OG,CIN,"$714,114"
971.0,DaQuan Jones,DT,TEN,"$713,850"
972.0,De'Anthony Thomas,RB,KAN,"$713,527"
973.0,Landon Collins,SS,NYG,"$713,208"
974.0,Tyler Kroft,TE,CIN,"$712,444"
975.0,Keith McGill,CB,OAK,"$711,300"
976.0,Donovan Smith,OT,TAM,"$710,857"
977.0,Ka'Deem Carey,RB,CHI,"$710,845"
978.0,Craig Mager,CB,SDG,"$708,144"
979.0,Demarcus Lawrence,DE,DAL,"$703,992"
980.0,Walt Aikens,CB,MIA,"$703,977"
981.0,Tourek Williams,DE,SDG,"$702,515"
982.0,Devin Smith,WR,NYJ,"$701,929"
983.0,Latavius Murray,RB,OAK,"$701,550"
984.0,Tre Boston,FS,CAR,"$701,367"
985.0,Cornelius Washington,DE,CHI,"$700,947"
986.0,Don Barclay,G,GNB,"$700,000"
,LaAdrian Waddle,T,NWE,"$700,000"
,Benson Mayowa,DE,DAL,"$700,000"
,Drew Butler,P,ARI,"$700,000"
990.0,Preston Smith,DE,WAS,"$697,698"
991.0,Jeff Heuerman,TE,DEN,"$695,201"
992.0,Stacy McGee,DT,OAK,"$694,670"
,Ryan Griffin,TE,HOU,"$694,670"
994.0,Ty Montgomery,WR,GNB,"$693,386"
995.0,Henry Anderson,DE,IND,"$692,919"
996.0,Travis Frederick,C,DAL,"$691,882"
997.0,Dorial Green-Beckham,WR,PHI,"$689,709"
998.0,Jimmy Garoppolo,QB,NWE,"$686,718"
999.0,Daimion Stafford,FS,TEN,"$686,474"
1000.0,Corey Lemonier,OLB,2TM,"$685,000"
1001.0,Steven Nelson,CB,KAN,"$682,988"
1002.0,Sammie Coates,WR,PIT,"$682,878"
1003.0,Will Davis,CB,BAL,"$682,500"
1004.0,Xavier Cooper,DT,CLE,"$680,071"
1005.0,Spencer Paysinger,LB,MIA,"$680,000"
,Philip Wheeler,LB,ATL,"$680,000"
,Kellen Clemens,QB,SDG,"$680,000"
,Greg Warren,C,PIT,"$680,000"
,Brandon Marshall,OLB,DEN,"$680,000"
,Jim Dray,TE,2TM,"$680,000"
,Sam Acho,OLB,CHI,"$680,000"
,Morgan Moses,OT,WAS,"$680,000"
,Corey White,SS,BUF,"$680,000"
,Chris Prosinski,DB,CHI,"$680,000"
,Colt Anderson,DB,BUF,"$680,000"
,Deonte Thompson,WR,CHI,"$680,000"
,Robert Blanton,CB,BUF,"$680,000"
,Terron Armstead,OT,NOR,"$680,000"
,Nick Novak,K,HOU,"$680,000"
1020.0,Chris Lewis-Harris,CB,2TM,"$675,500"
1021.0,Lorenzo Taliaferro,RB,BAL,"$675,146"
,Brent Urban,DE,BAL,"$675,146"
,Tom Savage,QB,HOU,"$675,146"
1024.0,Michael Mauti,OLB,NOR,"$675,000"
,Michael Thomas,S,MIA,"$675,000"
,Barkevious Mingo,OLB,NWE,"$675,000"
,Lerentee McCray,LB,BUF,"$675,000"
,Marcus Cooper,CB,ARI,"$675,000"
,Dezman Moses,LB,KAN,"$675,000"
,Adam Gettis,G,NYG,"$675,000"
,Eric Kush,C,CHI,"$675,000"
,Stepfan Taylor,RB,ARI,"$675,000"
,Montori Hughes,DT,NYG,"$675,000"
,Earl Watford,OG,ARI,"$675,000"
,Sam Barrington,ILB,2TM,"$675,000"
,Lavar Edwards,DE,2TM,"$675,000"
,Trevin Wade,CB,NYG,"$675,000"
,Kelcie McCray,S,SEA,"$675,000"
,Christine Michael,RB,2TM,"$675,000"
,Darryl Morris,CB,IND,"$675,000"
,Tharold Simon,CB,ARI,"$675,000"
,Rex Burkhead,RB,CIN,"$675,000"
,Josh McNary,LB,IND,"$675,000"
,Mike James,RB,TAM,"$675,000"
,Carson Tinker,LS,JAX,"$675,000"
,Wes Horton,DE,CAR,"$675,000"
,Jeff Locke,P,MIN,"$675,000"
,Kevin McDermott,LS,MIN,"$675,000"
,Sam Martin,P,DET,"$675,000"
,Devin Taylor,DE,DET,"$675,000"
,Najee Goode,ILB,PHI,"$675,000"
,Lane Johnson,OT,PHI,"$675,000"
,David Bass,DE,TEN,"$675,000"
,James Develin,RB,NWE,"$675,000"
,Rashaan Melvin,CB,IND,"$675,000"
,Geno Smith,QB,NYJ,"$675,000"
