Rk,Player,Pos,Tm,Cap Hit
,Michael Burton,FB,CHI,"$615,000"
,Justin Coleman,CB,SEA,"$615,000"
,Clayton Geathers,SS,IND,"$615,000"
,Tyler Patmon,CB,JAX,"$615,000"
,Javorius Allen,RB,BAL,"$615,000"
,Ramik Wilson,ILB,KAN,"$615,000"
,Sammie Coates,WR,CLE,"$615,000"
,David Mayo,ILB,CAR,"$615,000"
,Bobby McCain,CB,MIA,"$615,000"
,Nick Boyle,TE,BAL,"$615,000"
,Mark Glowinski,OG,SEA,"$615,000"
,Shaquil Barrett,OLB,DEN,"$615,000"
,Stefon Diggs,WR,MIN,"$615,000"
,Brandon Scherff,G,WAS,"$615,000"
,Blake Bell,TE,MIN,"$615,000"
,Martrell Spaight,OLB,WAS,"$615,000"
,Ricardo Allen,CB,ATL,"$615,000"
,Roosevelt Nix,LB,PIT,"$615,000"
,Tyeler Davison,DT,NOR,"$615,000"
,Brandon King,DB,NWE,"$615,000"
,Daniel Brown,WR,CHI,"$615,000"
,Trevor Siemian,QB,DEN,"$615,000"
,Dexter McDonald,CB,OAK,"$615,000"
,Vic Beasley,OLB,ATL,"$615,000"
,Lorenzo Doss,CB,DEN,"$615,000"
,Willie Snead,WR,NOR,"$615,000"
,Corey Grant,RB,JAX,"$615,000"
,Dion Jordan,DE,SEA,"$615,000"
,Rakeem Nunez-Roches,DT,KAN,"$615,000"
,Bryce Hager,ILB,LAR,"$615,000"
,Kyle Emanuel,OLB,LAC,"$615,000"
,Jake Ryan,OLB,GNB,"$615,000"
,K'Waun Williams,DB,SFO,"$615,000"
,Quandre Diggs,CB,DET,"$615,000"
,Rod Smith,RB,DAL,"$615,000"
,D.J. Alexander,OLB,SEA,"$615,000"
,Leterrius Walton,DT,PIT,"$615,000"
,Anthony Steen,OG,MIA,"$615,000"
,Zach Zenner,RB,DET,"$615,000"
,Hayes Pullard,ILB,LAC,"$615,000"
,David Johnson,RB,ARI,"$615,000"
,Joe Cardona,LS,NWE,"$615,000"
,Terron Ward,RB,ATL,"$615,000"
,Kurtis Drummond,S,HOU,"$615,000"
,Anthony Chickillo,DE,PIT,"$615,000"
,Josh Shaw,CB,CIN,"$615,000"
,Jordan Berry,P,PIT,"$615,000"
,Khari Lee,TE,BUF,"$615,000"
,Zac Kerin,C,DET,"$615,000"
,Bryce Callahan,CB,CHI,"$615,000"
,Jared Abbrederis,WR,DET,"$615,000"
,Charley Hughlett,LS,CLE,"$615,000"
,Josh Walker,G,JAX,"$615,000"
,Craig Mager,CB,LAC,"$615,000"
,Shaq Mason,C,NWE,"$615,000"
,Ayodeji Olatoye,DB,2TM,"$615,000"
,Geoff Swaim,TE,DAL,"$615,000"
,Tre McBride,WR,CHI,"$615,000"
,Jeremiah George,ILB,IND,"$615,000"
,Derron Smith,FS,2TM,"$615,000"
,Ryan Russell,DE,TAM,"$615,000"
,Adam Humphries,WR,TAM,"$615,000"
,Jeff Heuerman,TE,DEN,"$615,000"
,James Winchester,LS,KAN,"$615,000"
,Bryce Petty,QB,NYJ,"$615,000"
,Rontez Miles,FS,NYJ,"$615,000"
,Chris Matthews,WR,BAL,"$615,000"
,Corey Robinson,OT,DET,"$615,000"
,Matt Paradis,C,DEN,"$615,000"
,Jon Feliciano,OG,OAK,"$615,000"
,Thomas Rawls,RB,SEA,"$615,000"
,Amari Cooper,WR,OAK,"$615,000"
,Trey Flowers,DE,NWE,"$615,000"
,Sean McGrath,TE,LAC,"$615,000"
,Xavier Williams,DT,ARI,"$615,000"
,Trent Brown,OT,SFO,"$615,000"
,John Miller,OG,BUF,"$615,000"
,Rodney Gunter,DT,ARI,"$615,000"
,Josh Wells,T,JAX,"$615,000"
,Max Garcia,C,DEN,"$615,000"
,Darrell Williams,T,LAR,"$615,000"
,Jason Myers,K,JAX,"$615,000"
,Andrew Donnal,OT,BAL,"$615,000"
,Za'Darius Smith,DE,BAL,"$615,000"
,Quinton Dunbar,WR,WAS,"$615,000"
,Marcus Mariota,QB,TEN,"$615,000"
,Jalston Fowler,FB,TEN,"$615,000"
,Bradley Pinion,P,SFO,"$615,000"
,Jesse James,TE,PIT,"$615,000"
,T.J. Clemmings,OT,WAS,"$615,000"
,Seth Roberts,WR,OAK,"$615,000"
,Geremy Davis,WR,LAC,"$615,000"
,Ibraheim Campbell,SS,2TM,"$615,000"
,Quan Bray,WR,IND,"$615,000"
,Jay Ajayi,RB,2TM,"$615,000"
,Brett Jones,C,NYG,"$615,000"
,Denzelle Good,OT,IND,"$615,000"
,Jamison Crowder,WR,WAS,"$615,000"
,Aaron Ripkowski,FB,GNB,"$615,000"
,Jonathan Anderson,LB,CHI,"$615,000"
,Cameron Artis-Payne,RB,CAR,"$615,000"
1187.0,Maliek Collins,DT,DAL,"$612,500"
1188.0,Deandre Coleman,DT,BUF,"$608,820"
1189.0,Yannick Ngakoue,OLB,JAX,"$605,041"
1190.0,Cody Kessler,QB,CLE,"$604,049"
1191.0,Bronson Kaufusi,DE,BAL,"$603,500"
1192.0,Jonathan Bullard,DE,CHI,"$599,000"
1193.0,Kenyan Drake,RB,MIA,"$595,000"
1194.0,Shamarko Thomas,SS,BUF,"$592,647"
,Michael Person,OL,IND,"$592,647"
,Marcus Cromartie,CB,HOU,"$592,647"
,Earl Watford,OG,ARI,"$592,647"
1198.0,Zach Line,FB,NOR,"$592,644"
,Stevan Ridley,RB,PIT,"$592,644"
1200.0,Dwight Freeney,DE,2TM,"$588,235"
1201.0,Darian Thompson,FS,NYG,"$585,000"
1202.0,Ahtyba Rubin,NT,2TM,"$582,353"
,Leger Douzable,DT,SFO,"$582,353"
1204.0,C.J. Spiller,RB,KAN,"$582,253"
1205.0,Jacoby Brissett,QB,IND,"$580,038"
1206.0,Akeem Hunt,RB,KAN,"$578,824"
1207.0,Isaac Seumalo,OG,PHI,"$574,000"
1208.0,KeiVarae Russell,CB,CIN,"$570,000"
1209.0,Kenjon Barner,RB,PHI,"$568,235"
1210.0,Shon Coleman,OT,CLE,"$568,000"
1211.0,C.J. Prosise,RB,SEA,"$565,000"
1212.0,Brandon Williams,CB,ARI,"$563,500"
1213.0,Le'Raven Clark,OT,IND,"$563,000"
1214.0,Nick Vannett,TE,SEA,"$562,000"
1215.0,Daryl Worley,CB,CAR,"$560,000"
,Kyler Fackrell,OLB,GNB,"$560,000"
,Javon Hargrave,DT,PIT,"$560,000"
,Jordan Jenkins,OLB,NYJ,"$560,000"
,Leonte Carroo,WR,MIA,"$560,000"
1220.0,Graham Glasgow,OG,DET,"$558,500"
1221.0,Braxton Miller,WR,HOU,"$557,500"
,Kendall Fuller,CB,WAS,"$557,500"
1223.0,Rees Odhiambo,OG,SEA,"$553,000"
1224.0,Gerald Hodges,OLB,NOR,"$547,059"
1225.0,Bobby Rainey,RB,BAL,"$547,056"
1226.0,Troy Hill,CB,LAR,"$542,647"
,Matt Jones,RB,IND,"$542,647"
,L.J. Fort,LB,PIT,"$542,647"
,John Timu,ILB,CHI,"$542,647"
,David Parry,NT,NOR,"$542,647"
,Nick Dzubnar,LB,LAC,"$542,647"
,Geneo Grissom,OLB,NWE,"$542,647"
1233.0,Joe Vellano,DT,ATL,"$542,640"
1234.0,Charles Tapper,DE,DAL,"$540,000"
,Jordan Howard,RB,CHI,"$540,000"
,Clayton Fejedelem,FS,CIN,"$540,000"
,Jake Brendel,C,MIA,"$540,000"
,Charone Peake,WR,NYJ,"$540,000"
,Connor McGovern,OG,DEN,"$540,000"
,Joe Schobert,OLB,CLE,"$540,000"
,Spencer Drango,OG,CLE,"$540,000"
,Anthony Brown,CB,DAL,"$540,000"
,Chris Manhertz,TE,CAR,"$540,000"
,Joe Thuney,OG,NWE,"$540,000"
,Robert Kelley,RB,WAS,"$540,000"
,David Onyemata,DT,NOR,"$540,000"
,Tyler Ott,LS,SEA,"$540,000"
,Will Parks,S,DEN,"$540,000"
,Ricardo Louis,WR,CLE,"$540,000"
,Tye Smith,CB,TEN,"$540,000"
,Jeremy Cash,SS,CAR,"$540,000"
,Austin Reiter,C,CLE,"$540,000"
,J.D. McKissic,WR,SEA,"$540,000"
,Wes Schweitzer,OT,ATL,"$540,000"
,Caleb Benenoch,OT,TAM,"$540,000"
,Hassan Ridgeway,DT,IND,"$540,000"
,Joe Dahl,OG,DET,"$540,000"
,Olsen Pierre,DT,ARI,"$540,000"
,Ted Karras,OG,NWE,"$540,000"
,Evan Boehm,C,ARI,"$540,000"
,David Morgan,TE,MIN,"$540,000"
,Sheldon Day,DT,2TM,"$540,000"
,De'Vondre Campbell,OLB,ATL,"$540,000"
,C.J. Goodwin,WR,2TM,"$540,000"
,Jakeem Grant,WR,MIA,"$540,000"
,Dwayne Washington,RB,DET,"$540,000"
,Michael Bennett,DT,JAX,"$540,000"
,Willie Henry,DT,BAL,"$540,000"
,Kavon Frazier,FS,DAL,"$540,000"
,Brian Mihalik,DE,DET,"$540,000"
,Stephen Weatherly,OLB,MIN,"$540,000"
,Cre'von LeBlanc,DB,CHI,"$540,000"
,LeShaun Sims,CB,TEN,"$540,000"
,Alex Erickson,WR,CIN,"$540,000"
,Tyrone Holmes,OLB,CLE,"$540,000"
,Randall Telfer,TE,CLE,"$540,000"
,Jerell Adams,TE,NYG,"$540,000"
,Kalan Reed,CB,TEN,"$540,000"
,Joel Heath,DT,HOU,"$540,000"
,Kentrell Brothers,ILB,MIN,"$540,000"
,Jalen Richard,RB,OAK,"$540,000"
,Tyler Larsen,C,CAR,"$540,000"
,Zaire Anderson,LB,DEN,"$540,000"
,Jalen Mills,CB,PHI,"$540,000"
,Kamu Grugier-Hill,OLB,PHI,"$540,000"
,Patrick Onwuasor,LB,BAL,"$540,000"
,Peyton Barber,RB,TAM,"$540,000"
,D.J. Reader,DT,HOU,"$540,000"
,Pharoh Cooper,WR,LAR,"$540,000"
,David Fluellen,RB,TEN,"$540,000"
,Ken Crawley,DB,NOR,"$540,000"
,Derek Watt,FB,LAC,"$540,000"
,Michael Pierce,DT,BAL,"$540,000"
,Cory James,OLB,OAK,"$540,000"
,Ufomba Kamalu,DE,HOU,"$540,000"
,Christian Westerman,OG,CIN,"$540,000"
,Jordan Taylor,WR,DEN,"$540,000"
,Erik Harris,DB,OAK,"$540,000"
,Jonathan Jones,DB,NWE,"$540,000"
,DeAndre Washington,RB,OAK,"$540,000"
,Eric Tomlinson,TE,NYJ,"$540,000"
,Mike Jordan,DB,CLE,"$540,000"
,Lafayette Pitts,CB,2TM,"$540,000"
,Tyler Matakevich,ILB,PIT,"$540,000"
,Jayron Kearse,SS,MIN,"$540,000"
,John Wetzel,T,ARI,"$540,000"
,Brian Price,DT,DAL,"$540,000"
,Kyle Murphy,OT,GNB,"$540,000"
,Ryan Smith,CB,TAM,"$540,000"
,Dominique Alexander,LB,CLE,"$540,000"
,Sharrod Neasman,S,ATL,"$540,000"
,Nick Kwiatkoski,ILB,CHI,"$540,000"
,Stephen Anderson,TE,HOU,"$540,000"
,Matt Judon,DE,BAL,"$540,000"
,Rashod Hill,T,MIN,"$540,000"
,Xavier Woodson-Luster,LB,OAK,"$540,000"
,Brian Poole,S,ATL,"$540,000"
,Tommylee Lewis,WR,NOR,"$540,000"
,Anthony Zettel,DE,DET,"$540,000"
,Spencer Pulley,C,LAC,"$540,000"
,Josh Ferguson,RB,IND,"$540,000"
,Tyrell Adams,LB,OAK,"$540,000"
,Eric Murray,CB,KAN,"$540,000"
,Kentrell Brice,S,GNB,"$540,000"
,Vadal Alexander,OG,OAK,"$540,000"
,Marqui Christian,SS,LAR,"$540,000"
,Tyler Higbee,TE,LAR,"$540,000"
,Briean Boddy-Calhoun,DB,CLE,"$540,000"
,Juston Burris,CB,NYJ,"$540,000"
,Rashard Robinson,CB,2TM,"$540,000"
,Corey Moore,S,HOU,"$540,000"
,Antonio Hamilton,CB,OAK,"$540,000"
,Halapoulivaati Vaitai,OT,PHI,"$540,000"
,Cory Littleton,LB,LAR,"$540,000"
,Dean Lowry,DE,GNB,"$540,000"
,B.J. Goodson,OLB,NYG,"$540,000"
,Blake Countess,CB,LAR,"$540,000"
,Casey Kreiter,LS,DEN,"$540,000"
,Josh Hawkins,CB,GNB,"$540,000"
,Robert Thomas,NT,NYG,"$540,000"
,Jatavis Brown,OLB,LAC,"$540,000"
,Parker Ehinger,OG,KAN,"$540,000"
,Andy Janovich,FB,DEN,"$540,000"
,Antonio Morrison,ILB,IND,"$540,000"
,Kameron Canaday,LS,PIT,"$540,000"
,Jeremy Vujnovich,T,IND,"$540,000"
,Brennan Scarlett,LB,HOU,"$540,000"
,Kevon Seymour,CB,CAR,"$540,000"
,Anthony Lanier,DE,WAS,"$540,000"
,Malcolm Brown,RB,LAR,"$540,000"
,Blake Martinez,ILB,GNB,"$540,000"
,Ross Travis,TE,2TM,"$540,000"
,Demarcus Robinson,WR,KAN,"$540,000"
,Devontae Booker,RB,DEN,"$540,000"
,Tyler Ervin,RB,HOU,"$540,000"
,Roger Lewis,WR,NYG,"$540,000"
,Marwin Evans,S,GNB,"$540,000"
,Damiere Byrd,WR,CAR,"$540,000"
,Derrick Kindred,SS,CLE,"$540,000"
,Terrance Smith,LB,KAN,"$540,000"
,Jared Norris,ILB,CAR,"$540,000"
,Austin Blythe,C,LAR,"$540,000"
,Chris Moore,WR,BAL,"$540,000"
,Trevor Davis,WR,GNB,"$540,000"
,Dexter McCoil,S,2TM,"$540,000"
,Nick Vigil,ILB,CIN,"$540,000"
,Jake Rudock,QB,DET,"$540,000"
,De'Vante Harris,DB,NOR,"$540,000"
,Seth Devalve,TE,CLE,"$540,000"
,B.J. Finney,C,PIT,"$540,000"
,Alan Cross,TE,TAM,"$540,000"
,Morgan Fox,DL,LAR,"$540,000"
,Curtis Riley,CB,TEN,"$540,000"
,Joe Haeg,OT,IND,"$540,000"
,Leonard Wester,T,TAM,"$540,000"
,Kevin Hogan,QB,CLE,"$540,000"
,Deon Bush,FS,CHI,"$540,000"
,Dak Prescott,QB,DAL,"$540,000"
,Vince Mayle,WR,BAL,"$540,000"
,Destiny Vaeao,DT,PHI,"$540,000"
,Eli Rogers,WR,PIT,"$540,000"
,Andrew Adams,FS,NYG,"$540,000"
,Wil Lutz,K,NOR,"$540,000"
,James Cowser,LB,OAK,"$540,000"
,Trevor Williams,CB,LAC,"$540,000"
,Paul Perkins,RB,NYG,"$540,000"
,Luke Rhodes,LB,IND,"$540,000"
,Mack Brown,RB,2TM,"$540,000"
,Robby Anderson,WR,NYJ,"$540,000"
,Johnny Holton,WR,OAK,"$540,000"
,Miles Killebrew,SS,DET,"$540,000"
,Riley Dixon,P,DEN,"$540,000"
,Senorise Perry,RB,MIA,"$540,000"
,Matthew Ioannidis,DT,WAS,"$540,000"
,Darius Latham,DT,OAK,"$540,000"
,Kaelin Clay,WR,2TM,"$540,000"
,Elandon Roberts,ILB,NWE,"$540,000"
,Tyreek Hill,WR,KAN,"$540,000"
,Javien Elliott,CB,TAM,"$540,000"
,Joey Bosa,DE,LAC,"$540,000"
,Wendell Smallwood,RB,PHI,"$540,000"
,Austin Hooper,TE,ATL,"$540,000"
,Rick Lovato,LS,PHI,"$540,000"
,Cody Core,WR,CIN,"$540,000"
,Ben Koyack,TE,JAX,"$540,000"
,Adolphus Washington,DT,BUF,"$540,000"
,Rashawn Scott,WR,MIA,"$540,000"
,Jarrod Wilson,S,JAX,"$540,000"
,Brandon Shell,OT,NYJ,"$540,000"
,Bryan Witzmann,T,KAN,"$540,000"
,Lac Edwards,P,NYJ,"$540,000"
,Christopher Milton,CB,IND,"$540,000"
,Drew Kaser,P,LAC,"$540,000"
,Justin Simmons,FS,DEN,"$540,000"
,Romeo Okwara,DE,NYG,"$540,000"
,Chester Rogers,WR,IND,"$540,000"
,Michael Palardy,P,CAR,"$540,000"
,Matthias Farley,DB,IND,"$540,000"
,Dan Vitale,FB,CLE,"$540,000"
,Tanner McEvoy,WR,SEA,"$540,000"
,Xavier Grimble,TE,PIT,"$540,000"
1422.0,Ed Stinson,DE,NYJ,"$527,647"
1423.0,Andre Williams,RB,LAC,"$527,644"
1424.0,Freddie Bishop,DE,NYJ,"$508,240"
1425.0,Geronimo Allison,WR,GNB,"$508,235"
,D.J. Foster,RB,ARI,"$508,235"
,Kyle Peko,DT,DEN,"$508,235"
,Emmett Cleary,T,DET,"$508,235"
,Alex Collins,RB,BAL,"$508,235"
1430.0,Rashard Higgins,WR,CLE,"$508,224"
1431.0,Ulrick John,OT,GNB,"$506,471"
,Mark Nzeocha,OLB,SFO,"$506,471"
1433.0,Deontae Skinner,LB,NYG,"$506,464"
1434.0,Deonte Thompson,WR,2TM,"$501,471"
,Andrew Gachkar,OLB,CAR,"$501,471"
,Michael Mauti,OLB,NOR,"$501,471"
,Bryce Harris,T,NOR,"$501,471"
1438.0,Griff Whalen,WR,BAL,"$501,468"
1439.0,Tavarres King,WR,NYG,"$487,059"
,Demetrius McCray,CB,OAK,"$487,059"
1441.0,Seantrel Henderson,OT,BUF,"$487,058"
1442.0,Garrison Smith,DT,SEA,"$476,471"
,Arthur Jones,DT,WAS,"$476,471"
,Brian Hoyer,QB,2TM,"$476,471"
,DeAndre Houston-Carson,FS,CHI,"$476,471"
1446.0,Eric Winston,T,CIN,"$470,588"
1447.0,Ben Heeney,ILB,HOU,"$470,294"
,Obum Gwacham,DE,NYJ,"$470,294"
,David Irving,DE,DAL,"$470,294"
,Tenny Palepoi,DT,LAC,"$470,294"
1451.0,Dezmen Southward,SS,CAR,"$470,288"
1452.0,Joshua Holsey,CB,WAS,"$465,000"
,Jordan Evans,ILB,CIN,"$465,000"
,Shelton Gibson,WR,PHI,"$465,000"
,Chris Godwin,WR,TAM,"$465,000"
,Shane Smith,FB,NYG,"$465,000"
,Cethan Carter,TE,CIN,"$465,000"
,Jalen Reeves-Maybin,OLB,DET,"$465,000"
,Taco Charlton,DE,DAL,"$465,000"
,Nazair Jones,DT,SEA,"$465,000"
,Deshaun Watson,QB,HOU,"$465,000"
,Julie'n Davenport,OT,HOU,"$465,000"
,Antony Auclair,TE,TAM,"$465,000"
,Gerald Everett,TE,LAR,"$465,000"
,Pita Taumoepenu,OLB,SFO,"$465,000"
,Austin Carr,WR,NOR,"$465,000"
,DeMarcus Walker,DE,DEN,"$465,000"
,Rigoberto Sanchez,K,IND,"$465,000"
,Mike Williams,WR,LAC,"$465,000"
,Dylan Donahue,DL,NYJ,"$465,000"
,Elijhaa Penny,RB,ARI,"$465,000"
,Trey Hendrickson,DE,NOR,"$465,000"
,Eric Wilson,ILB,MIN,"$465,000"
,Jeremy Sprinkle,TE,WAS,"$465,000"
,Mitch Trubisky,QB,CHI,"$465,000"
,Roy Robertson-Harris,LB,CHI,"$465,000"
,Alex Anzalone,OLB,NOR,"$465,000"
,Matt Haack,P,MIA,"$465,000"
,Myles Garrett,DE,CLE,"$465,000"
,Keelan Cole,WR,JAX,"$465,000"
,Ben Gedeon,ILB,MIN,"$465,000"
,Tanner Vallejo,ILB,BUF,"$465,000"
,Trevon Coley,DL,CLE,"$465,000"
,Budda Baker,FS,ARI,"$465,000"
,John Johnson,S,LAR,"$465,000"
,Gareon Conley,CB,OAK,"$465,000"
,Cooper Rush,QB,DAL,"$465,000"
,Jordan Willis,DE,CIN,"$465,000"
,Lucas Patrick,G,GNB,"$465,000"
,Josh Carraway,DE,TEN,"$465,000"
,Eric Saubert,TE,ATL,"$465,000"
,Samaje Perine,RB,WAS,"$465,000"
,Patrick Mahomes,QB,KAN,"$465,000"
,Rudy Ford,S,ARI,"$465,000"
,Tyler Catalina,OG,WAS,"$465,000"
,Harvey Langi,ILB,NWE,"$465,000"
,Delano Hill,FS,SEA,"$465,000"
,Austin Ekeler,RB,LAC,"$465,000"
,Nate Hairston,CB,IND,"$465,000"
,Garett Bolles,OT,DEN,"$465,000"
,Will Holden,OT,ARI,"$465,000"
,Ejuan Price,OLB,LAR,"$465,000"
,Devante Mays,RB,GNB,"$465,000"
,Cordrea Tankersley,CB,MIA,"$465,000"
,Aldrick Rosas,K,NYG,"$465,000"
,Nicholas Morrow,LB,OAK,"$465,000"
,Treston Decoud,CB,HOU,"$465,000"
,Bam Bradley,OLB,BAL,"$465,000"
,Matt Feiler,T,PIT,"$465,000"
,Davon Godchaux,DT,MIA,"$465,000"
,Matt Breida,RB,SFO,"$465,000"
,Deon Lacey,LB,BUF,"$465,000"
,Zach Cunningham,OLB,HOU,"$465,000"
,David Sharpe,OT,OAK,"$465,000"
,David Njoku,TE,CLE,"$465,000"
,Taysom Hill,QB,NOR,"$465,000"
,Zach Wood,DE,NOR,"$465,000"
,Ifeanyi Momah,WR,ARI,"$465,000"
,Jourdan Lewis,CB,DAL,"$465,000"
,Malik Hooker,FS,IND,"$465,000"
,Elijah Qualls,DT,PHI,"$465,000"
,Stefan McClure,S,WAS,"$465,000"
,Avery Moss,DE,NYG,"$465,000"
,Reid Ferguson,LS,BUF,"$465,000"
,Anthony Walker,LB,IND,"$465,000"
,Marlon Mack,RB,IND,"$465,000"
,Jermaine Grace,LB,2TM,"$465,000"
,Ahkello Witherspoon,CB,SFO,"$465,000"
,Trey Edmunds,RB,NOR,"$465,000"
,Grover Stewart,DT,IND,"$465,000"
,Corey Clement,RB,PHI,"$465,000"
,Corey Davis,WR,TEN,"$465,000"
,Marquel Lee,ILB,OAK,"$465,000"
,Chidobe Awuzie,CB,DAL,"$465,000"
,Fabian Moreau,CB,WAS,"$465,000"
,Chad Hansen,WR,NYJ,"$465,000"
,Matthew Dayes,RB,CLE,"$465,000"
,Tashawn Bower,OLB,MIN,"$465,000"
,Trey Hopkins,G,CIN,"$465,000"
,Ka'imi Fairbairn,K,HOU,"$465,000"
,Jaleel Johnson,DT,MIN,"$465,000"
,Shalom Luani,SS,OAK,"$465,000"
,Alex Redmond,G,CIN,"$465,000"
,C.J. Beathard,QB,SFO,"$465,000"
,Erik Magnuson,OT,SFO,"$465,000"
,Brendan Langley,CB,DEN,"$465,000"
,Jayon Brown,ILB,TEN,"$465,000"
,Nathan Peterman,QB,BUF,"$465,000"
,Adoree' Jackson,CB,TEN,"$465,000"
,Andrew Billings,DT,CIN,"$465,000"
,Justin Davis,RB,LAR,"$465,000"
,Evan Engram,TE,NYG,"$465,000"
,Jordan Roos,OG,SEA,"$465,000"
,Dan Feeney,OG,LAC,"$465,000"
,Vincent Taylor,DT,MIA,"$465,000"
,Jamal Adams,SS,NYJ,"$465,000"
,Justin McCray,G,GNB,"$465,000"
,Marcus Johnson,WR,PHI,"$465,000"
,Dalvin Cook,RB,MIN,"$465,000"
,Nigel Harris,OLB,3TM,"$465,000"
,Donald Payne,LB,JAX,"$465,000"
,Marlon Humphrey,CB,BAL,"$465,000"
,Chris Carson,RB,SEA,"$465,000"
,Demetrious Cox,FS,CAR,"$465,000"
,Patrick Ricard,DE,BAL,"$465,000"
,Adam Shaheen,TE,CHI,"$465,000"
,Noah Brown,WR,DAL,"$465,000"
,James Burgess,LB,CLE,"$465,000"
,Wayne Gallman,RB,NYG,"$465,000"
,Adrian Colbert,SS,SFO,"$465,000"
,James Onwualu,OLB,LAC,"$465,000"
,Chase Roullier,C,WAS,"$465,000"
,Charles Harris,DE,MIA,"$465,000"
,Chad Williams,WR,ARI,"$465,000"
,Curtis Samuel,WR,CAR,"$465,000"
,YoungHoe Koo,K,LAC,"$465,000"
,Dominique Hatfield,CB,LAR,"$465,000"
,Marcus Williams,FS,NOR,"$465,000"
,Kareem Hunt,RB,KAN,"$465,000"
,Isaiah McKenzie,WR,DEN,"$465,000"
,Jylan Ware,OT,OAK,"$465,000"
,De'Angelo Henderson,RB,DEN,"$465,000"
,Leonard Fournette,RB,JAX,"$465,000"
,Sidney Jones,CB,PHI,"$465,000"
,Terrell Watson,RB,PIT,"$465,000"
,Marshon Lattimore,CB,NOR,"$465,000"
,Kyle Fuller,C,HOU,"$465,000"
,Alvin Kamara,RB,NOR,"$465,000"
,Larry Ogunjobi,DT,CLE,"$465,000"
,Jake Elliott,K,PHI,"$465,000"
,Dylan Cole,LB,HOU,"$465,000"
,Stacy Coley,WR,MIN,"$465,000"
,Al-Quadin Muhammad,DE,NOR,"$465,000"
,Jamaal Williams,RB,GNB,"$465,000"
,Adam Redmond,G,IND,"$465,000"
,Jamal Agnew,CB,DET,"$465,000"
,Joe Walker,ILB,PHI,"$465,000"
,Kai Nacua,FS,CLE,"$465,000"
,Josh Reynolds,WR,LAR,"$465,000"
,Cole Croston,OT,NWE,"$465,000"
,Quincy Wilson,CB,IND,"$465,000"
,Dalvin Tomlinson,DT,NYG,"$465,000"
,Duke Riley,OLB,ATL,"$465,000"
,Shaquill Griffin,DB,SEA,"$465,000"
,Darrell Daniels,TE,IND,"$465,000"
,Brian Hill,RB,2TM,"$465,000"
,Lenzy Pipkins,CB,GNB,"$465,000"
,Damontae Kazee,CB,ATL,"$465,000"
,Jesse Davis,T,MIA,"$465,000"
,Victor Bolden,WR,SFO,"$465,000"
,Rayshawn Jenkins,FS,LAC,"$465,000"
,Aviante Collins,OG,MIN,"$465,000"
,Ryan Ramczyk,OT,NOR,"$465,000"
,Daniel Munyer,OL,ARI,"$465,000"
,DeShone Kizer,QB,CLE,"$465,000"
,B.J. Bello,LB,CLE,"$465,000"
,Cooper Kupp,WR,LAR,"$465,000"
,Josh Malone,WR,CIN,"$465,000"
,Eddie Jackson,SS,CHI,"$465,000"
,Ryan Anderson,OLB,WAS,"$465,000"
,Chris Odom,DE,GNB,"$465,000"
,Xavier Woods,SS,DAL,"$465,000"
,Tarik Cohen,RB,CHI,"$465,000"
,Isaac Asiata,OG,MIA,"$465,000"
,Taquan Mizzell,RB,CHI,"$465,000"
,Daeshon Hall,DE,CAR,"$465,000"
,Max McCaffrey,WR,JAX,"$465,000"
,John Ross,WR,CIN,"$465,000"
,Steve Longa,OLB,DET,"$465,000"
,Sam Tevi,OT,LAC,"$465,000"
,Rodney Adams,WR,MIN,"$465,000"
,Conor McDermott,OT,BUF,"$465,000"
,Josh Harvey-Clemons,SS,WAS,"$465,000"
,Jamal Carter,S,DEN,"$465,000"
,Elijah McGuire,RB,NYJ,"$465,000"
,D.J. Jones,DT,SFO,"$465,000"
,Blair Brown,ILB,JAX,"$465,000"
,Reuben Foster,ILB,SFO,"$465,000"
,Tion Green,RB,DET,"$465,000"
,Deatrich Wise Jr.,DE,NWE,"$465,000"
,Samson Ebukam,OLB,LAR,"$465,000"
,ArDarius Stewart,WR,NYJ,"$465,000"
,Michael Roberts,TE,DET,"$465,000"
,Eli Ankou,DT,JAX,"$465,000"
,Mike Hilton,CB,PIT,"$465,000"
,TreDavious White,CB,BUF,"$465,000"
,Tanzel Smart,DT,LAR,"$465,000"
,Derek Barnett,DE,PHI,"$465,000"
,Kevin King,CB,GNB,"$465,000"
,JuJu Smith-Schuster,WR,PIT,"$465,000"
,Caleb Brantley,DT,CLE,"$465,000"
,Kasey Redfern,P,DET,"$465,000"
,Zane Gonzalez,K,CLE,"$465,000"
,Jalen Myrick,CB,JAX,"$465,000"
,Tanoh Kpassagnon,DE,KAN,"$465,000"
,Jerald Hawkins,OT,PIT,"$465,000"
,Dawuane Smoot,DE,JAX,"$465,000"
,Jabrill Peppers,SS,CLE,"$465,000"
,Chase Allen,LB,MIA,"$465,000"
,Takkarist McKinley,OLB,ATL,"$465,000"
,Charles Washington,DB,DET,"$465,000"
,Thomas Hennessy,LS,NYJ,"$465,000"
,Chuck Clark,FS,BAL,"$465,000"
,Jarrad Davis,ILB,DET,"$465,000"
,Jermaine Eluemunor,OG,BAL,"$465,000"
,Eddie Vanderdoes,DT,OAK,"$465,000"
,Mitchell Loewen,DE,NOR,"$465,000"
,Trent Taylor,WR,SFO,"$465,000"
,Justin Vogel,P,GNB,"$465,000"
,Calvin Munson,OLB,NYG,"$465,000"
